city,district_id,plan_id,effective_start,effective_end,geometry_ref,adopted_by,source_url,confidence,note
kearns,District 1,plan_city2026,2026-01-12,,geo/districts.geojson,Utah HB35 (2024) city conversion + city district plan,"meeting_minutes/minutes/2026/2026-01-12/2026-01-12_city-council-meeting.md (first CITY council meeting; oath to Mayor Jesse Valdez + District 2 Longtin + District 4 Colby; Districts 1/3 Schaeffer/Butterfield carried over from the 2023 township election, not re-sworn)",high,"CURRENT city 4-district plan, effective for representation at the 2026-01-12 city seating (HB35 conversion legally effective 2024-05-01). geometry_ref is geo/districts.geojson. ⚠ Only Districts 2 and 4 are authoritatively resolved (2025 SLCo SOVC precinct->contest); Districts 1 and 3 are an UNSPLIT RESIDUAL ('1/3' — the 2025 ballot omitted D1/D3 so the D1-vs-D3 line is undetermined). precinct->district in geo/precinct_to_district.csv, read through roster/_precinct_to_district.csv."
kearns,District 1,plan_township,2017-01-01,2026-01-12,,prior plan (metro-township 5-district map),,low,"Prior TOWNSHIP plan: 5 districts (D1-D5). Its geometry is NOT on disk -> honest GAP (blank geometry_ref, confidence low). The township 5-district map was never acquired. In force through the 2023 township elections. Never reconstructed."
kearns,District 2,plan_city2026,2026-01-12,,geo/districts.geojson,Utah HB35 (2024) city conversion + city district plan,"meeting_minutes/minutes/2026/2026-01-12/2026-01-12_city-council-meeting.md (first CITY council meeting; oath to Mayor Jesse Valdez + District 2 Longtin + District 4 Colby; Districts 1/3 Schaeffer/Butterfield carried over from the 2023 township election, not re-sworn)",high,"CURRENT city 4-district plan, effective for representation at the 2026-01-12 city seating (HB35 conversion legally effective 2024-05-01). geometry_ref is geo/districts.geojson. ⚠ Only Districts 2 and 4 are authoritatively resolved (2025 SLCo SOVC precinct->contest); Districts 1 and 3 are an UNSPLIT RESIDUAL ('1/3' — the 2025 ballot omitted D1/D3 so the D1-vs-D3 line is undetermined). precinct->district in geo/precinct_to_district.csv, read through roster/_precinct_to_district.csv."
kearns,District 2,plan_township,2017-01-01,2026-01-12,,prior plan (metro-township 5-district map),,low,"Prior TOWNSHIP plan: 5 districts (D1-D5). Its geometry is NOT on disk -> honest GAP (blank geometry_ref, confidence low). The township 5-district map was never acquired. In force through the 2023 township elections. Never reconstructed."
kearns,District 3,plan_city2026,2026-01-12,,geo/districts.geojson,Utah HB35 (2024) city conversion + city district plan,"meeting_minutes/minutes/2026/2026-01-12/2026-01-12_city-council-meeting.md (first CITY council meeting; oath to Mayor Jesse Valdez + District 2 Longtin + District 4 Colby; Districts 1/3 Schaeffer/Butterfield carried over from the 2023 township election, not re-sworn)",high,"CURRENT city 4-district plan, effective for representation at the 2026-01-12 city seating (HB35 conversion legally effective 2024-05-01). geometry_ref is geo/districts.geojson. ⚠ Only Districts 2 and 4 are authoritatively resolved (2025 SLCo SOVC precinct->contest); Districts 1 and 3 are an UNSPLIT RESIDUAL ('1/3' — the 2025 ballot omitted D1/D3 so the D1-vs-D3 line is undetermined). precinct->district in geo/precinct_to_district.csv, read through roster/_precinct_to_district.csv."
kearns,District 3,plan_township,2017-01-01,2026-01-12,,prior plan (metro-township 5-district map),,low,"Prior TOWNSHIP plan: 5 districts (D1-D5). Its geometry is NOT on disk -> honest GAP (blank geometry_ref, confidence low). The township 5-district map was never acquired. In force through the 2023 township elections. Never reconstructed."
kearns,District 4,plan_city2026,2026-01-12,,geo/districts.geojson,Utah HB35 (2024) city conversion + city district plan,"meeting_minutes/minutes/2026/2026-01-12/2026-01-12_city-council-meeting.md (first CITY council meeting; oath to Mayor Jesse Valdez + District 2 Longtin + District 4 Colby; Districts 1/3 Schaeffer/Butterfield carried over from the 2023 township election, not re-sworn)",high,"CURRENT city 4-district plan, effective for representation at the 2026-01-12 city seating (HB35 conversion legally effective 2024-05-01). geometry_ref is geo/districts.geojson. ⚠ Only Districts 2 and 4 are authoritatively resolved (2025 SLCo SOVC precinct->contest); Districts 1 and 3 are an UNSPLIT RESIDUAL ('1/3' — the 2025 ballot omitted D1/D3 so the D1-vs-D3 line is undetermined). precinct->district in geo/precinct_to_district.csv, read through roster/_precinct_to_district.csv."
kearns,District 4,plan_township,2017-01-01,2026-01-12,,prior plan (metro-township 5-district map),,low,"Prior TOWNSHIP plan: 5 districts (D1-D5). Its geometry is NOT on disk -> honest GAP (blank geometry_ref, confidence low). The township 5-district map was never acquired. In force through the 2023 township elections. Never reconstructed."
kearns,District 5,plan_township,2017-01-01,2026-01-12,,prior plan (metro-township 5-district map),,low,"Prior TOWNSHIP plan district 5 — ABOLISHED at the 2026 HB35 5->4 city restructure (Kelly Bush's seat, the peer-selected chair-'Mayor'); no successor plan_city2026 row exists for it BY DESIGN. Geometry NOT on disk -> honest GAP (blank geometry_ref, confidence low); the township map was never acquired. In force through the 2023 township elections."
kearns,MAYOR,current,2017-01-01,,geo/districts.geojson,"Kearns City (directly-elected mayor, HB35)","meeting_minutes/minutes/2026/2026-01-12/2026-01-12_city-council-meeting.md (first CITY council meeting; oath to Mayor Jesse Valdez + District 2 Longtin + District 4 Colby; Districts 1/3 Schaeffer/Butterfield carried over from the 2023 township election, not re-sworn)",high,"the directly-elected VOTING city Mayor (Jesse Valdez, 2026+): represents the ENTIRE city. ⚠ effective_start on this row is the data floor by library convention, but the DIRECTLY-ELECTED citywide Mayor office only began at the 2026 city conversion; in the township era there was no elected mayor — the presiding 'Mayor' was a peer-selected Chair holding council District 5 (Bush). Kearns's city Mayor is a FULL VOTING member (roll of 5)."
