city,plan_id,district_id,precinct_id,effective_start,effective_end,source,confidence,note
kearns,plan_city2026,District 1/3,KRN001,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN002,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN004,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN006,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN007,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN010,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN011,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN017,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN018,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN019,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 1/3,KRN901,2026-01-12,,geo/precinct_to_district.csv (residual),medium,"D1/D3 UNSPLIT RESIDUAL: the 2025 ballot omitted Districts 1 and 3, so these precincts are assigned only to 'District 1/3' (the D1-vs-D3 line is undetermined) -> confidence medium, an honest residual, not a clean assignment."
kearns,plan_city2026,District 2,KRN003,2026-01-12,,geo/precinct_to_district.csv (2025),high,"current city precinct->district from the 2025 SLCo SOVC precinct->contest assignment, read through the roster/_precinct_to_district.csv source_year sidecar (the canonical geo file carries no source_year column roster_lib requires — see CLAUDE.md). Authoritative for Districts 2 and 4."
kearns,plan_city2026,District 2,KRN005,2026-01-12,,geo/precinct_to_district.csv (2025),high,"current city precinct->district from the 2025 SLCo SOVC precinct->contest assignment, read through the roster/_precinct_to_district.csv source_year sidecar (the canonical geo file carries no source_year column roster_lib requires — see CLAUDE.md). Authoritative for Districts 2 and 4."
kearns,plan_city2026,District 2,KRN009,2026-01-12,,geo/precinct_to_district.csv (2025),high,"current city precinct->district from the 2025 SLCo SOVC precinct->contest assignment, read through the roster/_precinct_to_district.csv source_year sidecar (the canonical geo file carries no source_year column roster_lib requires — see CLAUDE.md). Authoritative for Districts 2 and 4."
kearns,plan_city2026,District 2,KRN016,2026-01-12,,geo/precinct_to_district.csv (2025),high,"current city precinct->district from the 2025 SLCo SOVC precinct->contest assignment, read through the roster/_precinct_to_district.csv source_year sidecar (the canonical geo file carries no source_year column roster_lib requires — see CLAUDE.md). Authoritative for Districts 2 and 4."
kearns,plan_city2026,District 4,KRN008,2026-01-12,,geo/precinct_to_district.csv (2025),high,"current city precinct->district from the 2025 SLCo SOVC precinct->contest assignment, read through the roster/_precinct_to_district.csv source_year sidecar (the canonical geo file carries no source_year column roster_lib requires — see CLAUDE.md). Authoritative for Districts 2 and 4."
kearns,plan_city2026,District 4,KRN012,2026-01-12,,geo/precinct_to_district.csv (2025),high,"current city precinct->district from the 2025 SLCo SOVC precinct->contest assignment, read through the roster/_precinct_to_district.csv source_year sidecar (the canonical geo file carries no source_year column roster_lib requires — see CLAUDE.md). Authoritative for Districts 2 and 4."
kearns,plan_city2026,District 4,KRN013,2026-01-12,,geo/precinct_to_district.csv (2025),high,"current city precinct->district from the 2025 SLCo SOVC precinct->contest assignment, read through the roster/_precinct_to_district.csv source_year sidecar (the canonical geo file carries no source_year column roster_lib requires — see CLAUDE.md). Authoritative for Districts 2 and 4."
kearns,plan_city2026,District 4,KRN014,2026-01-12,,geo/precinct_to_district.csv (2025),high,"current city precinct->district from the 2025 SLCo SOVC precinct->contest assignment, read through the roster/_precinct_to_district.csv source_year sidecar (the canonical geo file carries no source_year column roster_lib requires — see CLAUDE.md). Authoritative for Districts 2 and 4."
kearns,plan_city2026,District 4,KRN015,2026-01-12,,geo/precinct_to_district.csv (2025),high,"current city precinct->district from the 2025 SLCo SOVC precinct->contest assignment, read through the roster/_precinct_to_district.csv source_year sidecar (the canonical geo file carries no source_year column roster_lib requires — see CLAUDE.md). Authoritative for Districts 2 and 4."
kearns,plan_township,District 1,,2017-01-01,2026-01-12,,low,Prior-plan (township 5-district) precinct->district composition NOT acquired -> honest GAP.
kearns,plan_township,District 2,,2017-01-01,2026-01-12,,low,Prior-plan (township 5-district) precinct->district composition NOT acquired -> honest GAP.
kearns,plan_township,District 3,,2017-01-01,2026-01-12,,low,Prior-plan (township 5-district) precinct->district composition NOT acquired -> honest GAP.
kearns,plan_township,District 4,,2017-01-01,2026-01-12,,low,Prior-plan (township 5-district) precinct->district composition NOT acquired -> honest GAP.
kearns,plan_township,District 5,,2017-01-01,2026-01-12,,low,Prior-plan (township 5-district) precinct->district composition NOT acquired -> honest GAP.
