event_id,title,date,body,has_video,event_url,video_mp4,video_id,caption_track
2852,Planning Commission Meeting,2025-01-07,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2852,https://s3.amazonaws.com/suiteone.holladayut.videofiles/d87d7960.mp4,d87d7960,yes
2811,City Council Meeting,2025-01-09,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2811,https://s3.amazonaws.com/suiteone.holladayut.videofiles/de7bd1f9.mp4,de7bd1f9,yes
2691,Planning Commission Meeting,2025-01-21,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2691,https://s3.amazonaws.com/suiteone.holladayut.videofiles/8e1630f9.mp4,8e1630f9,yes
2823,City Council Work Meeting,2025-01-23,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2823,https://s3.amazonaws.com/suiteone.holladayut.videofiles/d881e936.mp4,d881e936,yes
2741,Planning Commission Meeting,2025-02-04,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2741,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f6be1a6d.mp4,f6be1a6d,yes
2652,City Council Meeting,2025-02-06,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2652,https://s3.amazonaws.com/suiteone.holladayut.videofiles/8cb2d315.mp4,8cb2d315,yes
2692,Planning Commission Meeting,2025-02-18,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2692,https://s3.amazonaws.com/suiteone.holladayut.videofiles/39b0956e.mp4,39b0956e,yes
2776,City Council Retreat,2025-02-20,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2776,https://s3.amazonaws.com/suiteone.holladayut.videofiles/a7ea4bda.mp4,a7ea4bda,yes
2742,Planning Commission Meeting,2025-03-04,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2742,https://s3.amazonaws.com/suiteone.holladayut.videofiles/54442e31.mp4,54442e31,yes
2901,City Council Meeting,2025-03-06,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2901,https://s3.amazonaws.com/suiteone.holladayut.videofiles/7a353b77.mp4,7a353b77,yes
2942,Admin Hearing Officer Meeting,2025-03-17,AdminHearingOfficer,yes,https://holladayut.suiteonemedia.com/event/?id=2942,https://s3.amazonaws.com/suiteone.holladayut.videofiles/c53513c6.mp4,c53513c6,yes
2842,Planning Commission Meeting,2025-03-18,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2842,https://s3.amazonaws.com/suiteone.holladayut.videofiles/1bfb38ff.mp4,1bfb38ff,yes
2913,City Council Meeting,2025-03-20,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2913,https://s3.amazonaws.com/suiteone.holladayut.videofiles/d6e906bf.mp4,d6e906bf,yes
2855,Planning Commission Meeting,2025-04-01,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2855,https://s3.amazonaws.com/suiteone.holladayut.videofiles/5660210a.mp4,5660210a,yes
2902,City Council Work Meeting,2025-04-03,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2902,https://s3.amazonaws.com/suiteone.holladayut.videofiles/559eef86.mp4,559eef86,yes
2843,Planning Commission Meeting,2025-04-15,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2843,https://s3.amazonaws.com/suiteone.holladayut.videofiles/83741d64.mp4,83741d64,yes
2722,City Council Meeting,2025-04-17,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2722,https://s3.amazonaws.com/suiteone.holladayut.videofiles/7b9f1a41.mp4,7b9f1a41,yes
2903,City Council Meeting - audio only,2025-05-01,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2903,https://s3.amazonaws.com/suiteone.holladayut.videofiles/40c760d3.mp4,40c760d3,yes
2744,Planning Commission Meeting,2025-05-06,PlanningCommission,yes,https://holladayut.suiteonemedia.com/event/?id=2744,https://s3.amazonaws.com/suiteone.holladayut.videofiles/47ab5e3a.mp4,47ab5e3a,yes
2971,City Council Work Meeting,2025-05-08,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2971,https://s3.amazonaws.com/suiteone.holladayut.videofiles/b25bc395.mp4,b25bc395,yes
2915,City Council Meeting- audio only,2025-05-15,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2915,https://s3.amazonaws.com/suiteone.holladayut.videofiles/5d15bf64.mp4,5d15bf64,yes
2904,City Council & RDA Meeting,2025-06-05,Council,yes,https://holladayut.suiteonemedia.com/event/?id=2904,https://s3.amazonaws.com/suiteone.holladayut.videofiles/b26bddd4.mp4,b26bddd4,yes
