date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,platform,date_source,suiteone_event_id
2020-12-15,"Planning Commission Mtg: Dec 15, 2020",PlanningCommission,https://www.youtube.com/watch?v=qM69rTmSnxE,qM69rTmSnxE,asr,https://www.youtube.com/watch?v=qM69rTmSnxE,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR, en) -> clean_captions_holladay.py",raw/2020-12-15_qM69rTmSnxE.en.vtt,youtube,title,
2021-01-05,Planning Commission Mtg (Part 1 of 4),PlanningCommission,https://www.youtube.com/watch?v=JuPHTPDs-sc,JuPHTPDs-sc,asr,https://www.youtube.com/watch?v=JuPHTPDs-sc,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR, en) -> clean_captions_holladay.py",raw/2021-01-05_JuPHTPDs-sc.en.vtt,youtube,asr_spoken,
2021-01-07,City Council Meeting,Council,https://www.youtube.com/watch?v=C7fwWXFObZA,C7fwWXFObZA,asr,https://www.youtube.com/watch?v=C7fwWXFObZA,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR, en) -> clean_captions_holladay.py",raw/2021-01-07_C7fwWXFObZA.en.vtt,youtube,description,
2021-01-14,Council Work Meeting - Jan. 14,Council,https://www.youtube.com/watch?v=sVCkXRjgTK8,sVCkXRjgTK8,asr,https://www.youtube.com/watch?v=sVCkXRjgTK8,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR, en) -> clean_captions_holladay.py",raw/2021-01-14_sVCkXRjgTK8.en.vtt,youtube,title,
2021-01-19,Planning Commission Mtg - Jan. 19,PlanningCommission,https://www.youtube.com/watch?v=E7Wv0DN692w,E7Wv0DN692w,asr,https://www.youtube.com/watch?v=E7Wv0DN692w,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR, en) -> clean_captions_holladay.py",raw/2021-01-19_E7Wv0DN692w.en.vtt,youtube,title,
2021-01-20,Arts Council,ArtsCouncil,https://www.youtube.com/watch?v=W_YJNzoykV8,W_YJNzoykV8,asr,https://www.youtube.com/watch?v=W_YJNzoykV8,2026-07-13,caption,"yt-dlp --write-auto-sub (YouTube ASR, en) -> clean_captions_holladay.py",raw/2021-01-20_W_YJNzoykV8.en.vtt,youtube,description,
2025-01-07,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/d87d7960.mp4,d87d7960,none,https://holladayut.suiteonemedia.com/event/?id=2852,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2852
2025-01-09,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/de7bd1f9.mp4,de7bd1f9,none,https://holladayut.suiteonemedia.com/event/?id=2811,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2811
2025-01-21,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/8e1630f9.mp4,8e1630f9,none,https://holladayut.suiteonemedia.com/event/?id=2691,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2691
2025-01-23,City Council Work Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/d881e936.mp4,d881e936,none,https://holladayut.suiteonemedia.com/event/?id=2823,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2823
2025-02-04,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/f6be1a6d.mp4,f6be1a6d,none,https://holladayut.suiteonemedia.com/event/?id=2741,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2741
2025-02-06,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/8cb2d315.mp4,8cb2d315,none,https://holladayut.suiteonemedia.com/event/?id=2652,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2652
2025-02-18,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/39b0956e.mp4,39b0956e,none,https://holladayut.suiteonemedia.com/event/?id=2692,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2692
2025-02-20,City Council Retreat,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/a7ea4bda.mp4,a7ea4bda,none,https://holladayut.suiteonemedia.com/event/?id=2776,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2776
2025-03-04,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/54442e31.mp4,54442e31,none,https://holladayut.suiteonemedia.com/event/?id=2742,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2742
2025-03-06,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/7a353b77.mp4,7a353b77,none,https://holladayut.suiteonemedia.com/event/?id=2901,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2901
2025-03-17,Admin Hearing Officer Meeting,AdminHearingOfficer,https://s3.amazonaws.com/suiteone.holladayut.videofiles/c53513c6.mp4,c53513c6,none,https://holladayut.suiteonemedia.com/event/?id=2942,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2942
2025-03-18,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/1bfb38ff.mp4,1bfb38ff,none,https://holladayut.suiteonemedia.com/event/?id=2842,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2842
2025-03-20,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/d6e906bf.mp4,d6e906bf,none,https://holladayut.suiteonemedia.com/event/?id=2913,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2913
2025-04-01,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/5660210a.mp4,5660210a,none,https://holladayut.suiteonemedia.com/event/?id=2855,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2855
2025-04-03,City Council Work Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/559eef86.mp4,559eef86,none,https://holladayut.suiteonemedia.com/event/?id=2902,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2902
2025-04-15,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/83741d64.mp4,83741d64,none,https://holladayut.suiteonemedia.com/event/?id=2843,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2843
2025-04-17,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/7b9f1a41.mp4,7b9f1a41,none,https://holladayut.suiteonemedia.com/event/?id=2722,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2722
2025-05-01,City Council Meeting - audio only,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/40c760d3.mp4,40c760d3,none,https://holladayut.suiteonemedia.com/event/?id=2903,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2903
2025-05-06,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/47ab5e3a.mp4,47ab5e3a,none,https://holladayut.suiteonemedia.com/event/?id=2744,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2744
2025-05-08,City Council Work Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/b25bc395.mp4,b25bc395,none,https://holladayut.suiteonemedia.com/event/?id=2971,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2971
2025-05-15,City Council Meeting- audio only,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/5d15bf64.mp4,5d15bf64,none,https://holladayut.suiteonemedia.com/event/?id=2915,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2915
2025-06-05,City Council & RDA Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/b26bddd4.mp4,b26bddd4,none,https://holladayut.suiteonemedia.com/event/?id=2904,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2904
2025-06-12,City Council & RDA Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/5e7a0cb3.mp4,5e7a0cb3,none,https://holladayut.suiteonemedia.com/event/?id=2828,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2828
2025-06-24,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/685e125b.mp4,685e125b,none,https://holladayut.suiteonemedia.com/event/?id=2846,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2846
2025-07-15,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/2de5b8e7.mp4,2de5b8e7,none,https://holladayut.suiteonemedia.com/event/?id=3008,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3008
2025-07-17,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/6767a387.mp4,6767a387,none,https://holladayut.suiteonemedia.com/event/?id=2917,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2917
2025-08-07,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/6591d2c1.mp4,6591d2c1,none,https://holladayut.suiteonemedia.com/event/?id=2818,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2818
2025-08-12,Planning Commission Appeal Hearing,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/a2fc2c56.mp4,a2fc2c56,none,https://holladayut.suiteonemedia.com/event/?id=2847,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2847
2025-08-19,Planning Commission Meeting,PlanningCommission,https://s3.amazonaws.com/suiteone.holladayut.videofiles/d037e975.mp4,d037e975,none,https://holladayut.suiteonemedia.com/event/?id=3045,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,3045
2025-08-28,City Council Meeting,Council,https://s3.amazonaws.com/suiteone.holladayut.videofiles/9d8aa853.mp4,9d8aa853,none,https://holladayut.suiteonemedia.com/event/?id=2830,2026-07-13,na,none (SuiteOne video-only MP4; no caption track; ASR via Whisper deferred),,suiteone,suiteone,2830
