date,body,title,source_url,pmn_body_id,pmn_file_id,reason
2011-10-10,PC,111010 Kearns Packet.pdf,https://www.utah.gov/pmn/files/31301.pdf,1561,31301,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2012-01-09,PC,120109_KearnsPC_Packet.pdf,https://www.utah.gov/pmn/files/34805.pdf,1561,34805,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2012-02-13,PC,120213_Kearns_ PC_Packet.pdf,https://www.utah.gov/pmn/files/36495.pdf,1561,36495,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2012-08-13,PC,120813_Kearns_PC_Packet_Final.pdf,https://www.utah.gov/pmn/files/45131.pdf,1561,45131,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2012-09-10,PC,120910_Kearns_PC_Packet_Final.pdf,https://www.utah.gov/pmn/files/46357.pdf,1561,46357,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2012-10-08,PC,121008_Kearns_PC_Packet_Final.pdf,https://www.utah.gov/pmn/files/47669.pdf,1561,47669,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2012-11-05,PC,121105_Kearns_PC_Packet_Final.pdf,https://www.utah.gov/pmn/files/48955.pdf,1561,48955,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2012-12-10,PC,121210_Kearns_ Packet_Final.pdf,https://www.utah.gov/pmn/files/50293.pdf,1561,50293,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2013-01-14,PC,130114_Kearns_ Packet_Final.pdf,https://www.utah.gov/pmn/files/51247.pdf,1561,51247,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2013-02-11,PC,130211_Kearns_ Packet_Final.pdf,https://www.utah.gov/pmn/files/52409.pdf,1561,52409,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
2013-09-09,PC,130909_Kearns_Packet_Final.pdf,https://www.utah.gov/pmn/files/71543.pdf,1561,71543,PMN file blob purged (HTTP 404); pre-2018-12 file_id < ~457000 removed from PMN storage; notice-listed but unrecoverable
