body_label,pmn_body_id,notice_id,event_date,notice_title,file_id,ext,filename,class
PC,1561,1089497,2026-07-06,Kearns Planning Commission,1449707,pdf,Notice of Public Hearing -Kearns PC July.pdf,NOTICE
PC,1561,1089497,2026-07-06,Kearns Planning Commission,1449705,pdf,260706_KearnsPC_Agenda.pdf,AGENDA
PC,1561,1089497,2026-07-06,Kearns Planning Commission,1456249,pdf,260706_KearnsPC_Packet.pdf,PACKET
PC,1561,1089497,2026-07-06,Kearns Planning Commission,1457349,pdf,OAM2026-001636 Kearns PC Staff Report.pdf,STAFF_REPORT
PC,1561,1082791,2026-06-01,Kearns Planning Commission,1458161,pdf,260601_KearnsPC_MinutesApproved.pdf,MINUTES
PC,1561,1082791,2026-06-01,Kearns Planning Commission,1437141,pdf,Notice of Public Hearing -Kearns PC June.pdf,NOTICE
PC,1561,1082791,2026-06-01,Kearns Planning Commission,1437139,pdf,260601_KearnsPC_Agenda.pdf,AGENDA
PC,1561,1082791,2026-06-01,Kearns Planning Commission,1438481,pdf,260601_KearnsPC_AgendaAmended.pdf,AGENDA
PC,1561,1082791,2026-06-01,Kearns Planning Commission,1441081,pdf,260601_KearnsPC_Packet.pdf,PACKET
PC,1561,1073819,2026-05-04,Kearns Planning Commission,1420137,pdf,260504_KearnsPC_Cancelled.pdf,CANCELLED
PC,1561,1067839,2026-04-06,Kearns Planning Commission,1441997,pdf,260406_KearnsPC_MinutesApproved.pdf,MINUTES
PC,1561,1067839,2026-04-06,Kearns Planning Commission,1408305,pdf,Notice of Public Hearing -Kearns PC April.pdf,NOTICE
PC,1561,1067839,2026-04-06,Kearns Planning Commission,1408303,pdf,260406_KearnsPC_Agenda.pdf,AGENDA
PC,1561,1067839,2026-04-06,Kearns Planning Commission,1414165,pdf,260406_KearnsPC_Packet.pdf,PACKET
PC,1561,1058695,2026-03-02,Kearns Planning Commission,1395969,pdf,260302_KearnsPC_Cancelled.pdf,CANCELLED
PC,1561,1052973,2026-02-02,Kearns Planning Commission,1378681,pdf,260202_KearnsPC_Cancelled.pdf,CANCELLED
PC,1561,1047981,2026-01-05,Kearns Planning Commission,1370435,pdf,260105_KearnsPC_Cancelled.pdf,CANCELLED
PC,1561,1047931,2026-01-01,2026 Kearns Planning Commission Meeting Schedule,1370361,pdf,2026 Kearns Planning Commission Meeting Schedule.pdf,SCHEDULE
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1358165,pdf,November minutes.pdf,MINUTES
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1414931,pdf,251201_KearnsPC_MinutesApproved.pdf,MINUTES
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1354941,pdf,Notice of Public Hearing -Kearns PC Re HB 48.pdf,NOTICE
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1354935,pdf,251201_KearnsPC_Agenda.pdf,AGENDA
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1354937,pdf,Kearns WUIA Ordinance (GR022-003) (2025-11-20) v.2.pdf,OTHER
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1354939,pdf,2006 Wildland-Urban Interface Code.pdf,OTHER
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1356737,pdf,251201_KearnsPC_AgendaAmended.pdf,AGENDA
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1356739,pdf,2026 Kearns Planning Commission Meeting Schedule.pdf,SCHEDULE
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1357747,pdf,Kearns New Planning Commission Rules of Order and Procedure (RL) (2025-11-24) (GR022-003) 4909-3655-0012 v.2.pdf,OTHER
PC,1561,1039859,2025-12-01,Kearns Planning Commission,1357749,pdf,Ordinance Adopting New Planning Commission Rules of Order and Procedure (2025-11-24) (GR022-003) 4924-0852-2876 v.2.pdf,OTHER
PC,1561,1031519,2025-11-03,Kearns Planning Commission,1414927,pdf,251103_KearnsPC_MinutesApproved.pdf,MINUTES
PC,1561,1031519,2025-11-03,Kearns Planning Commission,1338605,pdf,251103_KearnsPC_Agenda.pdf,AGENDA
PC,1561,1031519,2025-11-03,Kearns Planning Commission,1343659,pdf,251103_KearnsPC_Packet.pdf,PACKET
PC,1561,1025203,2025-10-06,Kearns Planning Commission,1344769,pdf,251006_KearnsPC_MinutesApproved.pdf,MINUTES
PC,1561,1025203,2025-10-06,Kearns Planning Commission,1327529,pdf,Kearns-Public Hearing Notice.pdf,NOTICE
PC,1561,1025203,2025-10-06,Kearns Planning Commission,1327525,pdf,251006_KearnsPC_Agenda.pdf,AGENDA
PC,1561,1025203,2025-10-06,Kearns Planning Commission,1327527,pdf,251006_KearnsPC_Packet.pdf,PACKET
PC,1561,1018877,2025-09-15,Kearns Planning Commission,1315417,pdf,250915_KearnsPC_Cancelled.pdf,CANCELLED
PC,1561,1011385,2025-08-04,Kearns Planning Commission,1301387,pdf,Kearns-Public Hearing Notice.pdf,NOTICE
PC,1561,1011385,2025-08-04,Kearns Planning Commission,1302299,pdf,OAM2025-001456Draft.pdf,OTHER
PC,1561,1011385,2025-08-04,Kearns Planning Commission,1301385,pdf,250804_KearnsPC_Agenda.pdf,AGENDA
PC,1561,1011385,2025-08-04,Kearns Planning Commission,1303815,pdf,250804_KearnsPC_Packet.pdf,PACKET
