source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,1,2020-01-07,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,2,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,3,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,4,2020-01-07,Council,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,,,,unknown,Pass,rule:lu-subdiv,high
meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,1,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,2,2020-01-21,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,3,2020-01-21,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,4,2020-01-21,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,1,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,2,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,3,2020-02-04,Council,Ordinance,Ordinance,,final-action,pass,4,1,,roll-call,4-1 Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-02-10/2020-02-11_city-council-meeting.md,1,2020-02-11,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,1,2020-02-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,2,2020-02-18,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,3,2020-02-18,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,4,2020-02-18,Council,Other,Other,,final-action,pass,,,,unanimous-declared,Pass (unanimous),rule:no-signal,low
meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,5,2020-02-18,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,1,2020-03-03,Council,Other,Other,,final-action,pass,,,,unanimous-declared,Pass (unanimous),rule:no-signal,low
meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,2,2020-03-03,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,3,2020-03-03,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unknown,Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,4,2020-03-03,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,,,,unanimous-declared,Pass (unanimous),crosswalk,high
meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,5,2020-03-03,Council,Ordinance,Ordinance,,final-action,fail,2,3,,roll-call,2-3 Fail,crosswalk,high
