candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Ammon Crossette,Council,2019,2019-08-01,,statement,,,,,,,,,,,0.00,0,0,raw/2019/201908_Ammon-Crossette.pdf,201908_Ammon-Crossette,low,scanned/OCR: stated totals only; itemization not machine-extractable,
Cody Black,Council,2019,2019-08-01,,statement,0.00,1123.67,,0.00,0.00,1123.67,True,True,0.00,0.00,0.00,0,4,raw/2019/201908_Cody-Black.pdf,201908_Cody-Black,high,cumulative(whole-cycle); superseded (cumulative snapshot; cycle total = latest report),
Cody Black,Council,2019,2019-10-01,,statement,2224.85,2224.85,,0.00,2224.85,2224.85,True,True,0.00,0.00,2224.85,1,10,raw/2019/201910_Cody-Black-Amended.pdf,201910_Cody-Black-Amended,high,cumulative(whole-cycle); superseded (cumulative snapshot; cycle total = latest report),
Cody Black,Council,2019,2020-04-01,,statement,,3.00,,4.00,,,,,,,0.00,0,0,raw/2019/202004_Cody-Black-6.pdf,202004_Cody-Black-6,low,scanned/OCR: stated totals only; itemization not machine-extractable; totals-only(no itemization),
Henry Rudolph Kneitz III,Council,2019,2019-08-01,,statement,31.98,31.98,,0.00,,,,,,,0.00,0,0,raw/2019/201908_Henry-Rudolph-Kneitz-III.pdf,201908_Henry-Rudolph-Kneitz-III,low,scanned/OCR: stated totals only; itemization not machine-extractable; totals-only(no itemization); totals-only(no itemization),
Jason Oviatt,Council,2019,2019-08-01,,statement,0.00,3.00,,4.00,0.00,,True,,0.00,,0.00,0,0,raw/2019/201908_Jason-Oviatt.pdf,201908_Jason-Oviatt,low,scanned/OCR: stated totals only; itemization not machine-extractable; totals-only(no itemization),
Johnny Revill,Council,2019,2019-08-01,,statement,2837.00,1699.41,,1137.59,,,,,,,0.00,0,0,raw/2019/201908_Johnny-Revill.pdf,201908_Johnny-Revill,low,scanned/OCR: stated totals only; itemization not machine-extractable; totals-only(no itemization); totals-only(no itemization); superseded (cumulative snapshot; cycle total = latest report),
Johnny Revill,Council,2019,2019-10-01,,statement,4037.00,4097.50,,-60.50,1567.00,4097.50,False,True,-2470.00,0.00,0.00,16,15,raw/2019/201910_Johnny-Revill.pdf,201910_Johnny-Revill,low,cumulative(whole-cycle); contrib!=stated,
Jonathan Willis,Council,2019,2019-08-01,,statement,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2019/201908_Jonathan-Willis.pdf,201908_Jonathan-Willis,high,cumulative(whole-cycle),
Katie Koivisto,Council,2019,2019-08-01,,statement,6600.00,4743.15,,1856.85,,,,,,,0.00,0,0,raw/2019/201908_Katie-Koivisto.pdf,201908_Katie-Koivisto,low,scanned/OCR: stated totals only; itemization not machine-extractable; totals-only(no itemization); totals-only(no itemization); superseded (cumulative snapshot; cycle total = latest report),
Katie Koivisto,Council,2019,2019-10-01,,statement,1400.00,2241.30,,4.00,200.00,1041.30,False,False,-1200.00,-1200.00,0.00,1,8,raw/2019/201910_Katie-Koivisto.pdf,201910_Katie-Koivisto,low,cumulative(whole-cycle); contrib!=stated; expend!=stated; superseded (cumulative snapshot; cycle total = latest report),
Katie Koivisto,Council,2019,2020-05-01,,statement,,,,,,,,,,,0.00,0,0,raw/2019/202005_Katie-Koivisto.pdf,202005_Katie-Koivisto,low,cumulative(whole-cycle),
Matthew Wynn Hemmert,Council,2019,2019-08-01,,statement,5325.00,4423.74,,901.26,,,,,,,0.00,0,0,raw/2019/201908_Matthew-Wynn-Hemmert.pdf,201908_Matthew-Wynn-Hemmert,low,scanned/OCR: stated totals only; itemization not machine-extractable; totals-only(no itemization); totals-only(no itemization); superseded (cumulative snapshot; cycle total = latest report),
Matthew Wynn Hemmert,Council,2019,2019-10-01,,statement,0.55,9836.61,,3913.94,13030.55,22238.61,False,False,13030.00,12402.00,4500.00,28,39,raw/2019/201910_Matt-Hemmert.pdf,201910_Matt-Hemmert,low,cumulative(whole-cycle); contrib!=stated; expend!=stated; superseded (cumulative snapshot; cycle total = latest report),
Matthew Wynn Hemmert,Council,2019,2020-04-01,,statement,150.00,1.00,,44524.00,,,,,,,0.00,0,0,raw/2019/202004_Matt-Hemmert-3.pdf,202004_Matt-Hemmert-3,low,scanned/OCR: stated totals only; itemization not machine-extractable; totals-only(no itemization); totals-only(no itemization),
