city,candidate,election_year,office,seat,raised,spent,n_filings,n_live,basis,review_flag
lehi,Paige Albrecht,2019,Council,,5127.0,4555.6,3,1,single,
lehi,Johnny Revill,2019,Council,,4037.0,4097.5,2,1,single,
lehi,Henry Rudolph Kneitz III,2019,Council,,31.98,31.98,1,1,single,
lehi,Montane Hamilton,2019,Council,,7.0,7.0,2,1,single,
lehi,Michelle Miles,2019,Council,,500.0,6.0,1,1,single,
lehi,Cody Black,2019,Council,,0.0,3.0,3,1,single,
lehi,Jason Oviatt,2019,Council,,0.0,3.0,1,1,single,
lehi,Mike V. Southwick,2019,Council,,1.0,3.0,3,1,single,
lehi,Matthew Wynn Hemmert,2019,Council,,150.0,1.0,3,1,single,
lehi,Ammon Crossette,2019,Council,,0.0,0.0,1,1,single,
lehi,Jonathan Willis,2019,Council,,0.0,0.0,1,1,single,
lehi,Katie Koivisto,2019,Council,,0.0,0.0,3,1,single,
lehi,Steven Werner,2019,Council,,10.0,0.0,1,1,single,
lehi,Tahnee Hamilton,2019,Council,,0.0,-4.0,2,1,single,
lehi,Chris Condie,2021,Council,,9835.0,9373.26,2,1,single,
lehi,Nicole Kunze,2021,Council,,1979.0,1910.4,1,1,single,
lehi,Ethan M. Erickson,2021,Council,,74.0,70.57,1,1,single,
lehi,Ethan Erickson,2021,Council,,7.43,7.43,1,1,single,
lehi,Cami Purtschert,2021,Council,,1.0,3.0,2,1,single,
lehi,Michelle Miles,2021,Council,,0.0,3.0,2,1,single,
lehi,Aaron Bullen,2021,Council,,0.0,0.0,2,1,single,
lehi,Lori McIntosh Le,2021,Council,,0.0,0.0,2,1,single,
lehi,Montane Hamilton,2021,Council,,0.0,0.0,1,1,single,
lehi,Paul Hancock,2021,Council,,3647.9,0.0,2,1,single,
lehi,Mark Johnson,2021,Mayor,,55.0,5.0,2,1,single,
lehi,Jesse Riddle,2021,Mayor,,0.0,0.0,2,1,single,
lehi,Nicole Kunze,2023,Council,,6540.0,7318.16,4,1,single,
lehi,Heather Newall,2023,Council,,8970.0,6238.48,4,1,single,
lehi,Jeremy K Baker,2023,Council,,509.99,532.85,3,1,single,
lehi,Haley Sousa,2023,Council,,542.55,428.72,1,1,single,
lehi,Brent Summers,2023,Council,,100.0,100.0,2,1,single,
lehi,Corey Astill,2023,Council,,0.0,0.0,2,1,single,
lehi,Ieli Charlie Tautuaa,2023,Council,,0.0,0.0,3,1,single,
lehi,Jason Harris,2023,Council,,0.0,0.0,2,1,single,
lehi,Jason Hill,2023,Council,,0.0,0.0,2,1,single,
lehi,K. Casey Glade,2023,Council,,0.0,0.0,1,1,single,
lehi,Kenneth Roberts,2023,Council,,0.0,0.0,5,1,single,
lehi,Michelle Stallings,2023,Council,,0.0,0.0,2,1,single,
lehi,Paige Albrecht,2023,Council,,0.0,0.0,1,1,single,
lehi,R. Curtis Payne,2023,Council,,0.0,0.0,2,1,single,
lehi,Tyler R. Lindsay,2023,Council,,0.0,0.0,2,1,single,
lehi,James Harrison,2025,Council,,818.0,6231.5,5,1,single,
lehi,Jordan M. Hutchinson,2025,Council,,13388.4,5106.95,3,1,single,
lehi,Jared V. Peterson,2025,Council,,9233.49,4048.28,5,1,single,
lehi,Rachel Freeman,2025,Council,,0.0,99.0,5,1,single,
lehi,E. LaRell Stephens,2025,Council,,0.0,3.0,3,1,single,
lehi,Emily Lockhart,2025,Council,,0.0,0.0,5,1,single,
lehi,Kenneth Glade,2025,Council,,80.57,0.0,3,1,single,
lehi,Paul Hancock,2025,Council,,0.0,0.0,3,1,single,
lehi,Tyson Hodges,2025,Council,,0.0,0.0,3,1,single,
lehi,Paige Albrecht,2025,Mayor,,426.67,327.36,5,1,single,
lehi,Paul Binns,2025,Mayor,,40.0,7.0,5,1,single,
lehi,Charlie Tautuaa,2025,Mayor,,0.0,0.0,3,1,single,
lehi,Chris Condie,2025,Mayor,,1054.35,0.0,3,1,single,
