body,pmn_body_id,notice_id,notice_url,notice_title,date,notice_date,audio_url,pmn_file_id,audio_filename,media_type,category
Planning Commission,1559,348541,https://www.utah.gov/pmn/sitemap/notice/348541.html,Magna Township Planning Commission,2016-09-15,2016-09-15,https://www.utah.gov/pmn/files/250941.MP3,250941,160915_MagnaTPC_MtgRecording.MP3,mp3,Audio Recording
Planning Commission,1559,353203,https://www.utah.gov/pmn/sitemap/notice/353203.html,Magna Township Planning Commission,2016-10-13,2016-10-13,https://www.utah.gov/pmn/files/254195.MP3,254195,161013_MagnaTPC_MtgRecording1of2.MP3,mp3,Audio Recording
Planning Commission,1559,353203,https://www.utah.gov/pmn/sitemap/notice/353203.html,Magna Township Planning Commission,2016-10-13,2016-10-13,https://www.utah.gov/pmn/files/254197.MP3,254197,161013_MagnaTPC_MtgRecording2of2.MP3,mp3,Audio Recording
Council,5803,368355,https://www.utah.gov/pmn/sitemap/notice/368355.html,Agenda,2017-01-03,2017-01-03,https://www.utah.gov/pmn/files/287833.mp3,287833,01-03-2017 Magna.mp3,mp3,Audio Recording
Council,5803,371497,https://www.utah.gov/pmn/sitemap/notice/371497.html,Agenda,2017-01-17,2017-01-17,https://www.utah.gov/pmn/files/282703.MP3,282703,01-17-2017 Magna.MP3,mp3,Audio Recording
Council,5803,375821,https://www.utah.gov/pmn/sitemap/notice/375821.html,Agenda,2017-02-07,2017-02-07,https://www.utah.gov/pmn/files/282707.MP3,282707,Magna 02-07-17 meeting.MP3,mp3,Audio Recording
Council,5803,378967,https://www.utah.gov/pmn/sitemap/notice/378967.html,Agenda,2017-02-21,2017-02-21,https://www.utah.gov/pmn/files/282713.MP3,282713,02-21-2017 Magna.MP3,mp3,Audio Recording
Council,5803,381639,https://www.utah.gov/pmn/sitemap/notice/381639.html,Agenda,2017-03-07,2017-03-07,https://www.utah.gov/pmn/files/285049.MP3,285049,170307_001.MP3,mp3,Audio Recording
Council,5803,384544,https://www.utah.gov/pmn/sitemap/notice/384544.html,Agenda,2017-03-21,2017-03-21,https://www.utah.gov/pmn/files/287887.mp3,287887,STE-000.mp3,mp3,Audio Recording
Council,5803,386081,https://www.utah.gov/pmn/sitemap/notice/386081.html,Agenda,2017-03-28,2017-03-28,https://www.utah.gov/pmn/files/288949.mp3,288949,Recording - Greg - 3-28-17.mp3,mp3,Audio Recording
Council,5803,385479,https://www.utah.gov/pmn/sitemap/notice/385479.html,Public Hearing,2017-04-04,2017-04-04,https://www.utah.gov/pmn/files/290525.mp3,290525,Recording - Greg - 4-4-17.mp3,mp3,Audio Recording
Council,5803,386893,https://www.utah.gov/pmn/sitemap/notice/386893.html,Agenda,2017-04-04,2017-04-04,https://www.utah.gov/pmn/files/290583.mp3,290583,Recording - Greg - 4-4-17.mp3,mp3,Audio Recording
Council,5803,389747,https://www.utah.gov/pmn/sitemap/notice/389747.html,Agenda,2017-04-18,2017-04-18,https://www.utah.gov/pmn/files/294809.MP3,294809,RecordingS - 4-18-17 Public Meeting END.MP3,mp3,Audio Recording
Council,5803,389747,https://www.utah.gov/pmn/sitemap/notice/389747.html,Agenda,2017-04-18,2017-04-18,https://www.utah.gov/pmn/files/294807.MP3,294807,RecordingS - 4-18-17 Public Meeting.MP3,mp3,Audio Recording
Council,5803,392597,https://www.utah.gov/pmn/sitemap/notice/392597.html,Agenda,2017-05-02,2017-05-02,https://www.utah.gov/pmn/files/297677.mp3,297677,05-02-17.mp3,mp3,Audio Recording
Council,5803,395661,https://www.utah.gov/pmn/sitemap/notice/395661.html,Agenda,2017-05-16,2017-05-16,https://www.utah.gov/pmn/files/301675.mp3,301675,05-16-17 (1).mp3,mp3,1
Council,5803,395661,https://www.utah.gov/pmn/sitemap/notice/395661.html,Agenda,2017-05-16,2017-05-16,https://www.utah.gov/pmn/files/301677.mp3,301677,05-16-17 (2).mp3,mp3,2
Council,5803,404455,https://www.utah.gov/pmn/sitemap/notice/404455.html,Public Meeting,2017-06-06,2017-06-06,https://www.utah.gov/pmn/files/311739.mp3,311739,STE-000.mp3,mp3,Audio Recording
Council,5803,402589,https://www.utah.gov/pmn/sitemap/notice/402589.html,Agenda,2017-06-20,2017-06-20,https://www.utah.gov/pmn/files/311727.mp3,311727,06-20-17.mp3,mp3,Audio Recording
