date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,filing_year,filing_regime,filing_phase,filing_label_verbatim,docid,pages,date_precision,in_election_results,election_winner,source
2017-02-23,Ernest Burgess,Council,,summary,,Ernest Burgess — Annual Financial Statement (2017),https://www.taylorsvilleut.gov/home/showpublisheddocument/10669/638821550009970000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2017_annual_Ernest-Burgess_Annual-Financial-Statement_doc10669.pdf,1,2017,annual,annual,Annual Financial Statement,10669,4,received_stamp,yes,,taylorsville_city_recorder
2017-02-15,Kristie Overson,Mayor,,summary,,Kristie Overson — Annual Financial Statement (2017),https://www.taylorsvilleut.gov/home/showpublisheddocument/10671/638821549895530000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2017_annual_Kristie-Overson_Annual-Financial-Statement_doc10671.pdf,,2017,annual,annual,Annual Financial Statement,10671,4,received_stamp,yes,,taylorsville_city_recorder
2018-02-28,Curt Cochran,Council,,summary,,Curt Cochran — Annual Financial Statement (2018),https://www.taylorsvilleut.gov/home/showpublisheddocument/10663/638821548203270000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2018_annual_Curt-Cochran_Annual-Financial-Statement_doc10663.pdf,2,2018,annual,annual,Annual Financial Statement,10663,4,received_stamp,yes,,taylorsville_city_recorder
2018-02-20,Ernest Burgess,Council,,summary,,Ernest Burgess — Annual Financial Statement (2018),https://www.taylorsvilleut.gov/home/showpublisheddocument/10661/638821548325270000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2018_annual_Ernest-Burgess_Annual-Financial-Statement_doc10661.pdf,1,2018,annual,annual,Annual Financial Statement,10661,4,received_stamp,yes,,taylorsville_city_recorder
2018-02-26,Kristie Overson,Mayor,,summary,,Kristie Overson — Annual Financial Statement (2018),https://www.taylorsvilleut.gov/home/showpublisheddocument/10667/638821547972730000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2018_annual_Kristie-Overson_Annual-Financial-Statement_doc10667.pdf,,2018,annual,annual,Annual Financial Statement,10667,4,received_stamp,yes,,taylorsville_city_recorder
2018-02-28,Meredith Harker,Council,,summary,,Meredith Harker — Annual Financial Statement (2018),https://www.taylorsvilleut.gov/home/showpublisheddocument/10665/638821548096200000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2018_annual_Meredith-Harker_Annual-Financial-Statement_doc10665.pdf,4,2018,annual,annual,Annual Financial Statement,10665,4,received_stamp,yes,,taylorsville_city_recorder
2019-02-20,Curt Cochran,Council,,summary,,Curt Cochran — Annual Financial Statement (2019),https://www.taylorsvilleut.gov/home/showpublisheddocument/10655/638821546503670000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2019_annual_Curt-Cochran_Annual-Financial-Statement_doc10655.pdf,2,2019,annual,annual,Annual Financial Statement,10655,4,received_stamp,yes,,taylorsville_city_recorder
2019-02-27,Ernest Burgess,Council,,summary,,Ernest Burgess — Annual Financial Statement (2019),https://www.taylorsvilleut.gov/home/showpublisheddocument/10653/638821546623070000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2019_annual_Ernest-Burgess_Annual-Financial-Statement_doc10653.pdf,1,2019,annual,annual,Annual Financial Statement,10653,2,received_stamp,yes,,taylorsville_city_recorder
2019-03-01,Kristie Overson,Mayor,,summary,,Kristie Overson — Annual Financial Statement (2019),https://www.taylorsvilleut.gov/home/showpublisheddocument/10659/638821546269130000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2019_annual_Kristie-Overson_Annual-Financial-Statement_doc10659.pdf,,2019,annual,annual,Annual Financial Statement,10659,4,received_stamp,yes,,taylorsville_city_recorder
2019-02-20,Meredith Harker,Council,,summary,,Meredith Harker — Annual Financial Statement (2019),https://www.taylorsvilleut.gov/home/showpublisheddocument/10657/638821546390030000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2019_annual_Meredith-Harker_Annual-Financial-Statement_doc10657.pdf,4,2019,annual,annual,Annual Financial Statement,10657,4,received_stamp,yes,,taylorsville_city_recorder
2020-02-28,Curt Cochran,Council,,summary,,Curt Cochran — Annual Financial Statement (2020),https://www.taylorsvilleut.gov/home/showpublisheddocument/10647/638821535360730000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2020_annual_Curt-Cochran_Annual-Financial-Statement_doc10647.pdf,2,2020,annual,annual,Annual Financial Statement,10647,4,received_stamp,yes,,taylorsville_city_recorder
2020-03-01,Ernest Burgess,Council,,summary,,Ernest Burgess — Annual Financial Statement (2020),https://www.taylorsvilleut.gov/home/showpublisheddocument/10645/638821535482870000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2020_annual_Ernest-Burgess_Annual-Financial-Statement_doc10645.pdf,1,2020,annual,annual,Annual Financial Statement,10645,4,received_stamp,yes,,taylorsville_city_recorder
2020-02-25,Kristie Overson,Mayor,,summary,,Kristie Overson — Annual Financial Statement (2020),https://www.taylorsvilleut.gov/home/showpublisheddocument/10651/638821535094970000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2020_annual_Kristie-Overson_Annual-Financial-Statement_doc10651.pdf,,2020,annual,annual,Annual Financial Statement,10651,4,received_stamp,yes,,taylorsville_city_recorder
2020-02-27,Meredith Harker,Council,,summary,,Meredith Harker — Annual Financial Statement (2020),https://www.taylorsvilleut.gov/home/showpublisheddocument/10649/638821535233230000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2020_annual_Meredith-Harker_Annual-Financial-Statement_doc10649.pdf,4,2020,annual,annual,Annual Financial Statement,10649,2,received_stamp,yes,,taylorsville_city_recorder
2021-02-11,Anna Barbieri,Council,,summary,,Anna Barbieri — Annual Financial Statement (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6212/638809238087330000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_annual_Anna-Barbieri_Annual-Financial-Statement_doc6212.pdf,3,2021,annual,annual,Annual Financial Statement,6212,2,received_stamp,yes,,taylorsville_city_recorder
2021-10-26,Anna Barbieri,Council,2021,interim,,Anna Barbieri — Pre-General Election Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6920/637708650426730000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_campaign_Anna-Barbieri_Pre-General-Election-Disclosure_doc6920.pdf,3,2021,election_cycle,pre_general,Pre-General Election Disclosure,6920,6,inferred,yes,True,taylorsville_city_recorder
2021-12-02,Anna Barbieri,Council,2021,summary,,Anna Barbieri — Final Financial Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/7001/638821538913200000,2026-07-06,text,"none (acquisition-only; born-digital text layer present, pdftotext deferred)",raw/2021_campaign_Anna-Barbieri_Final-Financial-Disclosure_doc7001.pdf,3,2021,election_cycle,final,Final Financial Disclosure,7001,9,inferred,yes,True,taylorsville_city_recorder
2021-02-17,Curt Cochran,Council,,summary,,Curt Cochran — Annual Financial Statement (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6216/638809237610330000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_annual_Curt-Cochran_Annual-Financial-Statement_doc6216.pdf,2,2021,annual,annual,Annual Financial Statement,6216,3,received_stamp,yes,,taylorsville_city_recorder
2021-02-03,Ernest Burgess,Council,,summary,,Ernest Burgess — Annual Financial Statement (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6214/638809237836870000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_annual_Ernest-Burgess_Annual-Financial-Statement_doc6214.pdf,1,2021,annual,annual,Annual Financial Statement,6214,4,received_stamp,yes,,taylorsville_city_recorder
2021-03-01,Kristie Overson,Mayor,,summary,,Kristie Overson — Annual Financial Statement (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6220/638809236905800000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_annual_Kristie-Overson_Annual-Financial-Statement_doc6220.pdf,,2021,annual,annual,Annual Financial Statement,6220,4,inferred,yes,,taylorsville_city_recorder
2021-10-26,Kristie Overson,Mayor,2021,interim,,Kristie Overson — Pre-General Election Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6918/637708639269930000,2026-07-06,text,"none (acquisition-only; born-digital text layer present, pdftotext deferred)",raw/2021_campaign_Kristie-Overson_Pre-General-Election-Disclosure_doc6918.pdf,,2021,election_cycle,pre_general,Pre-General Election Disclosure,6918,5,inferred,yes,True,taylorsville_city_recorder
2021-12-02,Kristie Overson,Mayor,2021,summary,,Kristie Overson — Final Financial Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/7005/638821539606870000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_campaign_Kristie-Overson_Final-Financial-Disclosure_doc7005.pdf,,2021,election_cycle,final,Final Financial Disclosure,7005,6,inferred,yes,True,taylorsville_city_recorder
2021-08-02,Larry Johnson,Council,2021,interim,,Larry Johnson — Primary Election Initial Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6712/637708436532170000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_campaign_Larry-Johnson_Primary-Election-Initial-Disclosure_doc6712.pdf,5,2021,election_cycle,primary_initial,Primary Election Initial Disclosure,6712,6,inferred,yes,False,taylorsville_city_recorder
2021-10-26,Larry Johnson,Council,2021,interim,,Larry Johnson — Pre-General Election Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6912/637708403722970000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_campaign_Larry-Johnson_Pre-General-Election-Disclosure_doc6912.pdf,5,2021,election_cycle,pre_general,Pre-General Election Disclosure,6912,6,inferred,yes,False,taylorsville_city_recorder
2021-12-02,Larry Johnson,Council,2021,summary,,Larry Johnson — Final Financial Disclosure (Amended) (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/7013/638821540116070000,2026-07-06,text,"none (acquisition-only; born-digital text layer present, pdftotext deferred)",raw/2021_campaign_Larry-Johnson_Final-Financial-Disclosure_doc7013.pdf,5,2021,election_cycle,final,Final Financial Disclosure (Amended),7013,5,inferred,yes,False,taylorsville_city_recorder
2021-02-02,Meredith Harker,Council,,summary,,Meredith Harker — Annual Financial Statement (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6218/638809237309670000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_annual_Meredith-Harker_Annual-Financial-Statement_doc6218.pdf,4,2021,annual,annual,Annual Financial Statement,6218,4,received_stamp,yes,,taylorsville_city_recorder
2021-10-26,Meredith Harker,Council,2021,interim,,Meredith Harker — Pre-General Election Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6916/637708638655270000,2026-07-06,text,"none (acquisition-only; born-digital text layer present, pdftotext deferred)",raw/2021_campaign_Meredith-Harker_Pre-General-Election-Disclosure_doc6916.pdf,4,2021,election_cycle,pre_general,Pre-General Election Disclosure,6916,7,inferred,yes,True,taylorsville_city_recorder
2021-12-02,Meredith Harker,Council,2021,summary,,Meredith Harker — Final Financial Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/7003/638821539194870000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_campaign_Meredith-Harker_Final-Financial-Disclosure_doc7003.pdf,4,2021,election_cycle,final,Final Financial Disclosure,7003,8,inferred,yes,True,taylorsville_city_recorder
2021-08-02,Robert Knudsen,Council,2021,interim,,Robert Knudsen — Primary Election Initial Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6720/637708436903270000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_campaign_Robert-Knudsen_Primary-Election-Initial-Disclosure_doc6720.pdf,5,2021,election_cycle,primary_initial,Primary Election Initial Disclosure,6720,5,inferred,yes,True,taylorsville_city_recorder
2021-10-26,Robert Knudsen,Council,2021,interim,,Robert Knudsen — Pre-General Election Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/6914/637708404844630000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_campaign_Robert-Knudsen_Pre-General-Election-Disclosure_doc6914.pdf,5,2021,election_cycle,pre_general,Pre-General Election Disclosure,6914,6,inferred,yes,True,taylorsville_city_recorder
2021-12-02,Robert Knudsen,Council,2021,summary,,Robert Knudsen — Final Financial Disclosure (2021),https://www.taylorsvilleut.gov/home/showpublisheddocument/7009/638821538259970000,2026-07-06,scanned,"none (acquisition-only; scanned image PDF, OCR/vision deferred)",raw/2021_campaign_Robert-Knudsen_Final-Financial-Disclosure_doc7009.pdf,5,2021,election_cycle,final,Final Financial Disclosure,7009,7,inferred,yes,True,taylorsville_city_recorder
2022-03-01,Anna Barbieri,Council,,summary,,Anna Barbieri — Annual Financial Statement (2022),https://www.taylorsvilleut.gov/home/showpublisheddocument/10609/638821522749130000,2026-07-06,text,"none (acquisition-only; born-digital text layer present, pdftotext deferred)",raw/2022_annual_Anna-Barbieri_Annual-Financial-Statement_doc10609.pdf,3,2022,annual,annual,Annual Financial Statement,10609,3,inferred,yes,,taylorsville_city_recorder
2022-03-01,Anna Barbieri,Council,,summary,,Anna Barbieri — Campaign Financial Disclosure (2022),https://www.taylorsvilleut.gov/home/showpublisheddocument/10471/638821529263130000,2026-07-06,text,"none (acquisition-only; born-digital text layer present, pdftotext deferred)",raw/2022_campaign_Anna-Barbieri_Campaign-Financial-Disclosure_doc10471.pdf,3,2022,annual,annual,Campaign Financial Disclosure,10471,3,inferred,yes,,taylorsville_city_recorder
2022-03-01,Curt Cochran,Council,,summary,,Curt Cochran — Annual Financial Statement (2022),https://www.taylorsvilleut.gov/home/showpublisheddocument/10613/638821522454700000,2026-07-06,text,"none (acquisition-only; born-digital text layer present, pdftotext deferred)",raw/2022_annual_Curt-Cochran_Annual-Financial-Statement_doc10613.pdf,2,2022,annual,annual,Annual Financial Statement,10613,3,inferred,yes,,taylorsville_city_recorder
