motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,approve the Consent Agenda as listed,Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,53,14,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
2,1,1,2,"by ordinance, to amend Orem City Code by enacting Section 22-14-21(C) Requirements for Cannabis Production Establishment and Medical Cannabis Pharmacy and amend Appendix A by enacting Standard Land Use Codes 2140 Cannabis Production Establishment (Subject to the requirements of Section 22-14-21(C)) and 5920 Medical Cannabis Pharmacy (Subject to the requirements of Section 22-14-21(C))",Land-Use/Zoning,6-1 Pass,Pass,council_vote,,,unclassified,low,1,singleton,high,45,20,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
3,1,1,3,adjourn the meeting,Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,12,14,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council.md,minutes
4,2,1,1,approve the Consent Agenda as listed,Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,12,14,1,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council.md,minutes
5,2,1,2,"by ordinance, to amend Orem City Code by amending Section 14-3-3 (Wall Signs) of the Orem City Code by adding the CM Zone as a permitted zone for wall signs",Ordinance,6-1 Pass,Pass,council_vote,,,unclassified,low,2,singleton,high,53,12,1,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council.md,minutes
6,2,1,3,"by ordinance, to amend Orem City Code by amending Section 22-5-3(A) and the zoning map of the City of Orem by changing the zoning on approximately 0.28 acres for property located generally at 166 North 400 West from the R7.5 zone to the R6.5 zone",Land-Use/Zoning,6-1 Pass,Pass,council_vote,,,unclassified,low,3,singleton,high,14,3,1,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council.md,minutes
7,2,1,4,adjourn the meeting,Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,12,53,1,meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council.md,minutes
8,3,1,1,approve the Consent Agenda as listed,Procedural/Administrative,6-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,53,14,1,meeting_minutes/minutes/2020/2020-02-10/2020-02-11_city-council.md,minutes
9,3,1,2,adjourn the meeting,Procedural/Administrative,6-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,20,1,meeting_minutes/minutes/2020/2020-02-10/2020-02-11_city-council.md,minutes
10,4,1,1,approve the Consent Agenda as listed,Procedural/Administrative,6-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,53,14,1,meeting_minutes/minutes/2020/2020-02-24/2020-02-25_city-council.md,minutes
