application_id,app_key,body_id,name,rep_title
1,Council|s|meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council.md|2,1,,"by ordinance, to amend Orem City Code by enacting Section 22-14-21(C) Requirements for Cannabis Production Establishment and Medical Cannabis Pharmacy and amend Appendix A by enacting Standard Land Use Codes 2140 Cannabis Production Establishment (Subject to the requirements of Section 22-14-21(C)) and 5920 Medical Cannabis Pharmacy (Subject to the requirements of Section 22-14-21(C))"
2,Council|s|meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council.md|2,1,,"by ordinance, to amend Orem City Code by amending Section 14-3-3 (Wall Signs) of the Orem City Code by adding the CM Zone as a permitted zone for wall signs"
3,Council|s|meeting_minutes/minutes/2020/2020-01-27/2020-01-28_city-council.md|3,1,,"by ordinance, to amend Orem City Code by amending Section 22-5-3(A) and the zoning map of the City of Orem by changing the zoning on approximately 0.28 acres for property located generally at 166 North 400 West from the R7.5 zone to the R6.5 zone"
4,Council|s|meeting_minutes/minutes/2020/2020-02-24/2020-02-25_city-council.md|3,1,,approve the site plan of the Stewart Retail Addition located at 21 West University Parkway in the PD12 zone
5,Council|s|meeting_minutes/minutes/2020/2020-03-30/2020-03-31_city-council.md|2,1,,"approve to approve amending Section 14-3-3 Freestanding Signs: Pole & Monument (7) by clarifying language and Wall Signs of the Orem City Code by adding the PO zone as a permitted zone and amending the Sign Zone Map of the City of Orem by applying Sign Zone D to properties located generally at 825 East, 950 East, 1020 East, 1040 East, 1068 East, and 1145 East 800 North as presented"
6,Council|s|meeting_minutes/minutes/2020/2020-04-13/2020-04-14_city-council.md|2,1,,approve amending Section 22-6-9(G)(2) Private Schools and Commercial Day Care Services of the Orem City Code pertaining to proximity of commercial day care services in a residential zone
7,Council|s|meeting_minutes/minutes/2020/2020-04-13/2020-04-14_city-council.md|3,1,,"enact Section 22-11-63 PD-50 (Orem Utah Temple - 1465 South Geneva Road) Zone, and Appendix ""XX"" of the Orem City Code, and amend Article 22-5-3(a) and the zoning map of the City of Orem by changing the zone on approximately 15.39 acres from OS5 zone to the PD-50 zone at 1465 South Geneva Road"
8,RDA|s|pmn_backfill/text/rda_2020-05-12_611843.txt|3,4,,adjourn to a meeting of the Special Service Lighting District of the City of Orem
9,Council|s|meeting_minutes/minutes/2020/2020-07-13/2020-07-14_city-council.md|4,1,,"by resolution, to approve a Conditional Use Permit for the commercial daycare, Smiling Faces, located at 410 South Main Street in the R8 Zone to include the seven conditions recommended by the Planning Commission, an additional condition that on-street parking would be limited only to those stalls outlined on the traffic diagram provided by the city engineer, and that the ITE standard of 0.20 parking stalls per individual be put in place with a maximum of 100 individuals between the two building"
10,Council|s|meeting_minutes/minutes/2020/2020-07-13/2020-07-14_city-council.md|5,1,,amend the original motion by changing the ITE standard to 0.24 parking stalls per individual with a maximum of 83 individuals between the two buildings per day. Mr. Earl asked Mrs. Lauret to clarify if her motion was exactly the same as the original motion but with the modification of the parking standard and total occupancy; Mrs. Lauret said that was correct
