referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,2,Council,110,PlanningCommission,subject,medium,,1.0,2020-01-28,2020-01-15,13,
2,2,Council,118,PlanningCommission,subject,medium,,0.91,2020-01-28,2020-03-04,-36,
3,3,Council,119,PlanningCommission,address+subject,high,166 n 400 w,0.562,2020-01-28,2020-03-18,-50,
4,4,Council,112,PlanningCommission,address+subject,high,21 w university,1.0,2020-02-25,2020-02-05,20,
5,5,Council,110,PlanningCommission,subject,medium,,1.0,2020-03-31,2020-01-15,76,
6,5,Council,118,PlanningCommission,subject,medium,,1.0,2020-03-31,2020-03-04,27,
7,6,Council,123,PlanningCommission,subject,medium,,1.0,2020-04-14,2020-03-18,27,
8,9,Council,134,PlanningCommission,address,low,410 s main,0.15,2020-07-14,2020-06-17,27,
9,11,Council,138,PlanningCommission,subject,medium,,1.0,2020-08-11,2020-07-15,27,
10,16,Council,123,PlanningCommission,subject,medium,,0.671,2020-12-08,2020-03-18,265,
11,17,Council,157,PlanningCommission,address+subject,high,1391 s 1140 e,1.0,2020-12-08,2020-12-02,6,
12,21,Council,161,PlanningCommission,address+subject,high,1900 w golden pond,1.0,2021-01-26,2021-01-13,13,
13,26,Council,198,PlanningCommission,subject,medium,,0.795,2021-12-14,2021-12-08,6,
14,30,Council,210,PlanningCommission,address+subject,high,1510 n state,0.912,2022-05-24,2022-05-04,20,
15,35,Council,223,PlanningCommission,address+subject,high,507 n 400 w,0.569,2022-08-23,2022-10-19,-57,
16,38,Council,221,PlanningCommission,subject,medium,,0.963,2022-09-27,2022-09-21,6,
17,42,Council,220,PlanningCommission,subject,medium,,0.69,2022-11-09,2022-09-21,49,
18,45,Council,232,PlanningCommission,subject,medium,,0.932,2023-01-10,2022-12-07,34,
19,46,Council,221,PlanningCommission,subject,medium,,0.7,2023-01-24,2022-09-21,125,
20,46,Council,235,PlanningCommission,subject,medium,,0.817,2023-01-24,2023-01-18,6,
21,47,Council,221,PlanningCommission,subject,medium,,0.541,2023-02-28,2022-09-21,160,
22,47,Council,235,PlanningCommission,subject,medium,,0.631,2023-02-28,2023-01-18,41,
23,48,Council,244,PlanningCommission,address+subject,high,370 w 500 n,0.905,2023-05-09,2023-04-19,20,
24,53,Council,241,PlanningCommission,subject,medium,,0.709,2023-05-16,2023-04-12,34,
25,58,Council,250,PlanningCommission,address+subject,high,1981 s geneva,0.763,2023-08-01,2023-06-21,41,
26,62,Council,255,PlanningCommission,subject,medium,,1.0,2023-10-10,2023-09-06,34,
27,65,Council,272,PlanningCommission,address+subject,high,1014 n 1280 e,0.213,2024-02-13,2024-01-17,27,
28,65,Council,273,PlanningCommission,address+subject,high,1014 n 1280 e,0.826,2024-02-13,2024-01-17,27,
29,66,Council,260,PlanningCommission,subject,medium,,1.0,2024-02-13,2023-10-18,118,
30,67,Council,250,PlanningCommission,subject,medium,,0.398,2024-02-27,2023-06-21,251,
31,80,Council,296,PlanningCommission,address,low,1230 w 2000 s,0.08,2024-08-27,2024-08-07,20,
32,86,Council,307,PlanningCommission,subject,medium,,0.518,2025-04-08,2025-02-19,48,
33,101,Council,323,PlanningCommission,address+subject,high,92 s 800 e,1.0,2026-05-12,2026-03-18,55,
34,103,Council,323,PlanningCommission,subject,medium,,0.641,2026-05-26,2026-03-18,69,
35,103,Council,325,PlanningCommission,address+subject,high,355 w university,0.638,2026-05-26,2026-04-15,41,
36,239,PlanningCommission,32,MBA,address,low,56 n state,0.042,2023-03-15,2022-06-14,274,
