year,election_type,contest,jurisdiction_slug,office,district,seats,candidate,party,votes,rank_in_contest,n_precincts,suppressed,source_file
2019,municipal general,Apple Valley Town Council,,Council,At-Large,,PAUL EDWARDSEN,,181,1,1,false,2019-general-municipal-export.csv
2019,municipal general,Apple Valley Town Council,,Council,At-Large,,DENNY BASS,,156,2,1,false,2019-general-municipal-export.csv
2019,municipal general,Apple Valley Town Council,,Council,At-Large,,FORREST KUEHNE,,115,3,1,false,2019-general-municipal-export.csv
2019,municipal general,Apple Valley Town Council,,Council,At-Large,,"DAVID ZOLG ""JR""",,111,4,1,false,2019-general-municipal-export.csv
2019,municipal general,Hildale City Council,,Council,At-Large,,LAWRENCE BARLOW,,105,1,1,false,2019-general-municipal-export.csv
2019,municipal general,Hildale City Council,,Council,At-Large,,JVAR DUTSON,,91,2,1,false,2019-general-municipal-export.csv
2019,municipal general,Hildale City Council,,Council,At-Large,,STACY SEAY,,69,3,1,false,2019-general-municipal-export.csv
2019,municipal general,Hildale City Council,,Council,At-Large,,ELISSA WALL,,40,4,1,false,2019-general-municipal-export.csv
2019,municipal general,Hurricane City Council,,Council,At-Large,,NANETTE DUTTON BILLINGS,,2427,1,10,false,2019-general-municipal-export.csv
2019,municipal general,Hurricane City Council,,Council,At-Large,,JOSEPH PRETE,,2350,2,10,false,2019-general-municipal-export.csv
2019,municipal general,Hurricane City Council,,Council,At-Large,,DAVID (DAVE) SANDERS,,2183,3,10,false,2019-general-municipal-export.csv
2019,municipal general,Hurricane City Council,,Council,At-Large,,KEVIN D. THOMAS,,2081,4,10,false,2019-general-municipal-export.csv
2019,municipal general,Hurricane City Council,,Council,At-Large,,SPENCER LUNDELL,,1531,5,10,false,2019-general-municipal-export.csv
2019,municipal general,Hurricane City Council,,Council,At-Large,,BRENT ELDON MOSER,,1477,6,10,false,2019-general-municipal-export.csv
2019,municipal general,Ivins City Council,,Council,At-Large,,SUE GORDHAMMER,,1323,1,5,false,2019-general-municipal-export.csv
2019,municipal general,Ivins City Council,,Council,At-Large,,DENNIS MEHR,,1259,2,5,false,2019-general-municipal-export.csv
2019,municipal general,Ivins City Council,,Council,At-Large,,JENNY JOHNSON,,1126,3,5,false,2019-general-municipal-export.csv
2019,municipal general,Ivins City Council,,Council,At-Large,,DEREK A. LARSEN,,767,4,5,false,2019-general-municipal-export.csv
2019,municipal general,Ivins City Council,,Council,At-Large,,VALERIE CAZIER,,689,5,5,false,2019-general-municipal-export.csv
2019,municipal general,Ivins City Council,,Council,At-Large,,DAVID ROBINSON,,575,6,5,false,2019-general-municipal-export.csv
2019,municipal general,La Verkin City Council,,Council,At-Large,,MICAH T. GUBLER,,519,1,3,false,2019-general-municipal-export.csv
2019,municipal general,La Verkin City Council,,Council,At-Large,,KELLY B. WILSON,,464,2,3,false,2019-general-municipal-export.csv
2019,municipal general,La Verkin City Council,,Council,At-Large,,"CHARLES EDWARD ""CHUCK"" HARDY",,336,3,3,false,2019-general-municipal-export.csv
2019,municipal general,La Verkin City Council,,Council,At-Large,,BRIAN STEWART,,245,4,3,false,2019-general-municipal-export.csv
2019,municipal general,La Verkin City Council,,Council,At-Large,,JOHN VALENTI,,223,5,3,false,2019-general-municipal-export.csv
2019,municipal general,La Verkin City Council,,Council,At-Large,,JASON TALLAKSON,,69,6,3,false,2019-general-municipal-export.csv
2019,municipal general,Leeds Town Council,,Council,At-Large,,LORRIE HUNSAKER,,164,1,1,false,2019-general-municipal-export.csv
2019,municipal general,Leeds Town Council,,Council,At-Large,,R. STEPHEN WILSON,,163,2,1,false,2019-general-municipal-export.csv
2019,municipal general,Leeds Town Council,,Council,At-Large,,KENNETH J. HADLEY,,144,3,1,false,2019-general-municipal-export.csv
2019,municipal general,Santa Clara City Council,,Council,At-Large,,DENNIS (DENNY) DRAKE,,912,1,4,false,2019-general-municipal-export.csv
2019,municipal general,Santa Clara City Council,,Council,At-Large,,JARETT WAITE,,845,2,4,false,2019-general-municipal-export.csv
2019,municipal general,Santa Clara City Council,,Council,At-Large,,LEINA MATHIS,,781,3,4,false,2019-general-municipal-export.csv
2019,municipal general,Santa Clara City Council,,Council,At-Large,,GARY S. ALLRED,,572,4,4,false,2019-general-municipal-export.csv
2019,municipal general,Santa Clara City Council,,Council,At-Large,,RYAN GRAFF ANDERSON,,532,5,4,false,2019-general-municipal-export.csv
2019,municipal general,Santa Clara City Council,,Council,At-Large,,LOGAN BLAKE,,496,6,4,false,2019-general-municipal-export.csv
2019,municipal general,Washington City Council,,Council,At-Large,,KRESS STAHELI,,2790,1,14,false,2019-general-municipal-export.csv
2019,municipal general,Washington City Council,,Council,At-Large,,KURT F. IVIE,,2714,2,14,false,2019-general-municipal-export.csv
2019,municipal general,Washington City Council,,Council,At-Large,,CRAIG COATS,,2542,3,14,false,2019-general-municipal-export.csv
2019,municipal general,Washington City Council,,Council,At-Large,,TROY G. BELLISTON,,2287,4,14,false,2019-general-municipal-export.csv
2019,municipal general,Washington City Council,,Council,At-Large,,MARCIA WHITNEY,,1559,5,14,false,2019-general-municipal-export.csv
2019,municipal general,Washington City Council,,Council,At-Large,,BEN LEAMON MARTINSEN,,1474,6,14,false,2019-general-municipal-export.csv
2019,municipal general,Apple Valley Mayor Special Seat,,Mayor,,,MARTY LISONBEE,,164,1,1,false,2019-general-municipal-export.csv
2019,municipal general,Apple Valley Mayor Special Seat,,Mayor,,,BLACKHAWK WALTERS,,142,2,1,false,2019-general-municipal-export.csv
2019,municipal general,St George City Council,st_george,Council,At-Large,,JIMMIE B HUGHES,,7717,1,51,false,2019-general-municipal-export.csv
2019,municipal general,St George City Council,st_george,Council,At-Large,,GREGG MCARTHUR,,7647,2,51,false,2019-general-municipal-export.csv
2019,municipal general,St George City Council,st_george,Council,At-Large,,DANNIELLE LARKIN,,6714,3,51,false,2019-general-municipal-export.csv
2019,municipal general,St George City Council,st_george,Council,At-Large,,ED BACA,,6331,4,51,false,2019-general-municipal-export.csv
2019,municipal general,St George City Council,st_george,Council,At-Large,,GREG ALDRED,,5792,5,51,false,2019-general-municipal-export.csv
2019,municipal general,St George City Council,st_george,Council,At-Large,,BETTE O ARIAL,,5432,6,51,false,2019-general-municipal-export.csv
2021,municipal general,Apple Valley Council,,Council,At-Large,,ROBIN L. WHITMORE,,217,1,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Apple Valley Council,,Council,At-Large,,KEVIN LEE SAIR,,204,2,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Apple Valley Council,,Council,At-Large,,DEBBIE KOPP,,156,3,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Apple Valley Council,,Council,At-Large,,MARTY LISONBEE,,70,4,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Hildale City Council Hildale,,Council,At-Large,,TERRILL MUSSER,,148,1,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Hildale City Council Hildale,,Council,At-Large,,BRIGHAM HOLM,,91,2,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Hildale City Council Hildale,,Council,At-Large,,Write-in,,81,3,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Hildale City Council Hildale,,Council,At-Large,,JARED NICOL,,44,4,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Hildale City Council Hildale,,Council,At-Large,,DERICK HOLM,,31,5,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Hurricane City Council,,Council,At-Large,,DAVID M. HIRSCHI,,3047,1,10,false,washco-election-20211102-results-export.csv
2021,municipal general,Hurricane City Council,,Council,At-Large,,KEVIN D. THOMAS,,2234,2,10,false,washco-election-20211102-results-export.csv
2021,municipal general,Hurricane City Council,,Council,At-Large,,V. DOUGLAS HEIDEMAN,,2142,3,10,false,washco-election-20211102-results-export.csv
2021,municipal general,Hurricane City Council,,Council,At-Large,,BRIAN HAWKINS,,2094,4,10,false,washco-election-20211102-results-export.csv
2021,municipal general,Ivins City Council,,Council,At-Large,,MIKE SCOTT,,1853,1,5,false,washco-election-20211102-results-export.csv
2021,municipal general,Ivins City Council,,Council,At-Large,,LANCE ANDERSON,,1622,2,5,false,washco-election-20211102-results-export.csv
2021,municipal general,Ivins City Council,,Council,At-Large,,CHEYNE C. MCDONALD,,1576,3,5,false,washco-election-20211102-results-export.csv
2021,municipal general,Ivins City Council,,Council,At-Large,,DEREK A. LARSEN,,1353,4,5,false,washco-election-20211102-results-export.csv
2021,municipal general,La Verkin City Council,,Council,At-Large,,BLAIR GUBLER,,383,1,3,false,washco-election-20211102-results-export.csv
2021,municipal general,La Verkin City Council,,Council,At-Large,,PATRICIA WISE,,357,2,3,false,washco-election-20211102-results-export.csv
2021,municipal general,La Verkin City Council,,Council,At-Large,,RAY JUSTICE,,298,3,3,false,washco-election-20211102-results-export.csv
2021,municipal general,La Verkin City Council,,Council,At-Large,,RICHARD M. HIRSCHI,,271,4,3,false,washco-election-20211102-results-export.csv
2021,municipal general,Leeds Council,,Council,At-Large,,DANIELLE STIRLING,,283,1,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Leeds Council,,Council,At-Large,,RON CUNDICK,,226,2,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Leeds Council,,Council,At-Large,,CODY JOHNSON,,183,3,1,false,washco-election-20211102-results-export.csv
2021,municipal general,Rockville Council,,Council,At-Large,,JEFF BALLARD,,128,1,1,false,washco-election-20211102-results-export.csv
