body_id,body_name,date,flag_class,evidence_url,pmn_title,pmn_files,known_unrecovered,note
5809,Emigration Canyon Council,2019-07-25,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/548487.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2020-05-28,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/607305.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2020-06-18,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/612343.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2020-06-25,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/613783.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2020-07-16,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/617591.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2020-08-27,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/625419.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2020-09-24,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/630635.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2020-10-12,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/633703.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2020-10-29,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/637441.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2020-11-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/639865.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2021-03-25,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/666277.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2021-04-20,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/670987.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2023-04-19,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/826473.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2023-09-26,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/860733.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2024-12-17,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/961617.html,Agenda,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2025-08-20,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1016939.html,Emigration Canyon City Council Special Meeting,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2026-02-23,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1061465.html,Emigration Canyon City Council Special Meeting,,,no repo record of this meeting date at all (lower confidence)
5809,Emigration Canyon Council,2021-01-28,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/654183.html,Agenda,01-28-21.pdf,,
5809,Emigration Canyon Council,2021-02-25,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/660423.html,Agenda,02-25-21.pdf,,
5809,Emigration Canyon Council,2023-01-24,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/808281.html,Agenda,01-24-23.docx,,
1562,Emigration Canyon Planning Commission,2023-02-16,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/810235.html,Emigration Canyon Planning Commission,December minutes.pdf; January12 minutes.pdf,yes,recovery lead (date already logged unrecovered)
5809,Emigration Canyon Council,2025-09-23,missing_minutes,https://www.utah.gov/pmn/sitemap/notice/1026103.html,Ordinance 2025-O-08,08-26-2025 Emigration CC Meeting Minutes - DRAFT.pdf; 09-23-202 Emigration CC Meeting Agenda with Supporting Documents (No Minutes).pdf,yes,recovery lead (date already logged unrecovered)
