dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,1,2020-01-15,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,crosswalk,high,1
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,2,2020-01-15,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,crosswalk,high,2
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,3,2020-01-15,Council,Land-Use/Zoning,Land-Use,General-Plan-Amendment,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,rule:lu-gpa,high,3
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,4,2020-01-15,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,crosswalk,medium,4
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,5,2020-01-15,Council,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,crosswalk,medium,5
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,6,2020-01-15,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,crosswalk,high,6
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,7,2020-01-15,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,crosswalk,high,7
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,8,2020-01-15,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,crosswalk,high,8
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,9,2020-01-15,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,crosswalk,high,9
meeting_minutes,minutes/2020/2020-01-13/council_2020-01-15_706.md,10,2020-01-15,Council,Appointment,Appointment,,final-action,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council,crosswalk,high,10
