application_id,app_key,body_id,name,rep_title
1,Council|s|minutes/2020/2020-01-13/council_2020-01-15_706.md|2,1,,Dave Kallas moved to deny the application for the following reasons: 1. It does not fit within the existing neighborhood. 2. Issues with frontage. 3. Compliance of the lot to a heavy commercial zone
2,Council|s|minutes/2020/2020-01-13/council_2020-01-15_706.md|3,1,,Wendy Aston moved to table agenda item number 6 in consideration of the amendment to the Bluffdale City General Plan
3,Council|storm water master plan,1,Storm Water Master Plan,Dave Kallas moved to approve the resolution adopting the Storm Water Master Plan
4,Council|drinking water master plan,1,Drinking Water Master Plan,Wendy moved to adopt the Drinking Water Master Plan
5,Council|s|minutes/2020/2020-01-27/council_2020-01-29_710.md|4,1,,"Wendy Aston moved to approve the ordinance amending Title 1, Chapter 10, of the Bluffdale City Code related to bid limits, as presented"
6,Council|s|minutes/2020/2020-02-10/council_2020-02-12_714.md|3,1,,"Dave Kallas moved to approve an amendment to the City of Bluffdale General Plan, specifically for an update to the City-wide transportation plan"
7,RDA|community reinvestment project area plan,4,Community Reinvestment Project Area Plan,Mayor Timothy moved to adopt a Resolution approving and adopting the Community Reinvestment Project Area Plan for the Jordan Crossing Community Reinvestment Project Area
8,Council|project area plan,1,Project Area Plan,"Traci Crockett moved to approve an Ordinance adopting the Project Area Plan for the Jordan Crossing Community Reinvestment Project Area, as approved by the Bluffdale City Redevelopment Agency"
9,Council|s|minutes/2020/2020-03-09/council_2020-03-11_731.md|4,1,,"Dave Kallas moved to approve an ordinance establishing a Temporary Land Use Regulation prohibiting certain applications or approvals of a commercial sign pursuant to Title 11, Chapter 22, Signs and Outdoor Advertising"
10,Council|s|minutes/2020/2020-04-20/council_2020-04-22_748.md|4,1,,"Mark Hales moved to approve the proposed General Plan Amendment Application for 4.50 acres from Very Low-Density Residential to Multi-Family Residential, located at approximately 13975 South 2700 West, with the condition that a subsequent application to rezone the property will be submitted"
11,Council|s|minutes/2020/2020-04-20/council_2020-04-22_748.md|5,1,,"Dave Kallas moved to approve the proposed General Plan Amendment Application for 1.96 acres from Commercial to Multi-Family Residential, located at approximately 14643 Camp Williams Road"
12,Council|s|minutes/2020/2020-04-20/council_2020-04-22_748.md|6,1,,"Dave Kallas moved to approve the proposed General Plan Amendment for 7.97 acres from Very Low-Density Residential to Low-Density Residential, located at approximately 14135 South Loumis Parkway to include the letter from CW Management dated April 22, 2020"
13,Council|s|minutes/2020/2020-04-20/council_2020-04-22_748.md|7,1,,"Dave Kallas moved to approve the proposed Zoning Map Amendment Application for 7.97 acres from R-1-43 Residential to R-1-10 I-O (Infill Overlay) Residential, located at approximately 14135 South Loumis Parkway to include the letter from CW Management dated April 22, 2020"
14,Council|proposed general plan land use amendment,1,Proposed General Plan Land Use Amendment,"Dave Kallas moved to approve the Proposed General Plan Land Use Amendment application for 1.71 acres from Neighborhood Commercial to Commercial, located at approximately 13912 South 2700 West"
15,Council|s|minutes/2020/2020-05-11/council_2020-05-13_755.md|6,1,,"Dave Kallas moved to approve the Proposed Zoning Map Amendment Application for 1.71 acres from R-1-43 Residential to GC-1 General Commercial, located at approximately 13912 South 2700 West"
16,Council|s|minutes/2020/2020-05-25/council_2020-05-27_765.md|2,1,,"Mark Hales moved to approve a proposed zoning text amendment to amend Title 11-2-2 definition of “Funeral Home” to add the following: 1. A Crematorium, which includes the definition as presented under “Funeral Home,”. 2. The title “Crematorium”"
17,Council|s|minutes/2020/2020-05-25/council_2020-05-27_765.md|3,1,,Mark Hales moved to approve a proposed zoning text amendment to amend Title 11-2-2 definition of “Funeral Home” to include a Crematorium
18,Council|s|minutes/2020/2020-06-08/council_2020-06-10_776.md|6,1,,"Dave Kallas moved to approve Resolution Number 2020-41, adopting a Final Budget for the 2020-2021 Fiscal Year as presented with the following adjustments: 1. Reduce the $17,000 allocation for street signs to $10,000. 2. Add an additional $25,000 in Capital Projects for the General Plan Update. 3. Add $500 to the Fire Department Miscellaneous Fund for holiday mail. The offset would come from the use of Fund Balance"
19,Council|s|minutes/2020/2020-06-22/council_2020-06-24_781.md|2,1,,"Jeff Gaston moved to approve Ordinance 2020-14, Amending Title 11-8A-10 and 11-8D-10 regarding the distance between any accessory building and dwelling from twenty feet (20’) to ten feet (10’) in the R-1-43 and R-1-87 zones"
20,Council|s|minutes/2020/2020-06-22/council_2020-06-24_781.md|3,1,,"Dave Kallas moved to approve Ordinance 2020-11 amending Title 11-2-2 definition of Funeral Home to include Cremation Facilities, as presented"
21,Council|s|minutes/2020/2020-08-24/council_2020-08-26_801.md|4,1,,"Dave Kallas moved to approve the Zoning Ma p Amendment Application (2020-37) for R-1- 10 (Infill Overlay) to include modified standards for 1.96 acres, located at approximately 14643 South Camp Williams Road, Quail Ridge Bluffdale Development, LLC"
22,Council|s|minutes/2020/2020-08-24/council_2020-08-26_801.md|5,1,,"Wendy Aston moved to approve the Zoning Map Amendment Application (2020-36) from A-5 Agricultural Zone to R-1-43 Residential Zone for Approximately 14.5 Acres, Located at Approximately 2877 West 15000 South"
23,Council|s|minutes/2020/2020-10-26/council_2020-10-28_824.md|3,1,,"Wendy Aston moved to approve Ordinance 2020-24, a City-initiated text amendment application to amend Section 11.90.030.060 of the Bluffdale City Land Use Ordinance, revising the setback requirements in Heavy Commercial (HC) Zone"
24,Council|s|minutes/2020/2020-10-26/council_2020-10-28_824.md|6,1,,"Dave Kallas moved to approve Resolution No. 2020-54, providing notice of a pending ordinance to amend City requirements for commercial site, building, and landscaping design by creating a Commercial Gateway Design Overlay (CGDOZ) Zone along 2700 West; by designating restricted construction types within the General Commercial (GC-1) Zone, and by updating the City’s site and building design standards"
25,Council|s|minutes/2020/2020-11-16/council_2020-11-18_831.md|4,1,,"Dave Kallas moved to approve Ordinance 2020-26, a zoning map amendment Application (Application Number 2020-53) for 2.05 acres from Light Industrial (I-1) Zone to Heavy Commercial (HC) Zone for property located at approximately 955 West 14730 South"
26,Council|s|minutes/2020/2020-12-07/council_2020-12-09_841.md|3,1,,Jeff Gaston moved to approve the proposed Zoning Map Amendment application for approximately 0.24 acres from R-1-10 Residential to GC-1 General Commercial
27,Council|s|minutes/2021/2021-01-25/council_2021-01-27_857.md|3,1,,"Wendy Aston moved to deny Ordinance Number 2021-01, a proposed Zoning Text Amendment Application to enact BCC 11.80.060 for an R-SL Residential Senior Independent Living Zone"
28,Council|s|minutes/2021/2021-01-25/council_2021-01-27_857.md|4,1,,"Wendy Aston moved to table indefinitely agenda item number six, consideration and vote on Ordinance Number 2021-02, a proposed Zoning Map Amendment Application for approximately 4.5 acres for R-SL Residential Senior Independent Living Zone located at approximately 13975 South 2700 West, Howland Partners, Applicants (Application 2020-47)"
29,Council|s|minutes/2021/2021-02-08/council_2021-02-10_866.md|1,1,,"Traci Crockett moved to reconsider and vote on Ordinance 2021-01, a proposed Zoning Text Amendment Applicant to enact BCC-1 1.80.060 for a Residential Senior Independent Living Zone including all development standards and requirements"
30,Council|s|minutes/2021/2021-02-08/council_2021-02-10_866.md|2,1,,"Traci Crockett moved to reconsider and vote on Ordinance 2021-02, a proposed Zoning Map Amendment Application for approximately 4.5 acres for a Residential Senior Independent Living Zone located at approximately 13975 South 2700 West at the next City Council Meeting"
31,Council|s|minutes/2021/2021-02-22/council_2021-02-24_872.md|4,1,,"Dave Kallas moved to approve Ordinance 2021-01, for a proposed Zoning Text Amendment Application to enact BCC 11.80.60 for an R-SL Residential Senior Independent Living Zone including all development standards and requirements"
