EventId,EventDate,EventBodyId,EventBodyName,EventMinutesStatusName,EventMinutesFile,EventAgendaFile,EventInSiteURL,_module
2901,2020-01-07T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/1/2901_M_County_Council_20-01-07_Meeting_Minutes.pdf,http://slco.legistar1.com/slco/meetings/2020/1/2901_A_County_Council_20-01-07_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2901&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
2903,2020-01-28T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/1/2903_M_County_Council_20-01-28_Meeting_Minutes.pdf,http://slco.legistar1.com/slco/meetings/2020/1/2903_A_County_Council_20-01-28_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2903&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
2904,2020-01-14T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/1/2904_M_County_Council_20-01-14_Meeting_Minutes.pdf,http://slco.legistar1.com/slco/meetings/2020/1/2904_A_County_Council_20-01-14_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2904&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
2909,2020-01-14T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/1/2909_M_County_Council_20-01-14_Meeting_Minutes.pdf,http://slco.legistar1.com/slco/meetings/2020/1/2909_A_County_Council_20-01-14_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2909&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
2918,2020-02-04T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/2/2918_M_County_Council_20-02-04_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2020/2/2918_A_County_Council_20-02-04_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2918&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
2919,2020-02-11T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/2/2919_M_County_Council_20-02-11_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2020/2/2919_A_County_Council_20-02-11_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2919&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
2920,2020-02-25T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/2/2920_M_County_Council_20-02-25_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2020/2/2920_A_County_Council_20-02-25_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2920&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
2924,2020-01-28T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/1/2924_M_County_Council_20-01-28_Meeting_Minutes.pdf,http://slco.legistar1.com/slco/meetings/2020/1/2924_A_County_Council_20-01-28_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2924&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
2927,2020-03-31T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/3/2927_M_County_Council_20-03-31_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2020/3/2927_A_County_Council_20-03-31_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2927&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
2928,2020-03-03T00:00:00,138,County Council,Final,https://slco.legistar1.com/slco/meetings/2020/3/2928_M_County_Council_20-03-03_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2020/3/2928_A_County_Council_20-03-03_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=2928&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
