year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2023,municipal general,Mayor,,Ogden City Mayor,29OG01,BEN NADOLSKI,91,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG01,TAYLOR KNUTH,74,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG02,BEN NADOLSKI,187,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG02,TAYLOR KNUTH,128,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG03,BEN NADOLSKI,133,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG03,TAYLOR KNUTH,89,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG04,BEN NADOLSKI,97,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG04,TAYLOR KNUTH,97,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG05,BEN NADOLSKI,16,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG05,TAYLOR KNUTH,22,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG06,BEN NADOLSKI,133,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG06,TAYLOR KNUTH,102,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG07,BEN NADOLSKI,146,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG07,TAYLOR KNUTH,117,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG08,BEN NADOLSKI,97,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG08,TAYLOR KNUTH,76,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG09,BEN NADOLSKI,106,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG09,TAYLOR KNUTH,121,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG10,BEN NADOLSKI,170,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG10,TAYLOR KNUTH,145,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG11,BEN NADOLSKI,200,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG11,TAYLOR KNUTH,119,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG12,BEN NADOLSKI,172,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG12,TAYLOR KNUTH,153,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG13,BEN NADOLSKI,260,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG13,TAYLOR KNUTH,176,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG14,BEN NADOLSKI,193,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG14,TAYLOR KNUTH,111,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG15,BEN NADOLSKI,92,False
2023,municipal general,Mayor,,Ogden City Mayor,29OG15,TAYLOR KNUTH,127,False
