city,plan_id,district_id,precinct_id,effective_start,effective_end,source,confidence,note
holladay,plan_2022,District 1,HOL008,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 1,HOL009,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 1,HOL010,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 1,HOL025,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 1,HOL027,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 2,HOL001,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 2,HOL002,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 2,HOL003,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 2,HOL004,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 2,HOL005,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 3,HOL013,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 3,HOL014,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 3,HOL015,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 3,HOL016,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 3,HOL024,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 4,HOL006,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 4,HOL007,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 4,HOL012,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 4,HOL028,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 4,HOL029,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL011,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL017,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL018,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL019,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL020,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL021,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL022,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL023,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL026,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_2022,District 5,HOL030,2022-05-05,,geo/precinct_to_district.csv (current),high,"current post-2020-census precinct->district read directly from geo/precinct_to_district.csv (no source_year column — the configured precinct_source_default token 'current' applies; H-A hardening 2026-07-19, wrapper sidecar retired). Official 5-district layer; districts only (the Mayor is city-wide)."
holladay,plan_pre2022,District 1,,2020-01-01,2022-05-05,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP.
holladay,plan_pre2022,District 2,,2020-01-01,2022-05-05,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP.
holladay,plan_pre2022,District 3,,2020-01-01,2022-05-05,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP.
holladay,plan_pre2022,District 4,,2020-01-01,2022-05-05,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP.
holladay,plan_pre2022,District 5,,2020-01-01,2022-05-05,,low,Prior-plan (pre-2022) precinct->district composition NOT acquired -> honest GAP.
