referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
30,medium,subject,Council,PlanningCommission,251,250,2023-06-21,forward a negative recommendation to the City Council to amend the development agreement for the property located at 1981 South Geneva Road in the C2 zone,67,2024-02-27,amend article 22-5-3(A) and the zoning map of the City of Orem by rezoning the property located generally at 519 South Geneva Road from the R20 zone to the C2 zone,,0.398,
32,medium,subject,Council,PlanningCommission,48,307,2025-02-19,DRC Action: Commissioner Britton Runolfson asked for the vote for Ken Garff Rezone to be reconsidered,86,2025-04-08,"continue item 10.2, the Ken Garff rezone, to May 13, 2025 City Council",,0.518,
21,medium,subject,Council,PlanningCommission,160,221,2022-09-21,"forward a positive recommendation to the City Council to amend portions of Chapter 4 (Housing) of the Orem General Plan updating Section 4.1 Population Demographics, Section 4.2 Existing Conditions, and enacting Section 4.4.2 pertaining to Moderate Income Housing",47,2023-02-28,approve the RE TION/PUBLIC HE - ing portion of Chapter 4 (Housing) of the Orem General Plan including updating Section 4.4.2 pertaining to Moderate Income Housing Strategies,,0.541,
22,medium,subject,Council,PlanningCommission,41,235,2023-01-18,"forward a positive recommendation to the City Council to amend portions of Chapter 4 (Housing) of the Orem General Plan updating Section 4.4.2 pertaining to Moderate Income Housing Strategies with the modification that we strike from strategy number 1 the wording "" and how to report illegal units""",47,2023-02-28,approve the RE TION/PUBLIC HE - ing portion of Chapter 4 (Housing) of the Orem General Plan including updating Section 4.4.2 pertaining to Moderate Income Housing Strategies,,0.631,
34,medium,subject,Council,PlanningCommission,69,323,2026-03-18,"that the Orem City Planning Commission forward a recommendation of approval to the City Council for the request to amend Article 22-5-3(A) and the zoning Map of the City of Orem by changing the zone of the property located generally at 92 S 800 East from R8, Single-Family Residential to C1, Commercial (approximately 1.09 acres) in conjunction with the proposed development agreement limiting the us",103,2026-05-26,"continue 10.3, Amending Articles 22-5-3(A) and the Zoning Map of the City of Orem by changing the zone of the property located generally at 355 West University Parkway from R8, Single-Family Residential, to C-2, Commercial together with a development agreement limiting certain uses, to June 23, 2026,",,0.641,
10,medium,subject,Council,PlanningCommission,265,123,2020-03-18,forward a positive recommendation to the City Council by amending Section 22-6-9(G)(2) Private Schools and Commercial Day Care Services of the Orem City Code pertaining to proximity of commercial day care services in a residential zone,16,2020-12-08,"by ordinance, to amend Section 22-6-9(G) Commercial Daycare Services, Section 22-6-9(H) Private Schools of the Orem City Code and Appendix A by amending Standard Land Use Code 6813 Private Primary and Secondary Schools pertaining to commercial daycare services and private schools in a residential zone",,0.671,
17,medium,subject,Council,PlanningCommission,49,220,2022-09-21,forward a positive recommendation to the City Council to enact Appendix YY of the Orem City Code by adding the concept plan and elevations; and amending Section 22-5- 3(A) and the zoning map of the City of Orem by changing the zone of 3.15 acres from the Business Park (BP) zone to the PD51 zone at approximately 720 North 1550,42,2022-11-09,"approve the ordinance enacting Section 22-11-64 PD51 (River District -720 North 1550 East) zone, and Appendix ""YY"" of the Orem City Code, and amending Article 22-5-(A) and the zoning map of the City of Orem by changing the zone of 3.15 acres from the Business Park (BP) zone to the PD51 zone at approximately 720 North 1550 East",,0.69,
19,medium,subject,Council,PlanningCommission,125,221,2022-09-21,"forward a positive recommendation to the City Council to amend portions of Chapter 4 (Housing) of the Orem General Plan updating Section 4.1 Population Demographics, Section 4.2 Existing Conditions, and enacting Section 4.4.2 pertaining to Moderate Income Housing",46,2023-01-24,approve the RESOLUTION/PUBLIC HEARING - Amending portion of Chapter 4 (Housing) of the Orem General Plan including updating Section 4.4.2 pertaining to Moderate Income Housing Strategies,,0.7,
24,medium,subject,Council,PlanningCommission,34,241,2023-04-12,"forward a positive recommendation to the City Council to amend portions of Article 22-9 of the Orem City Code to create the PF zone and to enact other provisions pertaining to the PF zone; amend Appendix A by designating the standard land use code uses that are permitted, conditional and not permitted in the PF zone; and amend Section 22-5-3(A) and the zoning map of the City of Orem to rezone vari",53,2023-05-16,"amend portions of Article 22-9 of the Orem City Code to create the Public Facilities (PF) zone and other provisions pertaining to the PF zone; amending Appendix A by enacting standard land use codes that are permitted, conditional and not permitted in the PF zone; and amending Section 22-5-3(A) and the zoning map of the City of Orem by rezoning various properties currently located in the C2, HS, M2, OS5, PDS, PD6, PD15, PD16, PD36, R6.5, R7.5, R8 and R12 zones to the Public Facilities (PF) zone.",,0.709,
13,medium,subject,Council,PlanningCommission,6,198,2021-12-08,"forward a positive recommendation to the City Council regarding the approval of amendments to Appendix G of the Orem City General Plan pertaining to Orem Parks, Recreation, Trails, and Open Space Master Plan; Map 6 - Proposed Trails and Bike",26,2021-12-14,"approve the Resolution adopting the updated City of Orem Parks, Recreation, Trails and Open Space Master Plan and amending the Orem City General Plan to include the updated City of Orem Parks, Recreation, Trails and Open Space Master Plan in Appendix G",,0.795,
20,medium,subject,Council,PlanningCommission,6,235,2023-01-18,"forward a positive recommendation to the City Council to amend portions of Chapter 4 (Housing) of the Orem General Plan updating Section 4.4.2 pertaining to Moderate Income Housing Strategies with the modification that we strike from strategy number 1 the wording "" and how to report illegal units""",46,2023-01-24,approve the RESOLUTION/PUBLIC HEARING - Amending portion of Chapter 4 (Housing) of the Orem General Plan including updating Section 4.4.2 pertaining to Moderate Income Housing Strategies,,0.817,
2,medium,subject,Council,PlanningCommission,-36,118,2020-03-04,"forward a positive recommendation to the City Council by amending Section 14-3-3 Freestanding Signs (Pole & Monument) by clarifying language and Wall Signs of the Orem City Code by adding the PO zone as a permitted zone and amending the Sign Zone Map of the City of Orem by applying Sign Zone D to properties located generally at 825 East, 950 East, 1020 East, 1040 East, 1068 East, and 1145 East 800",2,2020-01-28,"by ordinance, to amend Orem City Code by amending Section 14-3-3 (Wall Signs) of the Orem City Code by adding the CM Zone as a permitted zone for wall signs",,0.91,
18,medium,subject,Council,PlanningCommission,34,232,2022-12-07,forward a positive recommendation to the City Council to amend Section 2.1.1 of the General Plan and the General Plan Map of the City of Orem by amending the land use designation from Mixed-Use District to Community Commercial along State,45,2023-01-10,approve the Amending Section 2.1.1 of the General Plan and the General Plan Map of the City of Orem by amending the land use designation from Mixed- Use District to Community and Regional Commercial along State Street,,0.932,
16,medium,subject,Council,PlanningCommission,6,221,2022-09-21,"forward a positive recommendation to the City Council to amend portions of Chapter 4 (Housing) of the Orem General Plan updating Section 4.1 Population Demographics, Section 4.2 Existing Conditions, and enacting Section 4.4.2 pertaining to Moderate Income Housing",38,2022-09-27,"approve by Ordinance amending portions of Chapter 4 (Housing) of the Orem General Plan including updating Section 4.1 Population Demographics, Section 4.2 Existing Conditions, and enacting Section 4.4.2 pertaining to Moderate Income Housing Strategies",,0.963,
1,medium,subject,Council,PlanningCommission,13,110,2020-01-15,forward a positive recommendation to the City Council Amending Section 14-3-3(12) Wall Signs of the Orem City Code by adding the CM zone as a permitted zone,2,2020-01-28,"by ordinance, to amend Orem City Code by amending Section 14-3-3 (Wall Signs) of the Orem City Code by adding the CM Zone as a permitted zone for wall signs",,1.0,
5,medium,subject,Council,PlanningCommission,76,110,2020-01-15,forward a positive recommendation to the City Council Amending Section 14-3-3(12) Wall Signs of the Orem City Code by adding the CM zone as a permitted zone,5,2020-03-31,"approve to approve amending Section 14-3-3 Freestanding Signs: Pole & Monument (7) by clarifying language and Wall Signs of the Orem City Code by adding the PO zone as a permitted zone and amending the Sign Zone Map of the City of Orem by applying Sign Zone D to properties located generally at 825 East, 950 East, 1020 East, 1040 East, 1068 East, and 1145 East 800 North as presented",,1.0,
6,medium,subject,Council,PlanningCommission,27,118,2020-03-04,"forward a positive recommendation to the City Council by amending Section 14-3-3 Freestanding Signs (Pole & Monument) by clarifying language and Wall Signs of the Orem City Code by adding the PO zone as a permitted zone and amending the Sign Zone Map of the City of Orem by applying Sign Zone D to properties located generally at 825 East, 950 East, 1020 East, 1040 East, 1068 East, and 1145 East 800",5,2020-03-31,"approve to approve amending Section 14-3-3 Freestanding Signs: Pole & Monument (7) by clarifying language and Wall Signs of the Orem City Code by adding the PO zone as a permitted zone and amending the Sign Zone Map of the City of Orem by applying Sign Zone D to properties located generally at 825 East, 950 East, 1020 East, 1040 East, 1068 East, and 1145 East 800 North as presented",,1.0,
7,medium,subject,Council,PlanningCommission,27,123,2020-03-18,forward a positive recommendation to the City Council by amending Section 22-6-9(G)(2) Private Schools and Commercial Day Care Services of the Orem City Code pertaining to proximity of commercial day care services in a residential zone,6,2020-04-14,approve amending Section 22-6-9(G)(2) Private Schools and Commercial Day Care Services of the Orem City Code pertaining to proximity of commercial day care services in a residential zone,,1.0,
