referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
1,medium,subject,Council,PlanningCommission,6,129,2020-03-11,recommend the approval of zone change for North Ridge Estates to City Council. Brent Arns,3,2020-03-17,"adopt Ordinance 03-17-2020: AN ORDINANCE AMENDING THE ZONE MAP OF NEPHI CITY, STATE OF UTAH. The zone change was for Plat A North Ridge Estates Subdivision and changed the zone from R1-H to R1-8(Z)",,0.319,
12,medium,subject,Council,PlanningCommission,69,193,2023-04-12,accept the concept vicinity plat. Karl Brough made the motion to accept the vicinity plat for Deer Acres Plat C 6-lot Subdivision with the,93,2023-06-20,approve the final plat for Deer Acres Subdivision Pla,,0.5,
13,medium,subject,Council,PlanningCommission,6,199,2023-06-14,"accept Deer Acres Plat C Subdivision, with the appropriate attached notes, warnings, etc., and anything else that is determined",93,2023-06-20,approve the final plat for Deer Acres Subdivision Pla,,0.5,
18,medium,subject,Council,PlanningCommission,6,219,2024-10-09,the Rollin’ Home subdivision goes forward to the Nephi City Council,115,2024-10-15,approve the final plat Rollin’ Home Plat A subdivision. Second: Councilor Skip Worwood,,0.521,
9,medium,subject,Council,PlanningCommission,111,159,2022-04-13,"approve the Vicinity Plan for the Reed Ridge Plat “A” six-lot subdivision, (Phase 1) with a remainder parcel",76,2022-08-02,approve the final plat for the Reed Ridge 6- Lot Commercia,,0.579,
10,medium,subject,Council,PlanningCommission,55,165,2022-06-08,recommend approval to the City Council of the Reed Ridge Subdivision Amended ﬁnal plat. •,76,2022-08-02,approve the final plat for the Reed Ridge 6- Lot Commercia,,0.579,
11,medium,subject,Council,PlanningCommission,34,179,2022-09-14,approve the the Roderick Nephi Business Park Site Plan Building 1,82,2022-10-18,"approve the final plat for Roderick Nephi Business Park Plat A, Phase 1",,0.644,
6,medium,subject,Council,PlanningCommission,41,144,2021-11-10,approve the preliminary plat for the Powell Yards Subdivision. Councilor Robertson,57,2021-12-21,accept the Powell Yards Subdivision final plat contingent on the variance bein,,0.652,
16,medium,subject,Council,PlanningCommission,328,194,2023-04-12,accept the 222 Business Park. Cory made the motion to accept the 222 Business Park 7-lot Subdivision Preliminary Plat with the,103,2024-03-05,approve the final plat for the 222 Business Park Subdivisio,,0.657,
17,medium,subject,Council,PlanningCommission,13,215,2024-02-21,"approve the final plat for 222 Business Park, Commissioner Cory Thomson accepts",103,2024-03-05,approve the final plat for the 222 Business Park Subdivisio,,0.657,
5,medium,subject,Council,PlanningCommission,13,148,2021-12-08,approve the Gardner Village PUD overlay zone. Commissioner Karl Brough,56,2021-12-21,adopt Ordinance 12-21-2021 rezoning Gardner Village Subdivision to a R2-(PUD),,0.73,
2,medium,subject,Council,PlanningCommission,174,139,2021-05-12,approval of Bryce’s Landing plat A preliminary subdivision along with DRC recommendations. Motion was,53,2021-11-02,approve the Bryce’s Landing Phase B Subdivision,,1.0,
3,medium,subject,Council,PlanningCommission,146,140,2021-06-09,conditional approval (upon UDOT permit) of Bryce’s Landing final plat along with recommendations from DRC notes. Motion,53,2021-11-02,approve the Bryce’s Landing Phase B Subdivision,,1.0,
4,medium,subject,Council,PlanningCommission,6,141,2021-10-27,approve Bryce’s Landing Phase B Subdivision final plat contingent on the completion of the Development Review Committee’s (DRC) recommendations. Commissioner Thomson,53,2021-11-02,approve the Bryce’s Landing Phase B Subdivision,,1.0,
7,medium,subject,Council,PlanningCommission,132,153,2022-03-09,change the zone on the Bar W Subdivision Lot 1 from HC to ID-2. Commissioner Thomson,71,2022-07-19,approve the final plat of the Bar,,1.0,
8,medium,subject,Council,PlanningCommission,6,167,2022-07-13,Bar W Site Plan,71,2022-07-19,approve the final plat of the Bar,,1.0,
14,medium,subject,Council,PlanningCommission,6,209,2023-09-13,accept the rezone request for Desert Stream’s 4.6 acres from HC-1 to an ID-3,96,2023-09-19,rezone the Desert Stream property from HC-1 to ID-3,,1.0,
15,medium,subject,Council,PlanningCommission,6,210,2023-09-13,"accept the site plan for Desert Stream with adherence to the DRC notes, particularly the sewer system ecology, as well as the contingency of the CIty",96,2023-09-19,rezone the Desert Stream property from HC-1 to ID-3,,1.0,
