source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
minutes/2020/2020-01-06/pc_2020-01-08_703.md,1,2020-01-08,PlanningCommission,Other,Procedural-Administrative,,procedural,pass,3,0,2,roll-call,The motion passed unanimously with two abstentions,rule:proc-minutes,high
minutes/2020/2020-01-06/pc_2020-01-08_703.md,2,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Development-Agreement,final-action,pass,5,0,,roll-call,The motion passed unanimously,rule:lu-devagr,high
minutes/2020/2020-01-06/pc_2020-01-08_703.md,3,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,The motion passed unanimously,rule:lu-subdiv,high
minutes/2020/2020-01-06/pc_2020-01-08_703.md,4,2020-01-08,PlanningCommission,Land-Use/Zoning,Land-Use,Development-Agreement,final-action,pass,5,0,,roll-call,The motion passed unanimously,rule:lu-devagr,high
minutes/2020/2020-02-03/pc_2020-02-05_713.md,1,2020-02-05,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,The motion passed unanimously,crosswalk,high
minutes/2020/2020-02-03/pc_2020-02-05_713.md,2,2020-02-05,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,The motion passed unanimously,rule:lu-subdiv,high
minutes/2020/2020-03-02/pc_2020-03-04_728.md,1,2020-03-04,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,3,0,,roll-call,The motion passed unanimously,crosswalk,high
minutes/2020/2020-03-02/pc_2020-03-04_728.md,2,2020-03-04,PlanningCommission,Public Hearing Action,Public-Hearing,,procedural,pass,3,0,,roll-call,The motion passed unanimously,crosswalk,high
minutes/2020/2020-03-02/pc_2020-03-04_728.md,3,2020-03-04,PlanningCommission,Other,Other,,recommendation,pass,3,0,,roll-call,The motion passed unanimously,rule:no-signal,low
minutes/2020/2020-04-13/pc_2020-04-15_747.md,1,2020-04-15,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,1,roll-call,The motion passed unanimously with one abstention,crosswalk,high
minutes/2020/2020-04-13/pc_2020-04-15_747.md,2,2020-04-15,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,5,0,,roll-call,The motion passed unanimously,rule:lu-cup,high
minutes/2020/2020-04-13/pc_2020-04-15_747.md,3,2020-04-15,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,0,,roll-call,The motion passed unanimously,rule:lu-subdiv,high
minutes/2020/2020-04-13/pc_2020-04-15_747.md,4,2020-04-15,PlanningCommission,Land-Use/Zoning,Land-Use,General-Plan-Amendment,recommendation,pass,5,0,,roll-call,The motion passed unanimously,rule:lu-gpa,high
minutes/2020/2020-04-13/pc_2020-04-15_747.md,5,2020-04-15,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,The motion passed unanimously,crosswalk,high
minutes/2020/2020-04-13/pc_2020-04-15_747.md,6,2020-04-15,PlanningCommission,Land-Use/Zoning,Land-Use,General-Plan-Amendment,recommendation,pass,3,2,,roll-call,The motion passed 3-to-2,rule:lu-gpa,high
minutes/2020/2020-04-13/pc_2020-04-15_747.md,7,2020-04-15,PlanningCommission,Land-Use/Zoning,Land-Use,General-Plan-Amendment,recommendation,pass,5,0,,roll-call,The motion passed unanimously,rule:lu-gpa,high
minutes/2020/2020-04-13/pc_2020-04-15_747.md,8,2020-04-15,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,5,0,,roll-call,The motion passed unanimously,rule:lu-rezone,high
minutes/2020/2020-05-04/pc_2020-05-06_751.md,1,2020-05-06,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,The motion passed unanimously,crosswalk,high
minutes/2020/2020-05-04/pc_2020-05-06_751.md,2,2020-05-06,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,4,0,,roll-call,The motion passed unanimously,rule:lu-subdiv,high
