referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
1,medium,subject,Council,CRA,-378,88,2019-04-08,"to approve Resolution 19-03, Adopting the Project Area Budget for the Millcreek Center Community Reinvestment Project Area",29,2018-03-26,"to approve Ordinance 18-19, Creating the Millcreek Community Reinvestment Agency",,0.316,
35,medium,subject,PlanningCommission,CRA,282,32,2018-05-14,"to approve items 2.2, 2.3, and 2.4",574,2019-02-20,to approve the 2-lot subdivision with all items that are listed in the staff recommendation.,,0.373,
27,medium,subject,Council,PlanningCommission,68,849,2025-02-19,that the Planning Commission recommends repeal of the Foothills and Canyons Overlay Zone as part of the adoption of the sensitive lands chapter of the revised zoning and subdivision code.,382,2025-04-28,"to approve Ordinance 25-13, Repealing the Residential Compatibility Overlay Zone and the Foothills and Canyons Overlay Zone",,0.543,
10,medium,subject,Council,CRA,0,177,2021-02-08,"to adopt Resolution 21-01, Approving an Amended Participation Agreement with Opus Green",176,2021-02-08,"to approve Ordinance 21-05, approving a development agreement for Opus Green property",,0.55,
32,medium,subject,Council,CRA,0,406,2025-06-09,"to approve Resolution 25-05, Authorizing a Series of Inter- Fund Loans Between the West Millcreek CRA and the Woodland Avenue CRA Project Areas, not including the second sentence in the title",399,2025-06-09,"to approve Resolution 25-23, Authorizing a Series of Inter- Fund Loans Behveen the West Millcreek CRA and the Olympus Hills CRA Project Areas. The Purpose of the Inter-Fund Loans is to Cover the Series 2019 Debt Service until the Olympus Hills CRA Tax Increment Revenue is Sufficient to Cover the Series 2019 Debt Service Payments",,0.554,
22,medium,subject,Council,PlanningCommission,299,776,2023-04-19,"that the Planning Commission recommend that the City Council adopt an amendment to Title 19 updating definitions, repealing the F-1, FM-10, FM-20, FR-0.5, FR-1, FR-2.5, FR-5, FR-10, FR-20, FR-50, and FR-100 Zones and enacting a new Forestry and Recreation Estate Zone to encompass all properties currently located in an FR-1, FR-2.5, FR-5, FR-10, and FR-20 zone, based on the findings and conclusions as presented by staff.",330,2024-02-12,"to approve Ordinance 24-01, Amending Title 19 Of The Millcreek Code Of Ordinances By Amending Chapter 19.04 Definitions, Repealing Chapters 19.08, 19.10, And 19.12 And Enacting A Revised Chapter 19.12 Forestry Recreation Estate (FRE) Zone",,0.559,
33,medium,subject,Council,CRA,0,407,2025-06-09,"to adopt Resolution 25-06, Authorizing a Series of Inter- Fund Loans Between the West Millcreek CRA and the Olympus Hffls CRA Project Areas, deleting the sentence about the purpose of the interfund loads to cover the series debt",399,2025-06-09,"to approve Resolution 25-23, Authorizing a Series of Inter- Fund Loans Behveen the West Millcreek CRA and the Olympus Hills CRA Project Areas. The Purpose of the Inter-Fund Loans is to Cover the Series 2019 Debt Service until the Olympus Hills CRA Tax Increment Revenue is Sufficient to Cover the Series 2019 Debt Service Payments",,0.576,
3,medium,subject,Council,PlanningCommission,47,576,2019-02-20,"to recommend approval of the rezone change for the Capri Park Townhouse Apartments from R-2-6.5 to R-M subject to the development agreement with the 5 points listed in the staff report and adding a sixth point that the buildings would be limited to 40 units, 36 on the new piece being rezoned and 4 on the existing parcel to the east of the parcel being proposed to be rezoned.",85,2019-04-08,"to approve Ordinance 19-14, Approving a Development Agreement for an Amendment to the Capri Park Homes Condominium Plat Adding 40 Condominium Units",,0.579,
25,medium,subject,Council,PlanningCommission,41,813,2024-04-17,"that the Planning Commission recommend adopting the proposed Murray North Station Area Plan based on the details of the staff report and the findings identified by staff, including the following considerations: 1) that in developing new parking structures, special attention be paid to crime prevention strategies such as enhanced lighting, cameras, and making sure there is adequate traffic to deter crime, and 2) to clarify that the acres specified for parks is blended and not one that is…",348,2024-05-28,"to adopt Ordinance 24-24, Adopting the Murray North Station Area Plan as an Element of the Millcreek Together General Plan",,0.611,
28,medium,subject,Council,CRA,0,406,2025-06-09,"to approve Resolution 25-05, Authorizing a Series of Inter- Fund Loans Between the West Millcreek CRA and the Woodland Avenue CRA Project Areas, not including the second sentence in the title",397,2025-06-09,"to approve item 4.1, Resolution 25-21, Authorizing a Series of Inter-fund Loans Between the West Millcreek CRA and the Millcreek Center CRA Project Areas. The Purpose of the Interfund Loans is to Cover the Series 2019 Debt Sernce until the Millcreek Center CRA Tax Increment Revenue is Sufficient to Cover the Series 2019 Debt Service Payments",,0.622,
