week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-01-07,2020-01-01,0,0,5,0,
2020-01-21,2020-01-15,0,0,9,1,
2020-02-04,2020-01-29,0,0,8,2,
2020-02-18,2020-02-12,0,1,6,0,city council
2020-03-03,2020-02-26,0,1,4,0,city council
2020-03-17,2020-03-11,0,1,8,0,city council
2020-04-07,2020-04-01,0,1,6,0,city council
2020-04-21,2020-04-15,0,1,7,0,city council
2020-05-05,2020-04-29,0,1,8,1,city council
2020-05-19,2020-05-13,0,1,9,1,city council
2020-06-02,2020-05-27,0,1,7,0,city council
2020-06-16,2020-06-10,0,1,12,0,city council
2020-06-30,2020-06-24,0,1,2,0,city council
2020-07-21,2020-07-15,0,1,4,0,city council
2020-08-18,2020-08-12,0,1,4,0,city council
2020-09-01,2020-08-26,0,1,9,0,city council
2020-09-15,2020-09-09,0,1,10,0,city council
2020-10-06,2020-09-30,0,1,5,0,city council
2020-10-20,2020-10-14,0,1,5,0,city council
2020-11-17,2020-11-11,0,1,11,1,city council
2020-12-01,2020-11-25,0,1,7,0,city council
2020-12-15,2020-12-09,0,1,7,1,city council
2021-01-05,2020-12-30,0,1,7,2,city council
2021-01-19,2021-01-13,0,1,9,0,city council
2021-02-02,2021-01-27,0,1,5,0,city council
2021-02-16,2021-02-10,0,1,5,1,city council
2021-03-02,2021-02-24,0,1,7,0,city council
2021-03-16,2021-03-10,0,1,5,0,city council
2021-04-06,2021-03-31,0,1,8,2,city council
2021-04-20,2021-04-14,0,1,6,0,city council
2021-05-04,2021-04-28,0,1,9,2,city council
2021-05-18,2021-05-12,0,1,10,0,city council
2021-06-01,2021-05-26,0,1,9,0,city council
2021-06-15,2021-06-09,0,1,11,0,city council
2021-07-20,2021-07-14,0,1,9,0,city council
2021-08-03,2021-07-28,0,1,4,1,city council
2021-08-17,2021-08-11,0,1,6,0,city council
2021-09-07,2021-09-01,0,1,10,0,city council
2021-09-21,2021-09-15,0,1,3,0,city council
2021-10-05,2021-09-29,0,1,6,0,city council
2021-11-16,2021-11-10,0,1,12,0,city council
2021-12-14,2021-12-08,0,1,7,0,city council
2022-01-04,2021-12-29,0,1,8,0,city council
2022-01-18,2022-01-12,0,1,6,0,city council
2022-02-01,2022-01-26,0,1,6,0,city council
2022-02-15,2022-02-09,0,1,5,0,city council
2022-03-01,2022-02-23,0,1,6,0,city council
2022-03-15,2022-03-09,0,1,4,0,city council
2022-04-05,2022-03-30,0,1,6,0,city council
2022-04-19,2022-04-13,0,1,4,0,city council
2022-05-03,2022-04-27,0,1,6,0,city council
2022-05-17,2022-05-11,0,1,7,0,city council
2022-06-07,2022-06-01,0,1,10,1,city council
2022-06-21,2022-06-15,0,1,11,0,city council
2022-07-19,2022-07-13,0,1,4,0,city council
2022-08-02,2022-07-27,0,1,5,0,city council
2022-08-16,2022-08-10,0,1,7,0,city council
2022-09-20,2022-09-14,0,1,5,0,city council
2022-10-04,2022-09-28,0,1,6,0,city council
2022-10-18,2022-10-12,0,1,5,0,city council
2022-11-01,2022-10-26,0,1,2,0,city council
2022-11-15,2022-11-09,0,1,7,1,city council
2022-12-13,2022-12-07,0,1,6,0,city council
2023-01-03,2022-12-28,0,1,5,0,city council
2023-01-17,2023-01-11,0,1,9,0,city council
2023-01-31,2023-01-25,0,1,3,0,city council
2023-02-07,2023-02-01,0,1,11,2,city council
2023-02-21,2023-02-15,0,1,5,0,city council
2023-03-07,2023-03-01,0,1,4,0,city council
2023-03-21,2023-03-15,0,1,9,0,city council
2023-04-04,2023-03-29,0,1,6,0,city council
2023-04-18,2023-04-12,0,1,8,3,city council
2023-05-16,2023-05-10,0,1,6,1,city council
2023-06-06,2023-05-31,0,1,5,0,city council
