dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,minutes/2018/2018-07-17_council_459615.md,1,2018-07-17,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,1
meeting_minutes,minutes/2018/2018-07-17_council_459615.md,2,2018-07-17,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,2
meeting_minutes,minutes/2018/2018-07-17_council_459615.md,3,2018-07-17,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,3
meeting_minutes,minutes/2018/2018-07-17_council_459615.md,4,2018-07-17,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,4
meeting_minutes,minutes/2018/2018-07-17_council_459615.md,5,2018-07-17,Council,Land-Use/Zoning,Land-Use,Rezone,final-action,pass,,,,unanimous-declared,Unanimous Pass,rule:lu-rezone,high,5
meeting_minutes,minutes/2018/2018-07-17_council_459615.md,6,2018-07-17,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,6
meeting_minutes,minutes/2018/2018-07-17_council_459615.md,7,2018-07-17,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,7
meeting_minutes,minutes/2018/2018-07-17_council_459615.md,8,2018-07-17,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,8
meeting_minutes,minutes/2018/2018-08-14_council_459617.md,1,2018-08-14,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,rule:proc-session,high,9
meeting_minutes,minutes/2018/2018-08-14_council_459617.md,2,2018-08-14,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,10
meeting_minutes,minutes/2018/2018-08-14_council_459617.md,3,2018-08-14,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,rule:proc-report,medium,11
meeting_minutes,minutes/2018/2018-08-14_council_459617.md,4,2018-08-14,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,12
meeting_minutes,minutes/2018/2018-08-14_council_459617.md,5,2018-08-14,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,13
meeting_minutes,minutes/2018/2018-08-14_council_459617.md,6,2018-08-14,Council,Contract/Purchase,Contract-Purchase,,final-action,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,14
meeting_minutes,minutes/2018/2018-08-14_council_459617.md,7,2018-08-14,Council,Grant-Funding,Grant-Funding,,final-action,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,15
meeting_minutes,minutes/2018/2018-08-14_council_459617.md,8,2018-08-14,Council,Other,Other,,final-action,pass,,,,unanimous-declared,Unanimous Pass,rule:no-signal,low,16
meeting_minutes,minutes/2018/2018-08-14_council_459617.md,9,2018-08-14,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,17
meeting_minutes,minutes/2018/2018-08-28_council_459619.md,1,2018-08-28,Council,Other,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,rule:proc-session,high,18
meeting_minutes,minutes/2018/2018-08-28_council_459619.md,2,2018-08-28,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,19
meeting_minutes,minutes/2018/2018-08-28_council_459619.md,3,2018-08-28,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,20
meeting_minutes,minutes/2018/2018-08-28_council_459619.md,4,2018-08-28,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,21
meeting_minutes,minutes/2018/2018-08-28_council_459619.md,5,2018-08-28,Council,Land-Use/Zoning,Land-Use,Rezone,final-action,pass,,,,unanimous-declared,Unanimous Pass,rule:lu-rezone,high,22
meeting_minutes,minutes/2018/2018-08-28_council_459619.md,6,2018-08-28,Council,Other,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,rule:ph-openclose,high,23
meeting_minutes,minutes/2018/2018-08-28_council_459619.md,7,2018-08-28,Council,Other,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,rule:ph-openclose,high,24
meeting_minutes,minutes/2018/2018-08-28_council_459619.md,8,2018-08-28,Council,Land-Use/Zoning,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,rule:ph-openclose,high,25
meeting_minutes,minutes/2018/2018-09-18_council_459621.md,1,2018-09-18,Council,Other,Other,,final-action,pass,,,,roll-call,Unanimous Pass,rule:no-signal,low,26
meeting_minutes,minutes/2018/2018-09-25_council_459623.md,1,2018-09-25,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,27
meeting_minutes,minutes/2018/2018-09-25_council_459623.md,2,2018-09-25,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,28
meeting_minutes,minutes/2018/2018-09-25_council_459623.md,3,2018-09-25,Council,Land-Use/Zoning,Land-Use,Development-Agreement,final-action,pass,,,,unanimous-declared,Unanimous Pass,rule:lu-devagr,high,29
meeting_minutes,minutes/2018/2018-09-25_council_459623.md,4,2018-09-25,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,30
meeting_minutes,minutes/2018/2018-09-25_council_459623.md,5,2018-09-25,Council,Land-Use/Zoning,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,rule:ph-openclose,high,31
meeting_minutes,minutes/2018/2018-09-25_council_459623.md,6,2018-09-25,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,32
meeting_minutes,minutes/2018/2018-09-25_council_459623.md,7,2018-09-25,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,33
meeting_minutes,minutes/2018/2018-09-25_council_459623.md,8,2018-09-25,Council,Other,Other,,final-action,pass,,,,unanimous-declared,Unanimous Pass,rule:no-signal,low,34
meeting_minutes,minutes/2018/2018-09-25_council_459623.md,9,2018-09-25,Council,Other,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,rule:ph-openclose,high,35
meeting_minutes,minutes/2018/2018-10-09_council_459625.md,1,2018-10-09,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,36
meeting_minutes,minutes/2018/2018-10-09_council_459625.md,2,2018-10-09,Council,Public Hearing Action,Public-Hearing,,procedural,pass,,,,unanimous-declared,Unanimous Pass,crosswalk,high,37
