motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,2,1,"Council Member Prokopis, seconded by Council Member Peel, moved to close the staff meeting and go into the public meeting",Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,17,3,0,minutes/2018/2018-07-17_council_459615.md,minutes
2,1,2,2,"Council Member Prokopis, seconded by Council Member Hull, moved to approve the minutes of the Magna Metro Township meeting held on June 12, 2018",Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,17,21,0,minutes/2018/2018-07-17_council_459615.md,minutes
3,1,2,3,"Council Member Hull, seconded by Council Member Peel, moved to open the public hearing",Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,21,3,0,minutes/2018/2018-07-17_council_459615.md,minutes
4,1,2,4,"Council Member Prokopis, seconded by Council Member Ferguson, moved to close the public hearing",Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,17,9,0,minutes/2018/2018-07-17_council_459615.md,minutes
5,1,2,5,"Council Member Ferguson, seconded by Council Member Peel, moved to deny rezone application #30700",Land-Use/Zoning,Unanimous Pass,Pass,council_vote,,deny,keyword,high,1,singleton,high,9,3,0,minutes/2018/2018-07-17_council_459615.md,minutes
6,1,2,6,"Council Member Hull, seconded by Council Member Ferguson, moved to open the public hearing",Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,21,9,0,minutes/2018/2018-07-17_council_459615.md,minutes
7,1,2,7,"Council Member Ferguson, seconded by Council Member Hull, moved to close the public hearing",Public Hearing Action,Unanimous Pass,Pass,council_vote,,procedural,keyword,medium,,,,9,21,0,minutes/2018/2018-07-17_council_459615.md,minutes
8,1,2,8,"Council Member Peel, seconded by Council Member Hull, moved to table the decision until the August 14, 2018, Council meeting, to obtain more information on lot sizes",Procedural/Administrative,Unanimous Pass,Pass,council_vote,,table,keyword,high,,,,3,21,0,minutes/2018/2018-07-17_council_459615.md,minutes
9,2,2,1,"Council Member Peel, seconded by Council Member Hull, moved to close the open session of the staff meeting to discuss real property",Other,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,3,21,0,minutes/2018/2018-08-14_council_459617.md,minutes
10,2,2,2,"Council Member Peel, seconded by Council Member Hull, moved to close the staff meeting and go into the public meeting",Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,3,21,0,minutes/2018/2018-08-14_council_459617.md,minutes
11,2,2,3,"Council Member Hull, seconded by Council Member Prokopis, moved to accept the financial report",Other,Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,21,17,0,minutes/2018/2018-08-14_council_459617.md,minutes
12,2,2,4,"Council Member Prokopis, seconded by Council Member Hull, moved to approve the resolution declaring a need for the Housing Authority of the County of Salt Lake to exercise its powers within the boundaries of the Magna Metro Township",Resolution,Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,17,21,0,minutes/2018/2018-08-14_council_459617.md,minutes
13,2,2,5,"Council Member Hull, seconded by Council Member Peel, moved to approve the resolution authorizing the Mayor to provide a letter of support for certain actions of the Housing Authority of Salt Lake County, pursuant to federal requirements",Resolution,Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,21,3,0,minutes/2018/2018-08-14_council_459617.md,minutes
14,2,2,6,"Council Member Peel, seconded by Council Member Hull, moved to approve the nonexclusive wireless telecommunications franchise agreement",Contract/Purchase,Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,3,21,0,minutes/2018/2018-08-14_council_459617.md,minutes
15,2,2,7,"Council Member Peel, seconded by Council Member Hull, moved to approve the resolution and Letter of Support for the Arts Council of Magna grant application",Grant-Funding,Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,3,21,0,minutes/2018/2018-08-14_council_459617.md,minutes
16,2,2,8,"Council Member Hull, seconded by Council Member Prokopis, moved to approve the Magna Metro Township logo and seal",Other,Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,21,17,0,minutes/2018/2018-08-14_council_459617.md,minutes
17,2,2,9,"Council Member Prokopis, seconded by Council Member Peel, moved to continue Application #30632 to the August 28, 2018, Council meeting at the request of the developer Bryon Prince",Procedural/Administrative,Unanimous Pass,Pass,council_vote,,continue,keyword,high,,,,17,3,0,minutes/2018/2018-08-14_council_459617.md,minutes
18,3,2,1,"Council Member Hull, seconded by Council Member Ferguson, moved to close the open session of the staff meeting to discuss security",Other,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,21,9,0,minutes/2018/2018-08-28_council_459619.md,minutes
19,3,2,2,"Council Member Peel, seconded by Council Member Prokopis, moved to close the staff meeting and go into the public meeting",Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,3,17,0,minutes/2018/2018-08-28_council_459619.md,minutes
20,3,2,3,"Council Member Ferguson, seconded by Council Member Peel, moved to approve the minutes of the Magna Metro Township meeting held on July 17, 2018",Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,9,3,0,minutes/2018/2018-08-28_council_459619.md,minutes
21,3,2,4,"Council Member Prokopis, seconded by Council Member Hull, moved to approve the resolution",Resolution,Unanimous Pass,Pass,council_vote,,approve,keyword,high,,,,17,21,0,minutes/2018/2018-08-28_council_459619.md,minutes
22,3,2,5,"Council Member Peel, seconded by Council Member Hull, moved to approve the rezone application 30632 from an A-1 z/c to an R-1-7, with zoning conditions as follows: limit the gross density to no more than 3.9 units per acre, and require a minimum 10,000 square foot lots against the Hibler Drive subdivision, with 20 percent of the remaining lots at 8,000 and greater square foot lots, and a minimum lot width of 76 feet",Land-Use/Zoning,Unanimous Pass,Pass,council_vote,,approve,keyword,high,2,singleton,high,3,21,0,minutes/2018/2018-08-28_council_459619.md,minutes
23,3,2,6,"Council Member Ferguson, seconded by Council Member Peel, moved to set the date of Tuesday, September 25, 2018, to accept public comment and consider the requests",Other,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,9,3,0,minutes/2018/2018-08-28_council_459619.md,minutes
