date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2022-02-01,2022,City Council Meeting,Council,1,"approve the consent agenda which included the approval of the minutes for the regular council meeting 1-18-22, work session held on 1-25-22, a list of claims on the warrant register dated 2-1-22 and the sale of burial rights to Clark Gary Robinson, James H. and Shirle",Procedural/Administrative,Pass (unanimous),Nathan Memmott,Larry Ostler,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
2022-02-01,2022,City Council Meeting,Council,2,approve the business license application for K&B Plumbing contingent on City Recorder Lisa Brough calling DOPL to make sure the owner that is not a master plumber can operate under the master plumber’s professional license he had listed on hi,Procedural/Administrative,Pass,Skip Worwood,Jeramie Callaway,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
2022-02-01,2022,City Council Meeting,Council,3,approve the business license for Rachelle Bryan Nephi Liquor Agency PA#137,Procedural/Administrative,Pass (unanimous),Nathan Memmott,Larry Ostler,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
2022-02-01,2022,City Council Meeting,Council,4,authorize the Mayor to sign the W. Wright Industrial Annexatio,Land-Use/Zoning,Pass (unanimous),Nathan Memmott,Skip Worwood,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
2022-02-01,2022,City Council Meeting,Council,5,adopt Ordinance 02-01-2022: AN ORDINANCE ANNEXING CERTAIN PROPERTY TO NEPHI CITY AND ESTABLISHING ZONING CLASSIFICATION FOR SAI,Ordinance,Pass (unanimous),Skip Worwood,Larry Ostler,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
2022-02-01,2022,City Council Meeting,Council,6,approve the out-of-state trave,Other,Pass (unanimous),Larry Ostler,JD Parady,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
2022-02-01,2022,City Council Meeting,Council,7,approve the Juab School District land swa,Other,Pass (unanimous),Jeramie Callaway,Larry Ostler,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
2022-02-01,2022,City Council Meeting,Council,8,approve the twenty-year airport hangar ground lease agreement with Kir,Contract/Purchase,Pass,JD Parady,Skip Worwood,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
2022-02-01,2022,City Council Meeting,Council,9,convene into executive session to discuss the character and competence of an individual and the acquisition and disposition of rea,Procedural/Administrative,Pass (unanimous),Skip Worwood,JD Parady,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
2022-02-01,2022,City Council Meeting,Council,10,adjourn th,Procedural/Administrative,Pass (unanimous),Nathan Memmott,JD Parady,,,meeting_minutes/minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
