date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2018-01-04,2018,White City Council Meeting,Council,1,to close the staff meeting,Other,Pass (unanimous),Kay Dickerson,Linda Price,,,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,minutes
2018-01-04,2018,White City Council Meeting,Council,2,to nominate Council Member Flint as Chair,Appointment,Pass (unanimous),Linda Price,Cody Cutler,,,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,minutes
2018-01-04,2018,White City Council Meeting,Council,3,to nominate Council Member Dickerson as Chair Pro Tem,Appointment,Pass (unanimous),Cody Cutler,Allan Perry,,,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,minutes
2018-01-04,2018,White City Council Meeting,Council,4,to open the public hearing,Public Hearing Action,Pass (unanimous),Kay Dickerson,Cody Cutler,,,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,minutes
2018-01-04,2018,White City Council Meeting,Council,5,to close the public hearing,Public Hearing Action,Pass (unanimous),Kay Dickerson,Linda Price,,,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,minutes
2018-01-04,2018,White City Council Meeting,Council,6,"to adopt the following ordinance Creating Chapter 3.15 – Purchasing, Contracting, and Procurement and White City Policy #2 – Purchasing, Contracting, and Procurement: ORDINANCE NO. 18-01-01 Date: January 4, 2018 AN ORDINANCE CREATING CHAPTER 3.15 – PURCHASING, CONTRACTING AND PROCUREMENT OF THE WHITE CITY CODE OF ORDINANCES, AND WHITE CITY POLICY #2 – PURCHASING, CONTRACTING, AND PROCUREMENT TO…",Contract/Purchase,Pass (unanimous),Kay Dickerson,Allan Perry,,,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,minutes
2018-01-04,2018,White City Council Meeting,Council,7,to adopt the ordinance,Ordinance,Pass (unanimous),Kay Dickerson,Cody Cutler,,,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,minutes
2018-01-04,2018,White City Council Meeting,Council,8,to adopt the ordinance,Ordinance,Pass (unanimous),Kay Dickerson,Linda Price,,,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,minutes
2018-01-04,2018,White City Council Meeting,Council,9,to leave all board appointments as assigned,Appointment,Pass (unanimous),Cody Cutler,Linda Price,,,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,minutes
2018-03-01,2018,White City Council Meeting,Council,1,to close the staff meeting,Other,Pass (unanimous),Allan Perry,Linda Price,,,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,minutes
2018-03-01,2018,White City Council Meeting,Council,2,to approve Resolution #18-03-01,Resolution,Pass (unanimous),Linda Price,Allan Perry,,,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,minutes
2018-03-01,2018,White City Council Meeting,Council,3,"to approve the minutes of the White City Metro Township Council meeting held on January 4, 2018",Procedural/Administrative,Pass (unanimous),Allan Perry,Linda Price,,,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,minutes
2018-03-01,2018,White City Council Meeting,Council,4,to accept the January 2018 Financial Report,Other,Pass (unanimous),Allan Perry,Linda Price,,,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,minutes
2018-03-01,2018,White City Council Meeting,Council,5,to direct Paul Ashton to proceed with the financial policy,Other,Pass (unanimous),Paulina Flint,Allan Perry,,,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,minutes
2018-04-05,2018,White City Council Meeting,Council,1,"to allow Randy Allen, Fiscal Manager, Salt Lake County Planning and Development Services Division, to present the February 2018 Financial Report",Other,Pass (unanimous),Cody Cutler,Allan Perry,,,meeting_minutes/minutes/2018/2018-04-05/2018-04-05_council-meeting.md,minutes
2018-04-05,2018,White City Council Meeting,Council,2,to close the staff meeting,Other,Pass (unanimous),Allan Perry,Cody Cutler,,,meeting_minutes/minutes/2018/2018-04-05/2018-04-05_council-meeting.md,minutes
2018-04-05,2018,White City Council Meeting,Council,3,to close the open public meeting of the White City Metro Township Council meeting to discuss personnel matters,Other,Pass (unanimous),Linda Price,Allan Perry,,,meeting_minutes/minutes/2018/2018-04-05/2018-04-05_council-meeting.md,minutes
2018-04-05,2018,White City Council Meeting,Council,4,to reopen the public meeting,Other,Pass (unanimous),Cody Cutler,Allan Perry,,,meeting_minutes/minutes/2018/2018-04-05/2018-04-05_council-meeting.md,minutes
2018-04-05,2018,White City Council Meeting,Council,5,to direct Paul Ashton to move forward with the letter,Other,Pass (unanimous),Allan Perry,Cody Cutler,,,meeting_minutes/minutes/2018/2018-04-05/2018-04-05_council-meeting.md,minutes
2018-04-05,2018,White City Council Meeting,Council,6,to approve Resolution #18-04-03,Resolution,Pass (unanimous),Allan Perry,Cody Cutler,,,meeting_minutes/minutes/2018/2018-04-05/2018-04-05_council-meeting.md,minutes
