date,year,title,slug,path,source,source_url,format
2018-01-04,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-01-04/2018-01-04_council-meeting.md,streamline,https://whitecity.utah.gov/files/a196783f3/01-04-18+Minutes.pdf,text
2018-03-01,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-03-01/2018-03-01_council-meeting.md,streamline,https://whitecity.utah.gov/files/321d651e2/03-01-18+Minutes.pdf,text
2018-04-05,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-04-05/2018-04-05_council-meeting.md,streamline,https://whitecity.utah.gov/files/ef31d68f1/04-05-18+Minutes.pdf,text
2018-05-03,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-05-03/2018-05-03_council-meeting.md,streamline,https://whitecity.utah.gov/files/2b507832d/05-03-18+Minutes.pdf,text
2018-06-07,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-06-07/2018-06-07_council-meeting.md,streamline,https://whitecity.utah.gov/files/af7b66870/06-07-18+Minutes.pdf,text
2018-07-05,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-07-05/2018-07-05_council-meeting.md,streamline,https://whitecity.utah.gov/files/2fbb4ea2f/07-05-18+Minutes.pdf,text
2018-08-02,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-08-02/2018-08-02_council-meeting.md,streamline,https://whitecity.utah.gov/files/e8588c3ef/08-02-18+Minutes.pdf,text
2018-09-22,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-09-22/2018-09-22_council-meeting.md,streamline,https://whitecity.utah.gov/files/ed305a7e4/09-22-18+Minutes.pdf,text
2018-10-04,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-10-04/2018-10-04_council-meeting.md,streamline,https://whitecity.utah.gov/files/f5889d4ee/10-04-18+Minutes.pdf,text
2018-11-01,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-11-01/2018-11-01_council-meeting.md,streamline,https://whitecity.utah.gov/files/00e3b1980/11-1-18.pdf+Minutes.pdf,text
2018-11-15,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-11-15/2018-11-15_council-meeting.md,streamline,https://whitecity.utah.gov/files/388420f3b/11-15-18+Minutes.pdf,text
2018-12-13,2018,White City Council Meeting,council-meeting,meeting_minutes/minutes/2018/2018-12-13/2018-12-13_council-meeting.md,streamline,https://whitecity.utah.gov/files/8806c9f24/12-13-18+Minutes.pdf,text
2019-01-03,2019,White City Council Meeting,council-meeting,meeting_minutes/minutes/2019/2019-01-03/2019-01-03_council-meeting.md,streamline,https://whitecity.utah.gov/files/b16162ff7/01-03-19+Minutes.pdf,text
2019-02-07,2019,White City Council Meeting,council-meeting,meeting_minutes/minutes/2019/2019-02-07/2019-02-07_council-meeting.md,streamline,https://whitecity.utah.gov/files/c7b13998c/02-07-19+Minutes.pdf,text
2019-03-07,2019,White City Council Meeting,council-meeting,meeting_minutes/minutes/2019/2019-03-07/2019-03-07_council-meeting.md,streamline,https://whitecity.utah.gov/files/0fc04938e/03-07-19+Minutes.pdf,text
2019-04-04,2019,White City Council Meeting,council-meeting,meeting_minutes/minutes/2019/2019-04-04/2019-04-04_council-meeting.md,streamline,https://whitecity.utah.gov/files/d2b889a09/04-04-19+Minutes.pdf,text
2019-05-02,2019,White City Council Meeting,council-meeting,meeting_minutes/minutes/2019/2019-05-02/2019-05-02_council-meeting.md,streamline,https://whitecity.utah.gov/files/9bcba1603/05-02-19.pdf.pdf,text
2019-06-06,2019,White City Council Meeting,council-meeting,meeting_minutes/minutes/2019/2019-06-06/2019-06-06_council-meeting.md,streamline,https://whitecity.utah.gov/files/ffc946bed/06-06-19+Minutes.pdf,text
2019-06-20,2019,White City Council Meeting,council-meeting,meeting_minutes/minutes/2019/2019-06-20/2019-06-20_council-meeting.md,streamline,https://whitecity.utah.gov/files/f33e04522/06-20-19+Minutes.pdf,text
2019-07-11,2019,White City Council Meeting,council-meeting,meeting_minutes/minutes/2019/2019-07-11/2019-07-11_council-meeting.md,streamline,https://whitecity.utah.gov/files/c0f95bd0e/07-11-19+Minutes.pdf,text
2019-08-01,2019,White City Council Meeting,council-meeting,meeting_minutes/minutes/2019/2019-08-01/2019-08-01_council-meeting.md,streamline,https://whitecity.utah.gov/files/326226576/08-01-19+Minutes.pdf,text
