application_id,app_key,body_id,name,rep_title
1,Council|s|minutes/2018/2018-11-29/2018-11-29_metro-township-council-meeting-466809.md|4,1,,direct the Emigration Canyon Metro Township Planning Commission to start updating and amending the general plan. Council Member Bowen
2,Council|s|minutes/2019/2019-05-23/2019-05-23_metro-township-council-meeting-522683.md|2,1,,"direct Daniel Quintanilla to contact the following individuals to serve on the Emigration Canyon Metro Township General Plan Steering Committee:       Robert Pinon, Chair, Emigration Canyon Metro Township Planning Commission Steve Borst, Chair, Emigration Canyon Community Council Bill Tobey, Emigration Canyon Community Council Paul Brown, Emigration Canyon Community Council, Emigration Oaks…"
3,Council|s|minutes/2019/2019-06-19/2019-06-19_metro-township-council-meeting-522685.md|3,1,,approve the following individuals to serve on the Emigration Canyon Metro Township General Plan Steering Committee:        Robert Pinon Bill Tobey Paul Brown Willy Stokman Steve Borst Tim Harpst Jim Karcut
4,Council|s|minutes/2021/2021-02-25/2021-02-25_metro-township-council-meeting-717575.md|3,1,,table the decision on the General Plan until the Council can meet to discuss the General Plan further
5,Council|s|minutes/2023/2023-08-22/2023-08-22_metro-township-council-meeting-1025641.md|2,1,,approve the slope stabilization and right of way projects
6,Council|s|minutes/2024/2024-11-19/2024-11-19_city-council-meeting-1316879.md|3,1,,"approve Ordinance 20254-11-02, Amending Title 18 — Subdivision Provisions and Procedures"
7,Council|s|minutes/2025/2025-08-26/2025-08-26_city-council-meeting-1327179.md|3,1,,"approve Ordinance 2025-O-05, Eliminating the agricultural exemption to the building requirements and land use permits"
8,Council|s|minutes/2025/2025-08-26/2025-08-26_city-council-meeting-1327179.md|4,1,,"approve Ordinance 2025-O-09, rezoning the above parcel from RM to FR-20"
9,PlanningCommission|s|minutes/2019/2019-01-17/2019-01-17_township-planning-commission-meeting-511439.md|3,2,,"To deny conditional use application #30473 for commercial and recreational use, where the anticipated detrimental effects of the proposed use could not substantially be mitigated by the proposal or the imposition of reasonable conditions to achieve compliance with applicable standards"
10,PlanningCommission|s|minutes/2021/2021-01-14/2021-01-14_township-planning-commission-meeting-760661.md|5,2,,"To recommend the proposed 2020 Emigration Canyon Metro Township General Plan, which plans for the areas within Emigration Canyon Metro Township. The 2020 General Plan is Emigration Canyon’s first comprehensive plan since incorporation as a metro township in 2017. The Plan synthesizes data and public feedback to describe current conditions, envision Emigration Canyon’s future, and guide Emigration…"
11,PlanningCommission|little mountain subdivision,2,Little Mountain Subdivision,To approve application #PER2023-000837 Gregory Palis requesting a Waiver of Slope Protection for a lot of record located in the Little Mountain Subdivision #2. The proposed development is for a garage on Slopes between 30% and 40% with staff recommendations
12,PlanningCommission|s|minutes/2024/2024-06-27/2024-06-27_planning-commission-meeting-1184303.md|4,2,,"To recommend file #REZ2024-001197 Emigration Canyon Staff have initiated a rezone request for a 0.88-acre portion of a 26 acre parcel owned by Salt Lake City. This parcel has two zones, with a 0.88acre portion zoned Residential Multi-Family (RM) and the remaining 25.13 acres zoned Forestry Recreation (FR-20). The proposed rezone would result in the entire parcel being zoned FR-20 to the…"
13,PlanningCommission|s|minutes/2024/2024-08-08/2024-08-08_planning-commission-meeting-1195539.md|1,2,,"To approve application #PER2024-001151 Tim Clark is requesting a Modification of setback from the channel of an ephemeral stream from 50 feet to 41 feet as allowed under 19.72.130.D(3) of the Emigration Canyon zoning ordinance with planning staff recommendation. Site plan correction setback from ephemeral stream, creek clearly marked, and name of the road to Red Hills Lane, road up the hill drawn…"
14,PlanningCommission|s|minutes/2024/2024-09-26/2024-09-26_planning-commission-meeting-1195537.md|3,2,,To recommend file #OAM2024-001247 Public Hearing by the Emigration Canyon Planning Commission on the proposal to repeal and replace Emigration Canyon’s Title 18 Subdivisions. The draft ordinance has been drafted to comply with SB 174 and other legislative mandates; Replace the existing subdivision ordinance which was a copy of Salt Lake County’s ordinance; Promote ease of use by the staff and…
15,PlanningCommission|s|minutes/2025/2025-11-13/2025-11-13_planning-commission-meeting-1363983.md|2,2,,"To continue application #SUB2025-001345 Evan Glassman is applying for a three-lot subdivision to the December 11"" planning commission meeting to provide research and information requested throughout the application. Discussion to allow staff and counsel an opportunity to provide steps taken, review processed and documentation over the last six months and provide researched citations overlay"
16,PlanningCommission|s|minutes/2025/2025-12-11/2025-12-11_planning-commission-meeting-1447513.md|1,2,,To approve application #SUB2025-001345 Evan Glassman is applying for a three-lot subdivision with staff recommendations and additional conditions: 12.F. Septic drainage fields and slope protection waivers are not approved as part of this plat. 13. The municipality may withhold an otherwise valid plat approval until the owner of the land provides the legislative body with a tax clearance…
