referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
16,medium,subject,Council,PlanningCommission,41,361,2022-09-01,"recommend approval to City Council of item 5.3. Consideration and recommendation of proposed amendments in Chapter 10.31 of City Code (AMSD Auto Mall Special District) to modify permitted land uses, architectural, landscaping, lighting, and signage standards with the following staff recommendations: 1. Provide the same buffering from residential as the C-2 zone. 2. Require street tree spacing at…",87,2022-10-12,"approve Ordinance No. 2022-40 amending Herriman City Code Section 10.31 to modify permitted land uses, architectural, landscaping, lighting, signage, and related land development standards for the Auto Mall Special District; with changes and corrections we made in tonight’s meeting with City Attorney Todd and applicants attorney to clarify language of the document and with the approval of those…",,0.284,
21,medium,subject,Council,PlanningCommission,21,386,2023-01-04,recommend approval to the City Council of item 5.1 Consideration and Recommendation to Amend the Herriman City Official Zoning Map for Property Located at 12400 South Mtn View Corridor from +8.23 Acres of A-1-435 Agricultural Zone to AMSD,93,2023-01-25,approve Ordinance No. 2023-02 authorizing an amendment to the zoning map for 8.23 acres of property located at approx. 12400 South Mountain View Corridor from A-1-43 (Agricultural) to AMSD (Auto Mall Special District),,0.309,
13,medium,subject,Council,PlanningCommission,27,332,2022-03-17,recommend approval to City Council of Item 3.1 Recommendation of approval to amend Title 10 of the City's Land Use Code regarding digital signs. (Public Hearing),71,2022-04-13,approve Ordinance No 2022-15 amending Title 10 of the Herriman City Code regarding Electronic Signs,,0.367,
3,medium,subject,Council,PlanningCommission,48,238,2020-10-01,recommend approval to City Council for the item 3.1 Text Change to Create a Village Mixed Use Overlay Zone (Public Hearing),23,2020-11-18,"approve Ordinance No. 2020-33 to amend Chapter 15, Overlay Zones of Title 10, Land Development Code to create a Village Mixed Use Overlay Zone",,0.395,
18,medium,subject,Council,PlanningCommission,41,363,2022-09-01,recommend approval to City Council of item 5.5. Consideration and recommendation regarding the Auto Mall Master Development Agreement — North of Miller Crossing at approximately 12120 S Mountain View Corridor Highway in the AMSD (Auto Mall Special District) Zone. with staff recommendations: 1. Require street tree spacing at one tree per thirty (30) feet. 2. Maintain two (2) foot berm with reduced…,89,2022-10-12,"continue until January 25, 2023 adopting a Master Development Agreement for the Auto Mall North of Miller Crossing on ±12.89 of property located at approximately 12120 S Mountain View Corridor Highway in the AMSD (Auto Mall Special District) Zone as requested by Herriman 73 Partners LLC (File No. M2022-109)",,0.571,
28,medium,subject,Council,PlanningCommission,21,441,2023-12-20,forward a positive recommendation of approval to City Council of item 5.2 Consideration of a proposal to amend the Anthem Commercial Master Development Agreement Design Guidelines to increase the maximum building height of a “Hotel/Motel” land use from 45 feet to 65 feet on property located at approximately 5600 W Denali Road in the C-2 Commercial Zone. With the clari�ication that approval is…,107,2024-01-10,approve Ordinance No. 2024-01 approving an amendment to the Anthem Commercial Master Development Agreement to increase the permitted height of a hotel at approximately 5141 West Denali Park Drive,,0.595,
39,medium,subject,Council,PlanningCommission,42,483,2024-10-02,"forward a positive recommendation of approval to City Council of item 5.1 Review and consider a proposed fourth amendment to the Rosecrest Amended and Restated Master Development Agreement (ARMDA) to reduce the project acreage from ±1,082.12 to ±254.6, and reduce the maximum dwelling units from 4,288 to 321, which is an average gross density of ±1.26 dwelling units per acre, for property located…",129,2024-11-13,Resolution No. R37-2024 approving a fourth amendment to the Rosecrest Master Planned Community,,0.625,
2,medium,subject,Council,PlanningCommission,41,235,2020-09-03,refer to City Council Item 5.1 file number Z2020-048 Text Change to the M-1 (Manufacturing Zone to add Personal Instruction Services as a permitted use. He recommended to it to be conditional use and for City Council look at traffic flow and the number of parking stalls,21,2020-10-14,approve Ordinance No. 2020-32 authorizing a Land Development Code amendment to permit Personal Instruction Services,,0.641,
49,medium,subject,Council,PlanningCommission,28,548,2025-10-15,forward a positive recommendation of approval to City Council of item 5.2 Review and consider a recommendation to amend the Herriman City General Plan by adopting a “Water Use and Preservation Element” as required by Utah State Code,168,2025-11-12,"approve Ordinance Number 2025-26 amending the general plan to include a water use and preservation element as required by Utah code, allowing staff to make non-substantive corrections",,0.675,
1,medium,subject,Council,PlanningCommission,48,206,2020-05-07,recommend to the City Council item 4.1 file number G2018-004 General Plan Amendment to amend the general plan for 10.81 acres of property from Parks and Recreation to Commercial and 8.54 acres from Open Space to Light Industrial/Business Park (Public Hearing) for referral to the City Council,12,2020-06-24,approve Ordinance No. 2020-21 authorizing a General Plan amendment from “Parks and Recreation to Commercial for 10.22 acres of property located at approximately 5101 West 11800 South and Open Space to Light Industrial/Business Park for 11.14 acres of property located at approximately 12000 South Black Powder Drive,,0.708,
34,medium,subject,Council,PlanningCommission,21,469,2024-06-19,forward a positive recommendation of approval to City Council of item 4.2 Review and consider a recommendation to amend Chapter 10-9 Agricultural Zones of Title 10 Land Development Code to remove density bonus options in the A-1-10 Agricultural Single-Family Zone,119,2024-07-10,approve Ordinance No. 2024-18 amending Title 10 of Herriman City Code to remove the bonus density regulation in a A-1-10 Agricultural Single- Family Zone,,0.785,
8,medium,subject,Council,PlanningCommission,83,291,2021-06-17,recommend approval to City Council of item 4.5 File # Z2021-056 Approval for a Zoning Text Amendment to 10-16-1 to remove Dwelling Groups as a conditional use in the FR (Forestry Recreation) zone. (Public Hearing),48,2021-09-08,approve Ordinance No 2021-24 amending Title 10 of the Herriman City Code to remove dwelling groups as a conditional use from the FR (Forestry Recreation) Zone,,0.791,
37,medium,subject,Council,PlanningCommission,21,480,2024-09-18,"forward a positive recommendation of approval to City Council of item 5.1 Consideration and recommendation of amending Chapter 10-15 Article E “Sports and Entertainment Mixed Use Overlay Zone” of the Herriman City Code and include an allowance for accessory use for personal care services to a primary permitted use. September 18, 2024 Planning Commission Meeting Minutes Page 7 of 8",125,2024-10-09,"approve Ordinance No. 2024-24 amending Title 10 Chapter 15, Article E of the Herriman City Code relating to the Sports and Entertainment mixed use overlay zone",,0.792,
50,medium,subject,Council,PlanningCommission,21,557,2026-01-07,forward a positive recommendation of approval to City Council of item 5.1 Review and Consider a recommendation to amend Chapter 10-27 Signs of City Code to permit and regulate commercial signs in the C-F Commercial Flex Zone and update development standards for illuminated signs in all zoning districts were permitted in Herriman,170,2026-01-28,"approve Ordinance 2026-02, amending Herriman City Code Chapter 10-27 to include standards for the CF Commercial Flex Zone and modify standards for illuminated signs",,0.796,
35,medium,subject,Council,PlanningCommission,21,470,2024-06-19,"forward a positive recommendation of approval to City Council of item 4.3 Review and consider a recommendation to amend sections of Title 10 Land Development Code to clarify street connectivity requirements for subdivision plat applications, reduce the expiration and extension of preliminary plat approval regulations, and update related subdivision standards and procedural requirements in…",120,2024-07-10,approve Ordinance No. 2024- 19 amending Title 10 of Herriman City Code to clarify street connectivity requirements for subdivision application and reduce expiration terms for subdivision approval,,0.811,
40,medium,subject,Council,PlanningCommission,35,496,2024-12-18,"forward a positive recommendation of approval for item 5.1. Review and consider a recommendation to amend the Herriman City General Plan for property located approximately at 13255 S Rose Canyon Road, and 6228 W and 6232 W 13400 South from Hillside Agricultural to Neighborhood One",139,2025-01-22,approve Ordinance No 2025-03 amending the General Plan Future Land Use Map for 9.77 acres of property located at approximately 6228 W 13400 S from Hillside and Agricultural Residential to Neighborhood One,,0.818,
38,medium,subject,Council,PlanningCommission,21,481,2024-09-18,forward a positive recommendation of approval to City Council of item 5.2. Consideration and recommendation of amending the Herriman City Zoning map by applying the SEMU Sports and Entertainment Mixed Use Overlay Zone for property generally located between Miller Crossing Drive (on the south) and Midas Creek (on the north) and between Herriman Main Street (on the west) and Mountain View Corridor…,126,2024-10-09,approve ordinance No. 2024-25 amending the Herriman City Zoning Map by applying the Sports and Entertainment Mixed-Use Overlay Zone to 16.98 acres of property located at approximately 12225 South Herriman Main Street,,0.831,
4,medium,subject,Council,PlanningCommission,69,278,2021-05-06,continue Item 4.1without date so the Planning Commission can discuss it in a work meeting for General Plan Amendent to Review and Provide Recommendation of the Active Transportation Plan. (Public Hearing),33,2021-07-14,approve Ordinance No. 2021-16 adopting and approving an Active Transportation Master Plan,,0.854,
