stem,bytes,chars,status
2018-11-13_CRA_184,5618774,0,image_only
2018-11-26_CRA_187,1523711,0,image_only
2018-12-10_CRA_191,1347201,0,image_only
2019-01-14_CRA_199,614165,0,image_only
2019-02-11_CRA_207,397672,0,image_only
2019-04-22_CRA_231,752686,0,image_only
2019-05-13_CRA_238,1387216,0,image_only
2019-06-10_CRA_246,425809,0,image_only
2019-10-14_CRA_288,637019,0,image_only
2020-01-13_CRA_321,970089,0,image_only
2020-04-13_CRA_356,696192,0,image_only
2020-04-27_CRA_359,593061,0,image_only
2020-05-11_CRA_365,444279,0,image_only
2020-06-22_CRA_380,389866,5095,extracted
2020-07-27_CRA_389,423146,4937,extracted
2020-10-26_CRA_415,674954,0,image_only
2021-02-08_CRA_441,391698,4829,extracted
2021-03-22_CRA_454,646412,6945,extracted
2021-04-12_CRA_460,1337516,15977,extracted
2021-04-26_CRA_467,399434,4974,extracted
2021-06-14_CRA_479,431746,4488,extracted
2021-06-28_CRA_487,496135,5770,extracted
2021-09-13_CRA_508,977935,12258,extracted
2021-12-13_CRA_531,387309,4302,extracted
2022-01-10_CRA_537,559923,6058,extracted
2022-03-28_CRA_559,443472,5093,extracted
2022-04-11_CRA_561,450960,5252,extracted
2022-04-25_CRA_566,465148,0,image_only
2022-05-23_CRA_582,496568,5333,extracted
2022-06-13_CRA_589,327286,3819,extracted
2022-06-27_CRA_592,486154,5595,extracted
2023-04-10_CRA_678,499128,4870,extracted
2023-04-24_CRA_686,5397965,68287,extracted
2023-06-12_CRA_698,383868,3833,extracted
2023-06-26_CRA_703,640600,7423,extracted
2023-07-10_CRA_707,732388,9256,extracted
2023-08-28_CRA_724,638283,7564,extracted
2023-11-27_CRA_747,548956,6507,extracted
2023-12-11_CRA_754,528266,0,image_only
2024-01-09_CRA_760,742848,0,image_only
2024-01-22_CRA_767,1505178,18365,extracted
2024-02-26_CRA_778,508578,5959,extracted
2024-05-13_CRA_803,473906,5531,extracted
2024-06-10_CRA_814,390456,4206,extracted
2024-06-24_CRA_822,596568,6947,extracted
2025-05-12_CRA_910,541778,6864,extracted
2025-05-27_CRA_916,1057896,13155,extracted
2025-06-09_CRA_926,1032377,12078,extracted
2025-07-28_CRA_943,1145781,14959,extracted
2026-03-23_CRA_1020,669899,7972,extracted
2026-04-13_CRA_1028,716420,8619,extracted
2026-05-11_CRA_1038,868324,10710,extracted
2026-06-08_CRA_1057,866832,11698,extracted
2018-10-22_Council_169,4466943,0,image_only
2018-11-13_Council_183,1305301,0,image_only
2018-11-26_Council_185,5566254,0,image_only
2018-12-10_Council_192,4187112,0,image_only
2019-01-14_Council_196,2182529,0,image_only
2019-01-28_Council_203,4489366,2761,extracted
2019-02-11_Council_206,7084832,0,image_only
2019-02-25_Council_211,4344602,0,image_only
2019-03-11_Council_213,4735746,0,image_only
2019-03-25_Council_221,4243302,0,image_only
2019-04-22_Council_230,4298311,0,image_only
