week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2018-07-09,2018-07-03,0,1,9,0,city council meeting
2018-07-30,2018-07-24,0,1,2,0,city council meeting
2018-08-13,2018-08-07,0,1,1,0,city council meeting
2018-09-10,2018-09-04,0,1,5,0,city council meeting
2018-10-22,2018-10-16,0,1,1,0,city council meeting
2018-11-19,2018-11-13,0,1,4,0,city council meeting
2018-12-17,2018-12-11,0,1,2,0,city council meeting
2019-01-14,2019-01-08,0,1,6,0,city council meeting
2019-02-11,2019-02-05,0,1,4,0,city council meeting
2019-03-11,2019-03-05,0,1,5,0,city council meeting
2019-04-08,2019-04-02,0,1,6,0,city council meeting
2019-05-13,2019-05-07,0,1,2,0,city council meeting
2019-06-10,2019-06-04,0,1,1,0,city council meeting
2019-07-08,2019-07-02,0,1,2,0,city council meeting
2019-07-22,2019-07-16,0,1,2,0,city council meeting
2019-08-12,2019-08-06,0,1,7,0,city council meeting
2019-09-09,2019-09-03,0,1,11,2,city council meeting
2019-09-23,2019-09-17,0,1,3,0,city council meeting
2019-10-14,2019-10-08,0,1,8,1,city council meeting
2019-11-18,2019-11-12,0,1,3,0,city council meeting
2019-11-25,2019-11-19,0,2,2,0,board of canvassers meeting; city council special meeting
2019-12-09,2019-12-03,0,1,4,0,city council meeting
2019-12-23,2019-12-17,0,1,6,0,city council meeting
2020-01-13,2020-01-07,0,1,4,0,city council meeting
2020-02-24,2020-02-18,0,1,8,0,city council meeting
2020-03-16,2020-03-10,0,1,1,0,city council meeting
2020-04-06,2020-03-31,0,1,5,0,city council meeting
2020-05-11,2020-05-05,0,1,1,0,city council meeting
2020-05-25,2020-05-19,0,1,3,0,city council meeting
2020-06-08,2020-06-02,0,1,1,0,city council meeting
2020-06-29,2020-06-23,0,1,2,0,city council meeting
2020-07-13,2020-07-07,0,1,6,0,city council meeting
2020-07-27,2020-07-21,0,1,4,0,city council meeting
2020-08-10,2020-08-04,0,1,3,0,city council meeting
2020-09-14,2020-09-08,0,1,2,0,city council meeting
2020-10-12,2020-10-06,0,1,0,0,city council meeting
2020-10-26,2020-10-20,0,1,4,0,city council meeting
2020-11-16,2020-11-10,0,1,5,0,city council meeting
2020-11-23,2020-11-17,0,1,5,0,city council meeting
2020-11-30,2020-11-24,0,2,4,0,city council meeting
2020-12-07,2020-12-01,0,1,3,0,city council meeting
2020-12-28,2020-12-22,0,1,0,0,city council meeting
2021-01-11,2021-01-05,0,1,5,0,city council meeting
2021-02-08,2021-02-02,0,1,5,0,city council meeting
2021-02-22,2021-02-16,0,1,1,0,city council meeting
2021-03-08,2021-03-02,0,1,1,0,city council meeting
2021-04-05,2021-03-30,0,1,0,0,city council meeting
2021-04-12,2021-04-06,0,1,4,0,city council meeting
2021-05-10,2021-05-04,0,1,6,0,city council meeting
2021-06-14,2021-06-08,0,1,1,0,city council meeting
2021-06-28,2021-06-22,0,1,2,0,city council meeting
2021-07-05,2021-06-29,0,1,1,0,city council meeting
2021-07-12,2021-07-06,0,1,7,0,city council meeting
2021-08-09,2021-08-03,0,1,9,0,city council meeting
2021-08-16,2021-08-10,0,1,2,0,city council meeting
2021-09-13,2021-09-07,0,1,5,0,city council meeting
2021-10-11,2021-10-05,0,1,2,0,city council meeting
2021-11-08,2021-11-02,0,1,8,0,city council meeting
2021-11-22,2021-11-16,0,2,6,0,board of canvassers meeting; city council meeting
2022-01-10,2022-01-04,0,1,7,0,city council meeting
2022-02-14,2022-02-08,0,1,6,0,city council meeting
2022-03-14,2022-03-08,0,1,3,0,city council meeting
2022-04-11,2022-04-05,0,1,3,0,city council meeting
2022-05-09,2022-05-03,0,1,2,0,city council meeting
2022-06-13,2022-06-07,0,1,4,0,city council meeting
2022-07-11,2022-07-05,0,1,2,0,city council meeting
2022-09-12,2022-09-06,0,1,2,0,city council meeting
2022-10-03,2022-09-27,0,1,3,0,city council meeting
2022-10-10,2022-10-04,0,1,3,0,city council meeting
2023-01-09,2023-01-03,0,1,5,0,city council meeting
2023-02-13,2023-02-07,0,1,5,0,city council meeting
2023-03-13,2023-03-07,0,1,3,0,city council meeting
2023-04-10,2023-04-04,0,1,4,0,city council meeting
2023-04-24,2023-04-18,0,1,1,0,city council meeting
2023-05-15,2023-05-09,0,1,2,0,city council meeting
2023-06-12,2023-06-06,0,1,10,0,city council meeting
2023-07-10,2023-07-04,0,1,1,0,city council meeting
2023-08-14,2023-08-08,0,1,4,1,city council meeting
2023-10-09,2023-10-03,0,1,0,0,city council meeting
2023-10-16,2023-10-10,0,1,5,0,city council meeting
2023-11-13,2023-11-07,0,1,6,0,city council meeting
2023-12-11,2023-12-05,0,1,11,0,city council meeting
2024-01-08,2024-01-02,0,1,5,0,city council meeting
2024-02-12,2024-02-06,0,1,3,0,city council meeting
2024-02-26,2024-02-20,0,1,1,0,city council meeting
2024-03-11,2024-03-05,0,1,3,0,city council meeting
2024-04-08,2024-04-02,0,1,1,0,city council meeting
2024-05-13,2024-05-07,0,1,8,0,city council meeting
2024-05-20,2024-05-14,0,1,8,0,city council meeting
2024-06-10,2024-06-04,0,1,13,0,city council meeting
2024-07-08,2024-07-02,0,1,4,0,city council meeting
2024-08-12,2024-08-06,0,1,6,0,city council meeting
2024-09-09,2024-09-03,0,1,4,0,city council meeting
2024-10-21,2024-10-15,0,1,5,0,city council meeting
2024-12-09,2024-12-03,0,1,2,0,city council special meeting
2025-02-10,2025-02-04,0,1,17,0,city council meeting
2025-03-10,2025-03-04,0,1,6,0,city council meeting
2025-04-07,2025-04-01,0,1,2,0,city council work session
2025-04-14,2025-04-08,0,1,6,0,city council meeting
2025-05-12,2025-05-06,0,1,9,0,city council meeting
2025-06-09,2025-06-03,0,1,7,0,city council meeting
2025-07-14,2025-07-08,0,2,8,0,city council meeting; cra meeting
2025-08-11,2025-08-05,0,1,6,0,city council meeting
2025-09-01,2025-08-26,0,1,0,0,board of canvassers meeting
2025-09-08,2025-09-02,0,2,8,0,city council meeting; cra meeting
2025-10-20,2025-10-14,0,1,6,0,city council meeting
2025-11-10,2025-11-04,0,1,7,0,city council meeting
2025-11-24,2025-11-18,0,1,4,0,board of canvassers meeting
2025-12-08,2025-12-02,0,1,6,0,city council meeting
2026-01-12,2026-01-06,0,1,7,0,city council meeting
2026-03-09,2026-03-03,0,1,7,0,city council meeting
2026-04-13,2026-04-07,0,1,9,0,city council meeting
2026-05-11,2026-05-05,0,1,8,1,city council meeting
2026-06-01,2026-05-26,0,1,1,0,city council special meeting
