motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,approve Resolution 2020-01,Resolution,Resolution 2020-01 was approved by a unanimous vote.,Pass,council_vote,,approve,keyword,high,,,,33,16,1,minutes/2020/2020-01-06/2020-01-09_city-council-meeting_571111.md,minutes
2,1,1,2,recess and reconvene in a Work Session,Procedural,The motion passed with the unanimous consent of the Council.,Pass,council_vote,,procedural,keyword,high,,,,14,25,0,minutes/2020/2020-01-06/2020-01-09_city-council-meeting_571111.md,minutes
3,1,1,3,adjourn,Procedural,The motion passed with the unanimous consent of the Council.,Pass,council_vote,,procedural,keyword,high,,,,25,14,0,minutes/2020/2020-01-06/2020-01-09_city-council-meeting_571111.md,minutes
4,2,1,1,approve Resolution 2020-02,Resolution,Resolution 2020-02 was approved by a unanimous vote.,Pass,council_vote,,approve,keyword,high,,,,25,27,1,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,minutes
5,2,1,2,remove agenda item number seven from the agenda,Other,,Pass,council_vote,,,unclassified,low,,,,14,25,1,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,minutes
6,2,1,3,approve Resolution 2020-04,Resolution,Resolution 2020-04 was approved by a unanimous vote.,Pass,council_vote,,approve,keyword,high,,,,14,25,1,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,minutes
7,2,1,4,approve Resolution 2020-05 appointing Dan Gibbons to serve on the Wasatch Front Waste and Recycling District Board,Resolution,Resolution 2020-05 was approved by a unanimous vote.,Pass,council_vote,,approve,keyword,high,,,,25,27,1,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,minutes
8,2,1,5,approve Resolution 2020-07,Resolution,Resolution 2020-07 was approved by a unanimous vote.,Pass,council_vote,,approve,keyword,high,,,,25,14,1,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,minutes
9,2,1,6,"approve the minutes of November 7 and 14, 2019, and January 9, 2020, with an amendment to the minutes of November 7, page 6 to reflect that he was focused on the zone change and not the Plan. The motion was",Land-Use/Zoning,The motion passed with the unanimous consent of the Council.,Pass,council_vote,,procedural,keyword,high,1,singleton,high,14,,0,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,minutes
10,2,1,7,recess the Council Meeting and commence the Work Meeting after a short break. City,Procedural,,Pass,council_vote,,procedural,keyword,high,,,,14,16,0,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,minutes
11,2,1,8,adjourn,Procedural,The motion passed with the unanimous consent of the Council.,Pass,council_vote,,procedural,keyword,high,,,,11,25,0,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,minutes
12,3,1,1,adjourn,Procedural,,Pass,council_vote,,procedural,keyword,high,,,,14,27,0,minutes/2020/2020-01-27/2020-01-30_city-council-work-meeting_585437.md,minutes
