dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,minutes/2020/2020-01-06/2020-01-09_city-council-meeting_571111.md,1,2020-01-09,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-01 was approved by a unanimous vote.,crosswalk,high,1
meeting_minutes,minutes/2020/2020-01-06/2020-01-09_city-council-meeting_571111.md,2,2020-01-09,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,2
meeting_minutes,minutes/2020/2020-01-06/2020-01-09_city-council-meeting_571111.md,3,2020-01-09,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,3
meeting_minutes,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,1,2020-01-23,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-02 was approved by a unanimous vote.,crosswalk,high,4
meeting_minutes,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,2,2020-01-23,Council,Other,Other,,final-action,pass,6,0,,roll-call,,rule:no-signal,low,5
meeting_minutes,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,3,2020-01-23,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-04 was approved by a unanimous vote.,crosswalk,high,6
meeting_minutes,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,4,2020-01-23,Council,Resolution,Appointment,,final-action,pass,6,0,,roll-call,Resolution 2020-05 was approved by a unanimous vote.,rule:appoint,high,7
meeting_minutes,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,5,2020-01-23,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-07 was approved by a unanimous vote.,crosswalk,high,8
meeting_minutes,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,6,2020-01-23,Council,Land-Use/Zoning,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,rule:proc-minutes,high,9
meeting_minutes,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,7,2020-01-23,Council,Procedural,Procedural-Administrative,,procedural,unknown,,,,unknown,,crosswalk,high,10
meeting_minutes,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,8,2020-01-23,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,11
meeting_minutes,minutes/2020/2020-01-27/2020-01-30_city-council-work-meeting_585437.md,1,2020-01-30,Council,Procedural,Procedural-Administrative,,procedural,unknown,,,,unknown,,crosswalk,high,12
meeting_minutes,minutes/2020/2020-02-03/2020-02-06_city-council-meeting_585435.md,1,2020-02-06,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,Ordinance 2020-01 was adopted by a unanimous vote.,crosswalk,high,13
meeting_minutes,minutes/2020/2020-02-03/2020-02-06_city-council-meeting_585435.md,2,2020-02-06,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,Ordinance 2020-02 was adopted by a unanimous vote.,crosswalk,high,14
meeting_minutes,minutes/2020/2020-02-03/2020-02-06_city-council-meeting_585435.md,3,2020-02-06,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-08 was approved by a unanimous vote.,crosswalk,high,15
meeting_minutes,minutes/2020/2020-02-03/2020-02-06_city-council-meeting_585435.md,4,2020-02-06,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-09 was approved by a unanimous vote.,crosswalk,high,16
meeting_minutes,minutes/2020/2020-02-03/2020-02-06_city-council-meeting_585435.md,5,2020-02-06,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,17
meeting_minutes,minutes/2020/2020-02-03/2020-02-06_city-council-meeting_585435.md,6,2020-02-06,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,18
meeting_minutes,minutes/2020/2020-02-17/2020-02-20_city-council-meeting_599387.md,1,2020-02-20,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,Ordinance 2020-03 was adopted by a unanimous vote.,crosswalk,high,19
meeting_minutes,minutes/2020/2020-02-17/2020-02-20_city-council-meeting_599387.md,2,2020-02-20,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-10 was approved by a unanimous vote.,crosswalk,high,20
meeting_minutes,minutes/2020/2020-02-17/2020-02-20_city-council-meeting_599387.md,3,2020-02-20,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-11 was approved by a unanimous vote.,crosswalk,high,21
meeting_minutes,minutes/2020/2020-02-17/2020-02-20_city-council-meeting_599387.md,4,2020-02-20,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-12 was approved by a unanimous vote.,crosswalk,medium,22
meeting_minutes,minutes/2020/2020-02-17/2020-02-20_city-council-meeting_599387.md,5,2020-02-20,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,23
meeting_minutes,minutes/2020/2020-02-17/2020-02-20_city-council-meeting_599387.md,6,2020-02-20,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,24
meeting_minutes,minutes/2020/2020-02-24/2020-02-26_city-council-meeting_593959.md,1,2020-02-26,Council,Other,Other,,final-action,pass,6,0,,roll-call,The motion passed unanimously.,rule:no-signal,low,25
meeting_minutes,minutes/2020/2020-02-24/2020-02-26_city-council-meeting_593959.md,2,2020-02-26,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,26
meeting_minutes,minutes/2020/2020-03-02/2020-03-05_city-council-work-meeting_593961.md,1,2020-03-05,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,27
meeting_minutes,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,1,2020-03-12,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,Resolution 2020-13 was approved by a unanimous vote.,crosswalk,high,28
meeting_minutes,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,2,2020-03-12,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Ordinance 2020-04 was adopted by a unanimous vote.,crosswalk,high,29
meeting_minutes,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,3,2020-03-12,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,Resolution 2020-14 was approved by a unanimous vote.,crosswalk,high,30
meeting_minutes,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,4,2020-03-12,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,Resolution 2020-15 was approved by a unanimous vote.,crosswalk,high,31
meeting_minutes,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,5,2020-03-12,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,32
meeting_minutes,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,6,2020-03-12,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,33
meeting_minutes,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,7,2020-03-12,Council,Procedural,Procedural-Administrative,,procedural,pass,5,0,,roll-call,,crosswalk,high,34
meeting_minutes,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,8,2020-03-12,Council,Procedural,Procedural-Administrative,,procedural,pass,5,0,,roll-call,,crosswalk,high,35
meeting_minutes,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,9,2020-03-12,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,36
meeting_minutes,minutes/2020/2020-03-30/2020-04-02_city-council-meeting_616769.md,1,2020-04-02,Council,Procedural,Procedural-Administrative,,procedural,pass,6,0,,roll-call,,crosswalk,high,37
meeting_minutes,minutes/2020/2020-03-30/2020-04-02_city-council-meeting_616769.md,2,2020-04-02,Council,Procedural,Procedural-Administrative,,procedural,pass,4,0,,roll-call,,crosswalk,high,38
meeting_minutes,minutes/2020/2020-03-30/2020-04-02_city-council-meeting_616769.md,3,2020-04-02,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unknown,the motion carried.,crosswalk,high,39
meeting_minutes,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,1,2020-04-16,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,,crosswalk,high,40
meeting_minutes,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,2,2020-04-16,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,Ordinance 2020-06 was adopted by a unanimous vote.,crosswalk,high,41
meeting_minutes,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,3,2020-04-16,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-16 was approved by a unanimous vote.,crosswalk,high,42
meeting_minutes,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,4,2020-04-16,Council,Resolution,Resolution,,final-action,pass,6,0,,roll-call,Resolution 2020-17 was approved by a unanimous vote.,crosswalk,high,43
meeting_minutes,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,5,2020-04-16,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,44
meeting_minutes,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,6,2020-04-16,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,45
meeting_minutes,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,7,2020-04-16,Council,Procedural,Procedural-Administrative,,procedural,pass,6,0,,roll-call,,crosswalk,high,46
meeting_minutes,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,8,2020-04-16,Council,Procedural,Procedural-Administrative,,procedural,pass,6,0,,roll-call,,crosswalk,high,47
meeting_minutes,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,9,2020-04-16,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,48
meeting_minutes,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,1,2020-05-07,Council,Resolution,Resolution,,final-action,pass,1,0,,roll-call,Resolution 2020-18 was approved by a unanimous vote.,crosswalk,high,49
meeting_minutes,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,2,2020-05-07,Council,Ordinance,Ordinance,,final-action,pass,1,0,,roll-call,Ordinance 2020-07 was adopted by a unanimous vote.,crosswalk,high,50
meeting_minutes,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,3,2020-05-07,Council,Resolution,Resolution,,final-action,pass,1,0,,roll-call,Resolution 2020-19 was approved by a unanimous vote.,crosswalk,high,51
meeting_minutes,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,4,2020-05-07,Council,Resolution,Resolution,,final-action,pass,1,0,,roll-call,Resolution 2020-20 was approved by a unanimous vote.,crosswalk,medium,52
meeting_minutes,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,5,2020-05-07,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,53
meeting_minutes,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,6,2020-05-07,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,54
meeting_minutes,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,7,2020-05-07,Council,Procedural,Procedural-Administrative,,procedural,pass,6,0,,roll-call,,crosswalk,high,55
meeting_minutes,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,8,2020-05-07,Council,Procedural,Procedural-Administrative,,procedural,pass,4,0,,roll-call,,crosswalk,high,56
meeting_minutes,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,9,2020-05-07,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unknown,the motion carried.,crosswalk,high,57
meeting_minutes,minutes/2020/2020-05-11/2020-05-14_city-council-work-meeting_619407.md,1,2020-05-14,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,58
meeting_minutes,minutes/2020/2020-05-25/2020-05-28_city-council-meeting_626783.md,1,2020-05-28,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,Ordinance 2020-08 was adopted by a unanimous vote.,crosswalk,medium,59
meeting_minutes,minutes/2020/2020-05-25/2020-05-28_city-council-meeting_626783.md,2,2020-05-28,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,60
meeting_minutes,minutes/2020/2020-05-25/2020-05-28_city-council-meeting_626783.md,3,2020-05-28,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the council.,crosswalk,high,61
meeting_minutes,minutes/2020/2020-06-01/2020-06-04_city-council-meeting_626785.md,1,2020-06-04,Council,Ordinance,Ordinance,,procedural,pass,6,0,,roll-call,Ordinance 2020-09 was tabled by a unanimous vote.,crosswalk,high,62
meeting_minutes,minutes/2020/2020-06-01/2020-06-04_city-council-meeting_626785.md,2,2020-06-04,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,63
meeting_minutes,minutes/2020/2020-06-01/2020-06-04_city-council-meeting_626785.md,3,2020-06-04,Council,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Council.,crosswalk,high,64
meeting_minutes,minutes/2020/2020-06-01/2020-06-04_city-council-meeting_626785.md,4,2020-06-04,Council,Procedural,Procedural-Administrative,,procedural,unknown,,,,unknown,,crosswalk,high,65
meeting_minutes,minutes/2020/2020-06-15/2020-06-18_city-council-meeting_626787.md,1,2020-06-18,Council,Ordinance,Budget,,final-action,pass,6,0,,roll-call,,rule:budget,high,66
meeting_minutes,minutes/2020/2020-06-15/2020-06-18_city-council-meeting_626787.md,2,2020-06-18,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,,crosswalk,high,67
meeting_minutes,minutes/2020/2020-06-15/2020-06-18_city-council-meeting_626787.md,3,2020-06-18,Council,Ordinance,Ordinance,,final-action,pass,6,0,,roll-call,,crosswalk,high,68
