candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Andrew Stoddard,Council,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_01_Andrew-Stoddard.pdf,41f17638,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Bryant Brown,Council,2017,2017-10-01,October 2017,interim,,,,,,,,,,,0.00,0,0,raw/2017_03_Bryant-Brown.pdf,60030180,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Bryant Brown,Council,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_02_Bryant-Brown.pdf,58fb65d7,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Stephanie Johnson,Council,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_12_Stephanie-Johnson.pdf,f5eb27f0,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Wayne L. Sharp,Council,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_15_Wayne-L-Sharp.pdf,524b0652,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Dustin Gettel,Council,2017,2017-10-30,2017-10-30,interim,,,,,,,,,,,0.00,0,0,raw/2017_06_Dustin-Gettel.pdf,3518ba2c,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Dustin Gettel,Council,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_05_Dustin-Gettel.pdf,6dd8934d,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Stephen Brown,Council,2017,2017-10-01,October 2017,interim,,,,,,,,,,,0.00,0,0,raw/2017_14_Stephen-Brown.pdf,c4024792,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Stephen Brown,Council,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_13_Stephen-R-Brown.pdf,69358eb0,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Matthew Hansen,Mayor,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_07_Matthew-Hansen.pdf,b784d1b1,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Mont L. Millerberg,Mayor,2017,2017-08-29,2017-08-29,interim,,,,,,,,,,,0.00,0,0,raw/2017_16_Mont-Millerberg.pdf,0215ba8d,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Phil Jankovich,Mayor,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_04_Phil-Jankovich.pdf,ef518d98,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Robert M. Hale,Mayor,2017,2017-10-01,October 2017,interim,,,,,,,,,,,0.00,0,0,raw/2017_09_Robert-Hale.pdf,b2d2dc7c,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Robert M. Hale,Mayor,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_08_Robert-Hale.pdf,a1e7a959,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Sophia Hawes-Tingey,Mayor,2017,2017-11-01,,,,,,,,,,,,,0.00,0,0,raw/2017_10_Sophia-Hawes-Tingey.pdf,39b6f719,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17); superseded by amendment/re-file (same reporting period),
Sophia Hawes-Tingey,Mayor,2017,2017-11-01,,interim,,,,,,,,,,,0.00,0,0,raw/2017_11_Sophia-Hawes-Tingey.pdf,8fa08910,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Alan C. Anderson,Council,2019,2019-10-01,October 2019,interim,,,,,,,,,,,0.00,0,0,raw/2019_01_Alan-Anderson.pdf,110ebfe4,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Quinn Sperry,Council,2019,2019-10-01,October 2019,interim,,,,,,,,,,,0.00,0,0,raw/2019_09_Quinn-Sperry.pdf,2ee24aa0,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Quinn Sperry,Council,2019,2019-11-01,,,,,,,,,,,,,0.00,0,0,raw/2019_08_Quinn-Sperry.pdf,947f61d1,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Eric Chamberlain,Council,2019,2019-08-06,"August 6, 2019",interim,,,,,,,,,,,0.00,0,0,raw/2019_03_Eric-Chamberlain.pdf,ea403419,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Eric Chamberlain,Council,2019,2019-09-12,"September 12, 2019",interim,,,,,,,,,,,0.00,0,0,raw/2019_04_Eric-Chamberlain.pdf,8af6283b,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Paul Glover,Council,2019,2019-10-01,October 2019,interim,,,,,,,,,,,0.00,0,0,raw/2019_07_Paul-Glover.pdf,645ea86a,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Paul Glover,Council,2019,2019-11-01,,,,,,,,,,,,,0.00,0,0,raw/2019_06_Paul-Glover.pdf,fbd1627d,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Sophia Hawes-Tingey,Council,2019,2019-11-01,,,,,,,,,,,,,0.00,0,0,raw/2019_10_Sophia-Hawes-Tingey.pdf,63f598f9,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17); superseded by amendment/re-file (same reporting period),
Sophia Hawes-Tingey,Council,2019,2019-11-01,,,,,,,,,,,,,0.00,0,0,raw/2019_11_Sophia-Hawes-Tingey.pdf,8d5abb26,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Bart Benson,Council,2019,2019-10-01,October 2019,interim,,,,,,,,,,,0.00,0,0,raw/2019_02_Bart-Benson.pdf,8850cd10,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Heidi Robinson,Council,2019,2019-10-01,October 2019,interim,,,,,,,,,,,0.00,0,0,raw/2019_05_Heidi-Robinson.pdf,27321b06,low,not transcribed (below-2020-floor bonus acquisition; scanned/garbled template — vision deferred 2026-07-17),
Bryant S. Brown,Council,2021,2021-10-01,October 2021,interim,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021_01_Bryant-Brown.pdf,9da66d87,high,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Bryant S. Brown,Council,2021,2021-12-01,December 2021,summary,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021_09_Bryant-Brown.pdf,a9d7ca6a,high,vision-transcribed(read-tool),
Dustin Gettel,Council,2021,2021-10-01,October 2021,interim,11500.79,5565.60,0.00,5935.19,11500.79,5565.60,True,True,0.00,0.00,1072.67,94,7,raw/2021_02_Dustin-Gettel.pdf,cff68e49,high,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Dustin Gettel,Council,2021,2021-12-01,December 2021,summary,13883.29,5969.01,5935.19,2348.68,13883.29,5969.01,True,True,0.00,0.00,1072.67,109,13,raw/2021_11_Dustin-Gettel.pdf,1c63081e,high,vision-transcribed(read-tool),
Wayne Sharp,Council,2021,2021-10-01,October 2021,interim,400.00,3305.65,0.00,-2905.65,400.00,3305.65,True,True,0.00,0.00,0.00,4,9,raw/2021_05_Wayne-Sharp.pdf,05a724d3,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Wayne Sharp,Council,2021,2021-12-01,December 2021,summary,400.00,3305.65,0.00,-2905.65,,,,,,,0.00,0,0,raw/2021_07_Wayne-Sharp.pdf,848c7b29,low,vision-transcribed(read-tool); totals-only(no itemization); totals-only(no itemization),
Amanda Hollingsworth,Mayor,2021,2021-10-01,October 2021,interim,0.00,19.34,0.00,-19.34,0.00,19.34,True,True,0.00,0.00,0.00,0,1,raw/2021_04_Amanda-Hollingsworth.pdf,e8688945,medium,vision-transcribed(read-tool),
Marcus Stevenson,Mayor,2021,2021-10-01,October 2021,interim,8249.38,3847.08,0.00,4402.30,8249.38,3532.34,True,False,0.00,-314.74,120.10,81,10,raw/2021_06_Marcus-Stevenson.pdf,a7ac7fb8,low,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind); expend!=stated,
Marcus Stevenson,Mayor,2021,2021-11-01,Year-end / final,summary,3024.27,7219.95,4402.30,206.62,3024.27,6928.74,True,False,0.00,-291.21,20.37,23,12,raw/2021_10_Marcus-Stevenson.pdf,60d25eef,low,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind); expend!=stated,
Robert M. Hale,Mayor,2021,2021-10-01,October 2021,interim,5935.96,5389.71,,,5935.96,5389.71,True,True,0.00,0.00,696.54,14,7,raw/2021_03_Robert-Hale.pdf,411fc0d1,medium,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind),
Robert M. Hale,Mayor,2021,2021-12-01,December 2021,summary,50.00,477.33,546.25,118.92,50.00,477.33,True,True,0.00,0.00,45.36,2,4,raw/2021_08_Robert-M-Hale.pdf,d8432850,medium,vision-transcribed(read-tool); reconciles cash-only (cover total excludes in-kind),
Ben Umeadi,Council,2023,2023-10-24,10/24/2023,interim,376.04,376.04,0.00,0.00,376.04,376.04,True,True,0.00,0.00,0.00,1,3,raw/2023_19_Ben-Umeadi.pdf,6311cd3f,medium,vision-transcribed(read-tool),
Ben Umeadi,Council,2023,2023-11-14,11/14/2023,interim,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2023_20_Ben-Umeadi.pdf,d6d96451,medium,vision-transcribed(read-tool),
Ben Umeadi,Council,2023,2023-12-01,Final,summary,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/state/2023_state_Ben-Umeadi_Final.pdf,e2a54289,high,vision-transcribed(read-tool),
Ben Umeadi,Council,2023,2023-12-21,12/21/2023,summary,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2023_21_Ben-Umeadi.pdf,881294c1,medium,vision-transcribed(read-tool),
Bonnie Billings,Council,2023,2023-10-24,10/24/2023,interim,8143.29,4045.89,,4097.40,8143.29,4045.89,True,True,0.00,0.00,915.29,81,49,raw/2023_04_Bonnie-Billings.pdf,a56f77c5,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Bonnie Billings,Council,2023,2023-11-14,11/14/2023,interim,9725.29,6296.27,,3429.02,9593.29,6296.27,False,True,-132.00,0.00,915.29,88,64,raw/2023_05_Bonnie-Billings.pdf,f2dafe33,low,vision-transcribed(read-tool); contrib!=stated; superseded (cumulative snapshot; cycle total = latest report),
Bonnie Billings,Council,2023,2023-12-01,2023 Election Campaign Finance Statement,summary,9725.29,6296.27,,3429.02,,6296.27,,True,,0.00,0.00,0,64,raw/state/2023_state_Bonnie-Billings_Election-CF-Statement.pdf,1a43dfae,low,vision-transcribed(read-tool); totals-only(no itemization); superseded (cumulative snapshot; cycle total = latest report),
Bonnie Billings,Council,2023,2023-12-21,12/21/2023,summary,,,,,9893.29,6626.38,,,,,915.29,90,72,raw/2023_06_Bonnie-Billings.pdf,f37bb7d0,low,vision-transcribed(read-tool),
Dustin Snow,Council,2023,2023-10-24,10/24/2023,interim,1075.00,90.00,,985.00,1075.00,90.00,True,True,0.00,0.00,75.00,3,3,raw/2023_16_Dustin-Snow.pdf,ad08cab4,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Dustin Snow,Council,2023,2023-11-14,11/14/2023,interim,1075.00,156.90,,918.10,1075.00,156.90,True,True,0.00,0.00,75.00,3,4,raw/2023_17_Dustin-Snow.pdf,07e423a2,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Dustin Snow,Council,2023,2023-12-01,Final,summary,1361.64,1361.64,,0.00,1126.64,1361.64,False,True,-235.00,0.00,126.64,5,7,raw/state/2023_state_Dustin-Snow_Final.pdf,bb6c3d34,low,vision-transcribed(read-tool); contrib!=stated; superseded (cumulative snapshot; cycle total = latest report),
Dustin Snow,Council,2023,2023-12-21,12/21/2023,summary,1361.64,1361.64,,0.00,1126.64,1361.64,False,True,-235.00,0.00,126.64,5,7,raw/2023_18_Dustin-Snow.pdf,b9078ab8,low,vision-transcribed(read-tool); contrib!=stated,
Paul Glover,Council,2023,2023-10-24,10/24/2023,interim,0.00,0.00,,643.73,0.00,3118.73,True,False,0.00,3118.73,0.00,0,4,raw/2023_10_Paul-Glover.pdf,95a34842,low,vision-transcribed(read-tool); expend!=stated; superseded (cumulative snapshot; cycle total = latest report),
Paul Glover,Council,2023,2023-11-14,11/14/2023,interim,0.00,,,643.73,0.00,643.73,True,,0.00,,0.00,0,4,raw/2023_11_Paul-Glover.pdf,85b7aa2a,low,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Paul Glover,Council,2023,2023-12-21,12/21/2023,summary,0.00,,,643.73,0.00,643.73,True,,0.00,,0.00,0,4,raw/2023_12_Paul-Glover.pdf,ee20a391,low,vision-transcribed(read-tool),
Bart Benson,Council,2023,2023-10-24,10/24/2023,interim,0.00,2376.68,,2376.68,0.00,2376.68,True,True,0.00,0.00,0.00,0,6,raw/2023_01_Bart-Benson.pdf,dc4607f0,high,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Bart Benson,Council,2023,2023-11-14,11/14/2023,interim,0.00,2376.68,,2376.68,0.00,2376.68,True,True,0.00,0.00,0.00,0,6,raw/2023_02_Bart-Benson.pdf,48694f2a,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Bart Benson,Council,2023,2023-12-01,2023 Election Campaign Finance Statement,summary,0.00,2376.68,,2376.68,0.00,2376.68,True,True,0.00,0.00,0.00,0,6,raw/state/2023_state_Bart-Benson_Election-CF-Statement.pdf,aa57dfb9,high,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Bart Benson,Council,2023,2023-12-21,12/21/2023,summary,0.00,2376.68,,2376.68,0.00,2376.68,True,True,0.00,0.00,0.00,0,6,raw/2023_03_Bart-Benson.pdf,62931929,medium,vision-transcribed(read-tool),
Evan Feinberg,Council,2023,2023-10-24,10/24/2023,interim,1517.92,614.53,,903.39,1426.01,614.53,False,True,-91.91,0.00,100.00,13,2,raw/2023_07_Evan-Feinberg.pdf,d84d4be3,low,vision-transcribed(read-tool); contrib!=stated; superseded (cumulative snapshot; cycle total = latest report),
Evan Feinberg,Council,2023,2023-11-14,11/14/2023,interim,1978.11,1308.55,,669.56,1960.82,801.05,False,False,-17.29,-507.50,100.00,18,4,raw/2023_08_Evan-Feinberg.pdf,3b09fd10,low,vision-transcribed(read-tool); contrib!=stated; expend!=stated; superseded (cumulative snapshot; cycle total = latest report),
Evan Feinberg,Council,2023,2023-12-21,12/21/2023,summary,1978.11,1902.00,,76.11,1960.82,1394.50,False,False,-17.29,-507.50,100.00,18,5,raw/2023_09_Evan-Feinberg.pdf,80853cee,low,vision-transcribed(read-tool); contrib!=stated; expend!=stated,
Heidi Robinson,Council,2023,2023-10-24,10/24/2023,interim,1210.00,2000.86,,790.86,1210.00,2036.88,True,False,0.00,36.02,0.00,8,9,raw/2023_13_Heidi-Robinson.pdf,15727d1f,low,vision-transcribed(read-tool); expend!=stated; superseded (cumulative snapshot; cycle total = latest report),
Heidi Robinson,Council,2023,2023-11-14,11/14/2023,interim,1260.00,2000.86,,740.86,1310.00,1986.86,False,False,50.00,-14.00,0.00,9,9,raw/2023_14_Heidi-Robinson.pdf,5ea536d2,low,vision-transcribed(read-tool); contrib!=stated; expend!=stated; superseded (cumulative snapshot; cycle total = latest report),
Heidi Robinson,Council,2023,2023-12-21,12/21/2023,summary,1260.00,2000.80,,740.80,1260.00,1900.86,True,False,0.00,-99.94,0.00,9,9,raw/2023_15_Heidi-Robinson.pdf,42cac402,low,vision-transcribed(read-tool); expend!=stated,
Bryant Brown,Council,2025,2025-10-07,"October 7, 2025",interim,2332.00,1809.00,0.00,523.00,2332.00,1809.00,True,True,0.00,0.00,0.00,19,7,raw/2025_07_Bryant-Brown.pdf,4188750d,medium,vision-transcribed(read-tool),
Bryant Brown,Council,2025,2025-10-28,"October 28, 2025",interim,0.00,525.00,,,0.00,525.00,True,True,0.00,0.00,0.00,0,2,raw/2025_08_Bryant-Brown.pdf,c47ca64d,medium,"vision-transcribed(read-tool); sub-report 1 is a Column-A prior-period restatement ('REPORT - Prior to General Election, Summary Column A: Total ') — rows excluded to avoid double-counting the prior filing; multi-report bundle (2 reports in one PDF; stated totals = bundle cover else last sub-report)",
Bryant Brown,Council,2025,2025-12-04,"December 4, 2025",summary,0.00,455.00,198.00,-257.00,0.00,455.00,True,True,0.00,0.00,0.00,0,3,raw/2025_09_Bryant-Brown.pdf,84d5c579,high,vision-transcribed(read-tool),
Rainer Lilbok,Council,2025,2025-10-07,"October 7, 2025",interim,188.69,188.69,0.00,0.00,188.69,188.69,True,True,0.00,0.00,188.69,3,3,raw/2025_16_Rainer-Lilbok.pdf,ababb16d,high,vision-transcribed(read-tool),
Rainer Lilbok,Council,2025,2025-10-28,"October 28, 2025",interim,23.56,3.56,0.00,20.00,23.56,3.56,True,True,0.00,0.00,3.56,2,1,raw/2025_17_Rainer-Lilbok.pdf,5178af09,medium,vision-transcribed(read-tool),
Rainer Lilbok,Council,2025,2025-12-04,"December 4, 2025",summary,0.00,0.00,20.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025_18_Rainer-Lilbok.pdf,5d16a90e,medium,vision-transcribed(read-tool),
