candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review
Dustin Gettel,Council,5,2021,2021-10-01,October 2021,,City Journals,City Journals,,860.00,False,False,raw/2021_02_Dustin-Gettel.pdf,cff68e49,v1,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-10-01,October 2021,,GoDaddy.com,GoDaddy.com,,1340.79,False,False,raw/2021_02_Dustin-Gettel.pdf,cff68e49,v2,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-10-01,October 2021,,Sun Print Solutions,Sun Print Solutions,,854.39,False,False,raw/2021_02_Dustin-Gettel.pdf,cff68e49,v3,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-10-01,October 2021,,Etsy.com,Etsy.com,,34.00,False,False,raw/2021_02_Dustin-Gettel.pdf,cff68e49,v4,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-10-01,October 2021,,Facebook.com,Facebook.com,,42.86,False,False,raw/2021_02_Dustin-Gettel.pdf,cff68e49,v5,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-10-01,October 2021,,Union Print Shop,Union Print Shop,,1783.56,False,False,raw/2021_02_Dustin-Gettel.pdf,cff68e49,v6,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-10-01,October 2021,,Emily Bingham,Emily Bingham,,650.00,False,False,raw/2021_02_Dustin-Gettel.pdf,cff68e49,v7,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-12-01,December 2021,,Corner Bakery Cafe,Corner Bakery Cafe,(Election Night food and drink),53.80,False,False,raw/2021_11_Dustin-Gettel.pdf,1c63081e,v1,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-12-01,December 2021,,Facebook,Facebook,(campaign advertising),857.19,False,False,raw/2021_11_Dustin-Gettel.pdf,1c63081e,v2,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-12-01,December 2021,,Emily Bingham,Emily Bingham,(campaign consulting),225.00,False,False,raw/2021_11_Dustin-Gettel.pdf,1c63081e,v3,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-12-01,December 2021,,Vessel Kitchen,Vessel Kitchen,(Election Night food and drink),991.91,False,False,raw/2021_11_Dustin-Gettel.pdf,1c63081e,v4,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-12-01,December 2021,,Vistaprint,Vistaprint,(campaign mailer),170.65,False,False,raw/2021_11_Dustin-Gettel.pdf,1c63081e,v5,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-12-01,December 2021,,Walgreen's,Walgreen's,(printing services),26.28,False,False,raw/2021_11_Dustin-Gettel.pdf,1c63081e,v6,high,vision_cache/vision,0
Dustin Gettel,Council,5,2021,2021-12-01,December 2021,,Blueprint Public Affairs,Blueprint Public Affairs,(campaign mailer and design work),2217.25,False,False,raw/2021_11_Dustin-Gettel.pdf,1c63081e,v7,high,vision_cache/vision,0
