city,candidate,election_year,office,seat,raised,spent,n_filings,n_live,basis,review_flag
midvale,Andrew Stoddard,2017,Council,4,0.0,0.0,1,1,single,
midvale,Bryant Brown,2017,Council,4,0.0,0.0,2,2,sum-interim,
midvale,Stephanie Johnson,2017,Council,4,0.0,0.0,1,1,single,
midvale,Wayne L. Sharp,2017,Council,4,0.0,0.0,1,1,single,
midvale,Dustin Gettel,2017,Council,5,0.0,0.0,2,2,sum-interim,
midvale,Stephen Brown,2017,Council,5,0.0,0.0,2,2,sum-interim,
midvale,Matthew Hansen,2017,Mayor,,0.0,0.0,1,1,single,
midvale,Mont L. Millerberg,2017,Mayor,,0.0,0.0,1,1,single,
midvale,Phil Jankovich,2017,Mayor,,0.0,0.0,1,1,single,
midvale,Robert M. Hale,2017,Mayor,,0.0,0.0,2,2,sum-interim,
midvale,Sophia Hawes-Tingey,2017,Mayor,,0.0,0.0,2,1,single,
midvale,Alan C. Anderson,2019,Council,1,0.0,0.0,1,1,single,
midvale,Quinn Sperry,2019,Council,1,0.0,0.0,2,2,sum-interim,
midvale,Eric Chamberlain,2019,Council,2,0.0,0.0,2,2,sum-interim,
midvale,Paul Glover,2019,Council,2,0.0,0.0,2,2,sum-interim,
midvale,Sophia Hawes-Tingey,2019,Council,2,0.0,0.0,2,1,single,
midvale,Bart Benson,2019,Council,3,0.0,0.0,1,1,single,
midvale,Heidi Robinson,2019,Council,3,0.0,0.0,1,1,single,
midvale,Bryant S. Brown,2021,Council,4,0.0,0.0,2,1,summary,
midvale,Dustin Gettel,2021,Council,5,13883.29,11534.61,2,1,override,"OVERRIDE: per-period/mixed-scope filer — the Dec-01 Final (2021_11) re-lists contributions CUMULATIVELY (109 rows = 13883.29 = its Summary Page Column C 'Individual Monetary Contributions Total') but itemizes expenditures for the DEC PERIOD ONLY (13 rows = 5969.01 = Column B), a scope asymmetry that made the generic rule take the summary's period-only spent. Cycle = the filer's own Summary Page Column C campaign total 13883.29 / 11534.61 (interim spent 5565.60 + Dec-period spent 5969.01 = 11534.61). Page-proven on 2021_11 Summary Page. Added 2026-07-19 (typed-money vision tranche)."
midvale,Wayne Sharp,2021,Council,5,400.0,3305.65,2,1,summary,
midvale,Marcus Stevenson,2021,Mayor,,11273.65,11067.03,2,2,override,OVERRIDE: per-period filer (incremental) — the interim (2021_06) and the Nov-01 summary (2021_10) are DISJOINT periods (summary Schedule A donors are all-new; balances chain 0->4402.30->206.62). The Dec 'summary' is itself a period report so the max()-per-side rule undercounts. Cycle = sum of both filings = the filer's own Summary Page Column C campaign total (8249.38+3024.27 / 3847.08+7219.95 = 11273.65 / 11067.03). Page-proven on 2021_10 Summary Page Column C. Added 2026-07-19 (typed-money vision tranche).
midvale,Robert M. Hale,2021,Mayor,,5985.96,5867.04,2,2,override,OVERRIDE: per-period filer (incremental; Dec totals 50/477.33 disjoint from Oct) — Dec 'summary' is a period report; cycle = sum of both filings (5935.96+50 / 5389.71+477.33)
midvale,Amanda Hollingsworth,2021,Mayor,,0.0,19.34,1,1,single,
midvale,Bonnie Billings,2023,Council,1,9893.29,6626.38,4,1,summary,
midvale,Dustin Snow,2023,Council,1,1361.64,1361.64,4,1,summary,
midvale,Ben Umeadi,2023,Council,1,376.04,376.04,4,4,sum-interim,
midvale,Paul Glover,2023,Council,2,0.0,643.73,3,1,summary,
midvale,Bart Benson,2023,Council,3,0.0,2376.68,4,1,summary,
midvale,Heidi Robinson,2023,Council,3,1260.0,2000.8,3,1,summary,
midvale,Evan Feinberg,2023,Council,3,1978.11,1902.0,3,1,summary,
