date,docid,url,fetch_status,bytes,sha256,pages,text_chars
2018-11-20,186,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_11202018-186?packet=true,ok,163048712,aa7a35e41793b42c629345cc1cab22ba9ef8143ac5662fda344bef53a5cf1042,502,1358670
2018-12-19,193,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_12192018-193?packet=true,ok,109838189,608286b8a5d3713a963ee1d4b7c104c543ea0547d95c9790b181683afd321394,568,5151360
2019-01-16,200,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_01162019-200?packet=true,ok,60457371,081619ba8e44c81b866545efe191d169368002d8c33a9a0df3d5c57d6a4fc8de,436,2857277
2019-02-20,208,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02202019-208?packet=true,ok,152520208,c8ff2476a3008bc0834551cbbf7f64e557a10fcd8e98e8489abdc3ef54a478c0,719,4079664
2019-03-20,216,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_03202019-216?packet=true,ok,71341748,40094ac113f2be1f0bc6c31b1360f4a7ed00bd4058adefe8440c7c6ea436678c,656,1455359
2019-04-23,229,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_04232019-229?packet=true,ok,36685135,4b03b26e2a4a1ba604aaf15a13354bc10586bb932cc00da69a0920bfc88f1e9d,85,434700
2019-06-19,249,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06192019-249?packet=true,ok,72522849,0f1a681ed8fe49816f4cb0b0342e4f4d0b75416a97690f56afc2bae177221f8d,205,389130
2019-07-17,259,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_07172019-259?packet=true,ok,141643287,1ae775f417d0e4f418574ceb3f3866cb8a18b87b8cdd5a69bdc745206996e8c2,285,2156291
2019-07-29,262,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_07292019-262?packet=true,ok,6257339,29464a3b0082f620ad2ade58db1bdf92d64c4f153c66287982966c20b01ca405,29,58635
2019-08-21,269,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_08212019-269?packet=true,ok,96332656,004bb0db3663b78ffa5f157eb4f7589759134a774d5d3fe7265012651f9e9947,289,1635661
2019-09-10,276,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_09102019-276?packet=true,ok,6538980,d04e4404b4f13186681d5832919e0a92351ff538767a315992e6501d1248acc0,30,60858
2019-09-18,279,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_09182019-279?packet=true,ok,137235143,95a1a47325cf6c4438be1e916fb14caae5cc9d9913a449246ad62a8e915e4775,334,190989996
2019-10-16,286,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_10162019-286?packet=true,ok,61698692,69b54a7e1b808575b61e63ff1ea4379a4c8360d110dccdc997dfe797e8ac616e,418,1078363
2019-11-20,303,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_11202019-303?packet=true,ok,186039342,158fa31074aad3eda61539c5a7b2c6eb7f83a19c17c0c13b9c87cf3903b38896,996,3515821
2019-11-25,306,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_11252019-306?packet=true,ok,6354591,ff635d6593ec4670a9e4caf6ebf9aea1ffc35258874b759e449e81296e18157e,78,173669
2019-12-18,316,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_12182019-316?packet=true,ok,53012181,a4f90d5f9b02a3f460d93cc8c1f7fb132ce1741cf28c93a471e0ae4450599eaa,270,4115904
2020-01-15,322,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_01152020-322?packet=true,ok,125997263,6aa94830654dbf0c10c760cba2de587b043f9d6c30777b672fe610af5b28a462,341,1644278
2020-01-30,336,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_01302020-336?packet=true,ok,489041,337752af1132f659496c882290cf1c93d979eaf8c033605e80f505555e57d8dd,18,38246
2020-02-19,340,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02192020-340?packet=true,ok,118173391,806b8a4fd4e35d9ee3ff8d06aa8535e403136aedce057bd354ab41bd8ea7c01d,489,5239320
2020-03-18,349,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_03182020-349?packet=true,ok,131442442,636168edc722cb7c1e17c28b00e55b4a5776f6b6c9c243762803d8cff95e7950,379,10278354
2020-04-15,357,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_04152020-357?packet=true,ok,67978206,1164da66d38467f9823c10b10b8e42fefc29fbc2bb6479e11727c21064da38cd,217,1961600
2020-05-20,368,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_05202020-368?packet=true,ok,46023381,9240a36fef7724b5e8e433403260bfc5d4fc0bbcc435e1629340245f75fba8f5,181,359805
2020-06-17,376,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06172020-376?packet=true,ok,38819909,0a4bfc14aefb330fd0d4223d1c3ffffb123d4d2f24cb70397f88cd466e38fa1b,178,7007766
2020-07-15,386,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_07152020-386?packet=true,ok,47641693,460c0453782319e8220d0115944d56e7c15cf32eab4edb6b332d2aaad581e013,233,3551541
2020-08-19,393,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_08192020-393?packet=true,ok,14928597,11ba45eae2349c61f0b178c2e10b847b6fe0b9525c3e49efe0bc854deb32f6f7,62,719187
2020-09-16,400,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_09162020-400?packet=true,ok,23911735,149207ea9e6aba535945c1e0558fa9ac2630b1e8ec42ec88fbf5e228017de159,85,242985
2020-10-21,412,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_10212020-412?packet=true,ok,35608721,6b5e8b2103ebb6be3e07baebb66413c6dbc02bfb58ba7b6487a9189f34863c7f,83,1108603
2020-11-18,419,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_11182020-419?packet=true,ok,3932376,556f775cffd7d987901c8e45e0d1279063c368ae9fb8be54230856ea120db3b2,42,168685
2020-12-16,427,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_12162020-427?packet=true,ok,7359681,d0d0c1b2c1cc3dd507c5c5cbec1013b878a397cbcafcdd8c413b35a72959cfe8,35,33062
2021-01-20,437,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_01202021-437?packet=true,ok,10418828,9e188eeb4f4cde324b9db2d13bb2f7c15b85f956b8f4a6c72be1b71bff34e30b,101,278511
2021-02-17,443,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_02172021-443?packet=true,ok,67967285,7b588a7045ec6a2b1e650c11b57e0bc958f5031c0b8523be45d44cb91d0d7571,176,1619620
2021-03-17,452,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_03172021-452?packet=true,ok,6155901,a0ed4f34cc37d5900ec3f7337cfc01528b3be73e4ab4e7ee37ce58a8940e8c80,40,333490
2021-04-21,464,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_04212021-464?packet=true,ok,134793540,28b4802571d1c56b9b8f514df536ddba5c1702f580066abed7291130e36b2cf8,198,7961476
2021-05-19,470,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_05192021-470?packet=true,ok,35106407,e25319fa88a80242bff5db054641ccc04a6b054abda7d23a323a0b8389ee6a9f,102,1067171
2021-06-16,480,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06162021-480?packet=true,ok,28102615,064bbaca726a9425c1b7e722ba72f6121deaacc579cbf36a062d9447533596de,28,88665
2021-06-29,483,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_06292021-483?packet=true,ok,28103320,132ea17cf4d3f2798465c0b87ba215aab203f680166ebbca35456980cb6de108,28,88665
2021-07-21,490,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_07212021-490?packet=true,ok,19649906,c4738c33fdc22889a173b8f71a431cdde4d2d59ce9468c026c8ed9c8feeea29d,148,360877
2021-08-18,497,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_08182021-497?packet=true,ok,26630043,33f3ffa8605ef5574649be10680e8a72710694077e5f93e4884becb4c9ed21c2,223,7903935
2021-09-15,506,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_09152021-506?packet=true,ok,22225054,4c760102863468b1b6c4a1b7e78d39cf6b327dd482f93feddf9629c023d97641,196,5750943
2021-10-20,516,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_10202021-516?packet=true,ok,43365244,eefd975b5fe4c263c963349e503b6764c962206ed4af1b6fc33ec2cc6533dcfa,192,1895994
2021-11-17,523,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_11172021-523?packet=true,ok,57805941,fc7242a074c178d7b0c44cf1847b0e3c278a16acac77ae9a56330f354dd48459,260,2002799
2021-12-15,532,https://www.millcreekut.gov/AgendaCenter/ViewFile/Agenda/_12152021-532?packet=true,ok,54436688,49b33661fb263813193d7da64f744211771454412b62f45714079a639cef4cbf,181,2979438
