source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
minutes/2020/2020-01-06/2020-01-07_planning-commission_wayback.md,1,2020-01-07,PlanningCommission,Procedural,Public-Hearing,,procedural,pass,5,0,,roll-call,The motion passed unanimously.,rule:ph-openclose,high
minutes/2020/2020-01-06/2020-01-07_planning-commission_wayback.md,2,2020-01-07,PlanningCommission,Other,Public-Hearing,,procedural,pass,5,0,,roll-call,The motion passed with the unanimous consent of the Commission.,rule:ph-openclose,high
minutes/2020/2020-01-06/2020-01-07_planning-commission_wayback.md,3,2020-01-07,PlanningCommission,Procedural,Procedural-Administrative,,procedural,pass,5,0,,roll-call,The motion passed unanimously.,crosswalk,high
minutes/2020/2020-01-06/2020-01-07_planning-commission_wayback.md,4,2020-01-07,PlanningCommission,Procedural,Procedural-Administrative,,procedural,pass,5,0,,roll-call,The motion passed unanimously.,crosswalk,high
minutes/2020/2020-01-06/2020-01-07_planning-commission_wayback.md,5,2020-01-07,PlanningCommission,Procedural,Procedural-Administrative,,procedural,pass,5,0,,roll-call,The motion passed unanimously.,crosswalk,high
minutes/2020/2020-01-06/2020-01-07_planning-commission_wayback.md,6,2020-01-07,PlanningCommission,Procedural,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,The motion passed with the unanimous consent of the Commission.,crosswalk,high
minutes/2020/2020-01-20/2020-01-21_planning-commission_wayback.md,1,2020-01-21,PlanningCommission,Other,Public-Hearing,,procedural,pass,6,0,,roll-call,The motion passed unanimously.,rule:ph-openclose,high
minutes/2020/2020-01-20/2020-01-21_planning-commission_wayback.md,2,2020-01-21,PlanningCommission,Other,Land-Use,Variance-Exception,final-action,pass,4,2,,roll-call,"The motion passed, 4 to 2.",rule:lu-variance,high
minutes/2020/2020-01-20/2020-01-21_planning-commission_wayback.md,3,2020-01-21,PlanningCommission,Other,Land-Use,Conditional-Use,final-action,pass,6,0,,roll-call,The motion passed unanimously.,rule:lu-cup,high
minutes/2020/2020-01-20/2020-01-21_planning-commission_wayback.md,4,2020-01-21,PlanningCommission,Land-Use/Zoning,Land-Use,Variance-Exception,final-action,unknown,,,,unknown,,rule:lu-variance,high
