date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,audio_url,audio_filename,media_type,size_bytes,whisper_candidate,source_page_year
2025-07-10,2025-07-10 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/73219dc91/240701_0031.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/73219dc91/240701_0031.MP3,240701_0031.MP3,mp3,120768334,yes,2025
2025-08-07,2025-08-07 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/cbb3fdf7a/audio1221403686.m4a,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/cbb3fdf7a/audio1221403686.m4a,audio1221403686.m4a,m4a,45679164,yes,2025
2025-09-04,2025-09-04 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/6d1a546e2/WC+9-4-2025+Audio.mp3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/6d1a546e2/WC+9-4-2025+Audio.mp3,WC+9-4-2025+Audio.mp3,mp3,109276695,yes,2025
2025-10-02,2025-10-02 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/72291a10b/DS260022.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/72291a10b/DS260022.MP3,DS260022.MP3,mp3,125212235,yes,2025
2025-11-13,2025-11-13 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/e88149bb4/DS260023.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/e88149bb4/DS260023.MP3,DS260023.MP3,mp3,87450738,yes,2025
2025-11-18,2025-11-18 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/a8d61796e/DS260024.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/a8d61796e/DS260024.MP3,DS260024.MP3,mp3,7666815,yes,2025
2025-12-04,2025-12-04 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/7e96dbb2a/DS260025.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/7e96dbb2a/DS260025.MP3,DS260025.MP3,mp3,73703968,yes,2025
2026-01-08,2026-01-08 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/dffef8ec2/DS260026.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/dffef8ec2/DS260026.MP3,DS260026.MP3,mp3,74952838,yes,2026
2026-02-05,2026-02-05 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/2587efc68/DS260028.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/2587efc68/DS260028.MP3,DS260028.MP3,mp3,204119865,yes,2026
2026-03-05,2026-03-05 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/6ee8ba79c/DS260031.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/6ee8ba79c/DS260031.MP3,DS260031.MP3,mp3,146269385,yes,2026
2026-04-02,2026-04-02 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/8fd2a9998/DS260032.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/8fd2a9998/DS260032.MP3,DS260032.MP3,mp3,138688063,yes,2026
2026-05-07,2026-05-07 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/244e01118/DS260034.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/244e01118/DS260034.MP3,DS260034.MP3,mp3,112316286,yes,2026
2026-06-04,2026-06-04 White City Council Meeting,Council,,,none,https://whitecity.utah.gov/files/5884f5575/DS260035.MP3,2026-07-13,na,"none (audio MP3/M4A — no caption track; Whisper candidate, not run)",,https://whitecity.utah.gov/files/5884f5575/DS260035.MP3,DS260035.MP3,mp3,164060567,yes,2026
