source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,1,2020-01-23,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-cup,high
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,2,2020-01-23,PlanningCommission,Land-Use/Zoning,Land-Use,Site-Plan-Design-Review,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-site,high
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,3,2020-01-23,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,,,,unanimous-declared,Passed unanimously,rule:lu-rezone,high
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,4,2020-01-23,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,died,,,,unknown,Died (no second),rule:lu-rezone,high
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,5,2020-01-23,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,5,1,,roll-call,Passed 5-to-1,rule:lu-rezone,high
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,6,2020-01-23,PlanningCommission,Procedural/Administrative,Public-Hearing,,procedural,pass,,,,unanimous-declared,Passed unanimously,rule:ph-openclose,high
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,7,2020-01-23,PlanningCommission,Procedural/Administrative,Appointment,,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:officer-elect,high
minutes/2020/2020-01-20/2020-01-23_planning-commission.md,8,2020-01-23,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,1,2020-02-13,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-cup,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,2,2020-02-13,PlanningCommission,Other,Other,,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:no-signal,low
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,3,2020-02-13,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,,,,unanimous-declared,Passed unanimously,rule:lu-rezone,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,4,2020-02-13,PlanningCommission,Other,Other,,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:no-signal,low
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,5,2020-02-13,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,5,1,,roll-call,Passed 5-to-1,crosswalk,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,6,2020-02-13,PlanningCommission,Land-Use/Zoning,Land-Use,Site-Plan-Design-Review,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-site,high
minutes/2020/2020-02-10/2020-02-13_planning-commission.md,7,2020-02-13,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-03-09/2020-03-12_planning-commission.md,1,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-cup,high
minutes/2020/2020-03-09/2020-03-12_planning-commission.md,2,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Site-Plan-Design-Review,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-site,high
minutes/2020/2020-03-09/2020-03-12_planning-commission.md,3,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,6,1,,roll-call,Passed 6-to-1,rule:lu-rezone,high
minutes/2020/2020-03-09/2020-03-12_planning-commission.md,4,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-03-09/2020-03-12_planning-commission.md,5,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-03-09/2020-03-12_planning-commission.md,6,2020-03-12,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-03-09/2020-03-12_planning-commission.md,7,2020-03-12,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-04-06/2020-04-09_planning-commission.md,1,2020-04-09,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-cup,high
minutes/2020/2020-04-06/2020-04-09_planning-commission.md,2,2020-04-09,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-cup,high
minutes/2020/2020-04-06/2020-04-09_planning-commission.md,3,2020-04-09,PlanningCommission,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,Passed unanimously,crosswalk,high
minutes/2020/2020-04-06/2020-04-09_planning-commission.md,4,2020-04-09,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,fail,3,4,,roll-call,Failed 3-to-4,rule:lu-subdiv,high
minutes/2020/2020-04-06/2020-04-09_planning-commission.md,5,2020-04-09,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,6,1,,roll-call,Passed 6-to-1,rule:lu-subdiv,high
minutes/2020/2020-04-06/2020-04-09_planning-commission.md,6,2020-04-09,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,procedural,pass,,,,unanimous-declared,Passed unanimously,rule:lu-rezone,high
minutes/2020/2020-04-06/2020-04-09_planning-commission.md,7,2020-04-09,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-04-20/2020-04-23_planning-commission.md,1,2020-04-23,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-subdiv,high
minutes/2020/2020-04-20/2020-04-23_planning-commission.md,2,2020-04-23,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,died,,,,unknown,Died (no second),rule:lu-subdiv,high
minutes/2020/2020-04-20/2020-04-23_planning-commission.md,3,2020-04-23,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-subdiv,high
minutes/2020/2020-04-20/2020-04-23_planning-commission.md,4,2020-04-23,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-subdiv,high
minutes/2020/2020-04-20/2020-04-23_planning-commission.md,5,2020-04-23,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,died,,,,unknown,Died (no second),rule:lu-rezone,high
minutes/2020/2020-04-20/2020-04-23_planning-commission.md,6,2020-04-23,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,4,2,,roll-call,Passed 4-to-2,rule:lu-rezone,high
minutes/2020/2020-04-20/2020-04-23_planning-commission.md,7,2020-04-23,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-04-20/2020-04-23_planning-commission.md,8,2020-04-23,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,,,,unanimous-declared,Passed unanimously,crosswalk,medium
minutes/2020/2020-04-20/2020-04-23_planning-commission.md,9,2020-04-23,PlanningCommission,Other,Other,,recommendation,pass,,,,unanimous-declared,Passed unanimously,rule:no-signal,low
minutes/2020/2020-05-11/2020-05-14_planning-commission.md,1,2020-05-14,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,2,,roll-call,Passed 5-to-2,rule:lu-subdiv,high
minutes/2020/2020-05-11/2020-05-14_planning-commission.md,2,2020-05-14,PlanningCommission,Ordinance,Ordinance,,recommendation,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-05-11/2020-05-14_planning-commission.md,3,2020-05-14,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-05-25/2020-05-28_planning-commission.md,1,2020-05-28,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,5,1,,roll-call,Passed 5-to-1,rule:lu-subdiv,high
minutes/2020/2020-05-25/2020-05-28_planning-commission.md,2,2020-05-28,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-cup,high
minutes/2020/2020-05-25/2020-05-28_planning-commission.md,3,2020-05-28,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-05-25/2020-05-28_planning-commission.md,4,2020-05-28,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-05-25/2020-05-28_planning-commission.md,5,2020-05-28,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
minutes/2020/2020-06-08/2020-06-11_planning-commission.md,1,2020-06-11,PlanningCommission,Land-Use/Zoning,Land-Use,Site-Plan-Design-Review,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-site,high
minutes/2020/2020-06-08/2020-06-11_planning-commission.md,2,2020-06-11,PlanningCommission,Other,Other,,final-action,fail,3,4,,roll-call,Failed 3-to-4,rule:no-signal,low
minutes/2020/2020-06-08/2020-06-11_planning-commission.md,3,2020-06-11,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,6,1,,roll-call,Passed 6-to-1,crosswalk,high
minutes/2020/2020-06-08/2020-06-11_planning-commission.md,4,2020-06-11,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,,,,unanimous-declared,Passed unanimously,rule:lu-subdiv,high
minutes/2020/2020-06-08/2020-06-11_planning-commission.md,5,2020-06-11,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,,,,unanimous-declared,Passed unanimously,crosswalk,high
