date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-06,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to adjourn.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Jimmie Hughes,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-06_city-council-regular-meeting.md
2020-01-06,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to adjourn.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Michele Randall,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-06_city-council-regular-meeting.md
2020-01-06,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to adjourn.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Bryan Smethurst,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-06_city-council-regular-meeting.md
2020-01-06,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to adjourn.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Gregg McArthur,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-06_city-council-regular-meeting.md
2020-01-06,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to adjourn.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Dannielle Larkin,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-06_city-council-regular-meeting.md
2020-01-09,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to approve the consent calendar as presented.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Jimmie Hughes,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md
2020-01-09,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to approve the consent calendar as presented.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Michele Randall,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md
2020-01-09,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to approve the consent calendar as presented.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Bryan Smethurst,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md
2020-01-09,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to approve the consent calendar as presented.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Gregg McArthur,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md
2020-01-09,2020,City Council Regular Meeting,Council,1,A motion was made by Councilmember Randall to approve the consent calendar as presented.,Procedural/Administrative,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Jimmie Hughes,Dannielle Larkin,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md
2020-01-09,2020,City Council Regular Meeting,Council,2,A motion was made by Councilmember Randall to approve the ordinance the zone from C-3 to PD-C on approximately 2.54 acres for development of a professional office building.,Land-Use/Zoning,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Bryan Smethurst,Jimmie Hughes,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md
2020-01-09,2020,City Council Regular Meeting,Council,2,A motion was made by Councilmember Randall to approve the ordinance the zone from C-3 to PD-C on approximately 2.54 acres for development of a professional office building.,Land-Use/Zoning,5-0 Pass (The vote was unanimous and the motion carried.),Michele Randall,Bryan Smethurst,Michele Randall,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-09_city-council-regular-meeting.md
