application_id,app_key,body_id,name,rep_title
1,Council|s|minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md|10,1,,to adopt the resolution appointing Councilmember Hales and Councilmember Cox to the Taxing Entity Committee of the Redevelopment Agency of Murray City
2,Council|s|minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md|5,1,,"to adopt the ordinance related to Land Use; amends the General Plan, Chapter 5 – Land Use and Urban Design, to include “Village Mixed Use” and “Centers Mixed Use” Zones"
3,Council|s|minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md|6,1,,"to approve the ordinance amending Chapter 15.08 of the Murray City Municipal Code, relating to Building Permits"
4,Council|s|minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md|2,1,,to adopt the ordinance considering McDonough zone map amendment from R-M-10 to R-1-8 for 5829 & 5837 S. Majestic Pine Drive
5,Council|s|minutes/2021/2021-12-06/2021-12-07_city-council-meeting.md|4,1,,"to adopt an ordinance amending the Murray City Standard Land Use Code related to adding a land-use category for Radiopharmaceutical Manufacturing and Products; and amending section 17.144.020 of the Murray City Municipal Code identifying radiopharmaceutical Manufacturing and products as permitted uses in specified zoning districts and directs staff to exclude the following section 17.148.020, 17.160020, and 17.174.020"
6,Council|s|minutes/2021/2021-12-06/2021-12-07_city-council-meeting.md|5,1,,"to adopt an ordinance relating to land use; amending the Zoning Map for the property located at approximately 5700 South 800 West, Murray City, Utah from A- 1 (Agricultural) to the R-1-8 (Low-Density Single Family) Zoning District"
7,Council|s|minutes/2021/2021-12-06/2021-12-07_city-council-meeting.md|6,1,,"to adopt the ordinance relating to land use; amends the Zoning Map for the properties located at approximately 871 West Tripp Lane, Murray City, Utah from R- 1-8 (Low-Density Single Family) to R-1-6 (Low/Medium Density Residential)"
8,Council|s|minutes/2021/2021-12-06/2021-12-07_city-council-meeting.md|7,1,,"to adopt an ordinance relating to land use; amends the General Plan from General Commercial to Village and Centers Mixed-use and amends the Zoning Map from C-N to CMU for the properties located at 5283, 5217, 5157, and 5177 South State Street and 151 East 5300 South, Murray, Utah"
9,Council|s|minutes/2022/2022-09-05/2022-09-06_city-council-meeting.md|2,1,,to approve the recommendations to permanently close and vacate an unused Public Utility Easement at 4994 South Commerce Drive
10,Council|fireclay transportation master plan,1,Fireclay Transportation Master Plan,to approve an ordinance amending the Fireclay Transportation Master Plan for the Fireclay Redevelopment Project Area
11,Council|s|minutes/2022/2022-09-19/2022-09-20_city-council-meeting.md|5,1,,to adopt an ordinance related to land use; amends General Plan Chapter Nine related to Moderate Income Housing Strategies
12,Council|s|minutes/2022/2022-09-19/2022-09-20_city-council-meeting.md|6,1,,"to approve the ordinance request related to land use; amending the General Plan from General Commercial to Residential Medium Density and amending the Zoning Map from C-D (Commercial Development) to R-M-15 (Residential Medium Density) for the properties addressed 861 East Winchester Street and 6520, 6550 & 6580 South 900 East, Murray, Utah"
13,Council|s|minutes/2022/2022-10-03/2022-10-04_city-council-meeting.md|3,1,,"to approve the ordinance relating to land use; amends the General Plan from Low-Density Residential and Office to Medium Density Residential and amends the Zoning Map from G-O (General Office) and R-1-8 (Single-Family Low-Density Residential) to R-M-15 (Multi-Family Medium Density Residential) for the properties located at 787 and 825-865 East 4800 South, Murray, Utah"
14,Council|s|minutes/2022/2022-10-03/2022-10-04_city-council-meeting.md|4,1,,"to approve the ordinance relating to land use; amend the Zoning Map for the property located at 98 West Winchester Street, Murray City, Utah from R-1- 8 (Residential Low Density) to R-N-B (Residential Neighborhood Business)"
15,Council|s|minutes/2022/2022-10-03/2022-10-04_city-council-meeting.md|5,1,,"to approve the ordinance relating to land use; amend the Zoning Map for the property located at 64 and 72 West Woodrow Street, Murray City, Utah from G-O (General Office) to R-1-8 (Residential Low Density)"
16,Council|s|minutes/2022/2022-10-17/2022-10-18_city-council-meeting.md|2,1,,"to approve the ordinance amending Chapter 17.16 and sections 17.08.020, 17.36.050, 17.52.150, 17.54.090, 17.54.100, 17.56.080, 17.56.090, 17.56.100, 17.56.110, 17.56.120, 17.56.130, 17.56.140, 17.60.060 AND 17.170.050 and repealing Section 17.12.110 of the Murray City Municipal Code relating to Land Use Appeals and Variance"
17,Council|s|minutes/2022/2022-12-05/2022-12-06_city-council-meeting.md|2,1,,"to approve the ordinance relating to land use; amend the General Plan from Low-Density Residential to Neighborhood Business and amend the Zoning Map from R-1-8 (Residential Low Density) to R-N-B (Residential Neighborhood Business) for the property located at 97 West Winchester Street, Murray, Utah"
18,Council|s|minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md|2,1,,to consider an ordinance amending Section 3.04.050 of the Murray City Municipal Code regarding electronic payment fees
19,Council|s|minutes/2023/2023-02-06/2023-02-07_city-council-meeting.md|3,1,,to approve the ordinance amending Section 17.78.050 of the Murray City Municipal Code relating to the minimum area required for detached accessory dwelling units
20,Council|s|minutes/2023/2023-03-06/2023-03-07_city-council-meeting.md|2,1,,"to adopt the Consider an ordinance amending sections 17.170.120, 17.170.140, AND 17.170.160 of the Murray City Municipal Code relating to the Murray City Center District (MCCD) Zone"
