meeting_id,body_id,meeting_date,title,source_file
1,1,2020-01-07,"January 7, 2020 City Council Meeting Minutes",minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md
2,1,2020-01-21,"January 21, 2020 City Council Meeting Minutes",minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
3,1,2020-02-18,"February 18, 2020 City Council Meeting Minutes",minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
4,1,2020-03-03,"March 3, 2020 City Council Meeting Minutes",minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md
5,1,2020-03-17,"March 17, 2020 City Council Meeting Minutes",minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md
6,1,2020-04-07,"April 7, 2020 City Council Meeting Minutes",minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
7,1,2020-04-21,"April 21, 2020 City Council Meeting Minutes",minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md
8,1,2020-05-05,"May 5, 2020 City Council Meeting Minutes",minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md
9,1,2020-05-19,"May 19, 2020 City Council Meeting Minutes",minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md
10,1,2020-06-02,"June 2, 2020 City Council Meeting Minutes",minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md
11,1,2020-06-16,"June 16, 2020 City Council Meeting Minutes",minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md
12,1,2020-07-07,"July 7, 2020 City Council Meeting Minutes",minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md
13,1,2020-07-21,"July 21, 2020 City Council Meeting Minutes",minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md
14,1,2020-08-04,"August 4, 2020 City Council Meeting Minutes",minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md
15,1,2020-08-25,"August 25, 2020 City Council Meeting Minutes",minutes/2020/2020-08-24/2020-08-25_city-council-meeting.md
16,1,2020-09-01,"September 1, 2020 City Council Meeting Minutes",minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md
17,1,2020-09-15,"September 15, 2020 City Council Meeting Minutes",minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md
18,1,2020-10-06,"October 6, 2020 City Council Meeting Minutes",minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md
19,1,2020-10-20,"October 20, 2020 City Council Meeting Minutes",minutes/2020/2020-10-19/2020-10-20_city-council-meeting.md
20,1,2020-11-10,"November 10, 2020 City Council Meeting Minutes",minutes/2020/2020-11-09/2020-11-10_city-council-meeting.md
21,1,2020-11-17,"November 17, 2020 City Council Meeting Minutes",minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md
22,1,2020-12-01,"December 1, 2020 City Council Meeting Minutes",minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md
23,1,2020-12-08,"December 8, 2020 City Council Meeting Minutes",minutes/2020/2020-12-07/2020-12-08_city-council-meeting.md
24,1,2021-01-05,"January 5, 2021 City Council Meeting Minutes",minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md
25,1,2021-01-19,"January 19, 2021 City Council Meeting Minutes",minutes/2021/2021-01-18/2021-01-19_city-council-meeting.md
26,1,2021-02-02,"February 2, 2021 City Council Meeting Minutes",minutes/2021/2021-02-01/2021-02-02_city-council-meeting.md
27,1,2021-02-16,"February 16, 2021 City Council Meeting Minutes",minutes/2021/2021-02-15/2021-02-16_city-council-meeting.md
28,1,2021-03-02,"March 2, 2021 City Council Meeting Minutes",minutes/2021/2021-03-01/2021-03-02_city-council-meeting.md
29,1,2021-03-16,"March 16, 2021 City Council Meeting Minutes",minutes/2021/2021-03-15/2021-03-16_city-council-meeting.md
30,1,2021-04-06,"April 6, 2021 City Council Meeting Minutes",minutes/2021/2021-04-05/2021-04-06_city-council-meeting.md
31,1,2021-04-20,"April 20, 2021 City Council Meeting Minutes",minutes/2021/2021-04-19/2021-04-20_city-council-meeting.md
32,1,2021-05-18,"May 18, 2021 City Council Meeting Minutes",minutes/2021/2021-05-17/2021-05-18_city-council-meeting.md
33,1,2021-06-01,"June 1, 2021 City Council Meeting Minutes",minutes/2021/2021-05-31/2021-06-01_city-council-meeting.md
34,1,2021-06-15,"June 15, 2021 City Council Meeting Minutes",minutes/2021/2021-06-14/2021-06-15_city-council-meeting.md
35,1,2021-07-06,"July 6, 2021 City Council Meeting Minutes",minutes/2021/2021-07-05/2021-07-06_city-council-meeting.md
36,1,2021-07-20,"July 20, 2021 City Council Meeting Minutes",minutes/2021/2021-07-19/2021-07-20_city-council-meeting.md
37,1,2021-08-24,"August 24, 2021 City Council Meeting Minutes",minutes/2021/2021-08-23/2021-08-24_city-council-meeting.md
38,1,2021-09-07,"September 7, 2021 City Council Meeting Minutes",minutes/2021/2021-09-06/2021-09-07_city-council-meeting.md
39,1,2021-09-21,"September 21, 2021 City Council Meeting Minutes",minutes/2021/2021-09-20/2021-09-21_city-council-meeting.md
40,1,2021-10-05,"October 5, 2021 City Council Meeting Minutes",minutes/2021/2021-10-04/2021-10-05_city-council-meeting.md
41,1,2021-10-19,"October 19, 2021 City Council Meeting Minutes",minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md
42,1,2021-11-16,"November 16, 2021 City Council Meeting Minutes",minutes/2021/2021-11-15/2021-11-16_city-council-meeting.md
43,1,2021-12-07,"December 7, 2021 City Council Meeting Minutes",minutes/2021/2021-12-06/2021-12-07_city-council-meeting.md
44,1,2022-01-04,"January 4, 2022 City Council Meeting Minutes",minutes/2022/2022-01-03/2022-01-04_city-council-meeting.md
45,1,2022-01-18,"January 18, 2022 City Council Meeting Minutes",minutes/2022/2022-01-17/2022-01-18_city-council-meeting.md
46,1,2022-02-01,"February 1, 2022 City Council Meeting Minutes",minutes/2022/2022-01-31/2022-02-01_city-council-meeting.md
