referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,2,Council,193,PlanningCommission,subject,medium,,0.536,2021-10-19,2021-09-02,47,
2,4,Council,189,PlanningCommission,subject,medium,,0.593,2021-11-16,2021-09-02,75,
3,4,Council,190,PlanningCommission,address+subject,high,5837 s majestic pine,0.588,2021-11-16,2021-09-02,75,
4,5,Council,196,PlanningCommission,subject,medium,,0.614,2021-12-07,2021-10-07,61,
5,6,Council,199,PlanningCommission,address+subject,high,5700 s 800 w,0.868,2021-12-07,2021-10-21,47,
6,7,Council,200,PlanningCommission,address+subject,high,871 w tripp,0.854,2021-12-07,2021-10-21,47,
7,8,Council,125,PlanningCommission,address+subject,high,151 e 5300 s; 5177 s state,0.818,2021-12-07,2020-12-17,355,
8,8,Council,126,PlanningCommission,address+subject,high,5177 s state,0.888,2021-12-07,2020-12-17,355,
9,8,Council,203,PlanningCommission,address+subject,high,151 e 5300 s; 5177 s state,0.851,2021-12-07,2021-10-21,47,
10,8,Council,204,PlanningCommission,address+subject,high,151 e 5300 s; 5177 s state,0.912,2021-12-07,2021-10-21,47,
11,10,Council,262,PlanningCommission,subject,medium,,0.81,2022-09-20,2022-07-21,61,
12,12,Council,201,PlanningCommission,address+subject,high,6580 s 900 e,0.409,2022-09-20,2021-10-21,334,
13,12,Council,202,PlanningCommission,address+subject,high,6580 s 900 e,0.458,2022-09-20,2021-10-21,334,
14,12,Council,260,PlanningCommission,address+subject,high,6580 s 900 e; 861 e winchester,0.713,2022-09-20,2022-07-21,61,
15,12,Council,261,PlanningCommission,address+subject,high,6580 s 900 e,0.52,2022-09-20,2022-07-21,61,
16,13,Council,252,PlanningCommission,subject,medium,,0.417,2022-10-04,2022-07-07,89,
17,14,Council,276,PlanningCommission,subject,medium,,0.416,2022-10-04,2022-10-06,-2,
18,15,Council,258,PlanningCommission,address+subject,high,72 w woodrow,0.663,2022-10-04,2022-07-21,75,
19,15,Council,259,PlanningCommission,address+subject,high,72 w woodrow,0.252,2022-10-04,2022-07-21,75,
20,17,Council,276,PlanningCommission,address+subject,high,97 w winchester,0.416,2022-12-06,2022-10-06,61,
21,17,Council,277,PlanningCommission,address+subject,high,97 w winchester,0.325,2022-12-06,2022-10-06,61,
22,19,Council,286,PlanningCommission,subject,medium,,0.395,2023-02-07,2022-11-17,82,
23,29,Council,313,PlanningCommission,address+subject,high,780 w 5300 s; 845 w clover meadow,0.816,2023-10-17,2023-07-20,89,
24,29,Council,314,PlanningCommission,address+subject,high,780 w 5300 s; 845 w clover meadow,0.791,2023-10-17,2023-07-20,89,
