motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,to approve both sets of minutes,Procedural/Administrative,3-0,Pass,council_vote,,procedural,keyword,high,,,,5,7,1,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
2,1,1,2,to adopt the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,24,7,1,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
3,1,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,24,1,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
4,1,1,4,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,5,1,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
5,1,1,5,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,11,1,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
6,1,1,6,Dale Cox for City Council Chair. No other nominations were given,Appointment,"Voice vote taken, all “ayes.”",Pass,council_vote,,,unclassified,low,,,,7,,0,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
7,1,1,7,Rosalba Dominguez for City Council Vice-Chair. No other nominations were given,Appointment,"Voice vote taken, all “ayes.”",Pass,council_vote,,,unclassified,low,,,,5,,0,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
8,1,1,8,Diane Turner for Budget and Finance Committee Chair. No other nominations were given,Appointment,"Voice vote taken, all “ayes.”",Pass,council_vote,,,unclassified,low,,,,5,,0,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
9,1,1,9,Kat Martinez for Budget and Finance Committee Vice- Chair. No other nominations were given,Appointment,"Voice vote taken, all “ayes.”",Pass,council_vote,,,unclassified,low,,,,7,,0,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
10,1,1,10,to adopt the resolution appointing Councilmember Hales and Councilmember Cox to the Taxing Entity Committee of the Redevelopment Agency of Murray City,Land-Use/Zoning,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,1,singleton,high,7,,1,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
11,1,1,11,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,minutes
12,2,1,1,to approve the minutes. The motion was,Procedural/Administrative,"Voice vote taken, all “ayes.”",Pass,council_vote,,procedural,keyword,high,,,,11,,0,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
13,2,1,2,to adopt the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,11,5,1,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
14,2,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,,1,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
15,2,1,4,to adopt the resolution with the amendments made by Councilmember Dominguez,Resolution,Motion passed 4-0-1,Pass,council_vote,,approve,keyword,high,,,,7,,1,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
16,2,1,5,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,5,1,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
17,2,1,6,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,24,1,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
18,2,1,7,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,11,1,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,minutes
19,3,1,1,to approve the minutes. The motion was,Procedural/Administrative,"Voice vote taken, all “ayes.”",Pass,council_vote,,procedural,keyword,high,,,,7,24,0,minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,minutes
20,3,1,2,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,7,1,minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,minutes
21,4,1,1,to approve the minutes. The motion was,Procedural/Administrative,"Voice vote taken, all “ayes.”",Pass,council_vote,,procedural,keyword,high,,,,7,,0,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,minutes
22,4,1,2,to adopt the Consent Agenda,Procedural/Administrative,Motion passed 4-0,Pass,council_vote,,procedural,keyword,high,,,,7,24,1,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,minutes
23,4,1,3,to adopt the ordinance,Ordinance,Motion passed 4-0,Pass,council_vote,,approve,keyword,high,,,,11,7,1,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,minutes
24,4,1,4,to adopt the ordinance,Ordinance,Motion passed 4-0,Pass,council_vote,,approve,keyword,high,,,,24,11,1,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,minutes
25,4,1,5,to adopt the resolution,Resolution,Motion passed 4-0,Pass,council_vote,,approve,keyword,high,,,,7,11,1,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,minutes
26,4,1,6,to adopt the ordinance,Ordinance,Motion passed 4-0,Pass,council_vote,,approve,keyword,high,,,,11,24,1,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,minutes
27,5,1,1,to approve the minutes. The motion was,Procedural/Administrative,"Voice vote taken, all “ayes.”",Pass,council_vote,,procedural,keyword,high,,,,7,,0,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,minutes
28,5,1,2,to adopt the Joint Resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,3,1,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,minutes
29,5,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,7,1,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,minutes
30,5,1,4,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,7,1,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,minutes
31,5,1,5,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,7,1,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,minutes
32,5,1,6,to approve the revisions to the Murray City Council Travel Policy,Other,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,11,1,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,minutes
33,5,1,7,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,7,1,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,minutes
34,6,1,1,to approve the minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,7,11,1,minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,minutes
35,6,1,2,to adopt the Joint Resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,7,1,minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,minutes
36,6,1,3,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,7,1,minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,minutes
37,6,1,4,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,minutes
38,6,1,5,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,7,1,minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,minutes
39,6,1,6,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,11,1,minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md,minutes
40,7,1,1,to approve the minutes. The motion was,Procedural/Administrative,"Voice vote taken, all “ayes.”",Pass,council_vote,,procedural,keyword,high,,,,3,,0,minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,minutes
41,7,1,2,to adopt the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,7,5,1,minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,minutes
42,7,1,3,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,minutes
43,7,1,4,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,11,1,minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,minutes
44,7,1,5,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,5,1,minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,minutes
45,7,1,6,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,7,1,minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md,minutes
46,8,1,1,to approve the minutes. The motion was,Procedural/Administrative,"Voice vote taken, all “ayes.”",Pass,council_vote,,procedural,keyword,high,,,,3,,0,minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
47,8,1,2,to approve the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,5,24,1,minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
48,8,1,3,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,11,1,minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
49,8,1,4,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,5,1,minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md,minutes
50,9,1,1,to approve the minutes. The motion was,Procedural/Administrative,"Voice vote taken, all “ayes.”",Pass,council_vote,,procedural,keyword,high,,,,5,,0,minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,minutes
51,9,1,2,to adopt the Joint Resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,5,1,minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,minutes
52,9,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,minutes
53,9,1,4,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,3,1,minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,minutes
54,9,1,5,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,5,1,minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,minutes
55,9,1,6,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,11,1,minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,minutes
56,9,1,7,"to adopt the resolution and schedule a hearing to receive public comment on June 2, 2020",Resolution,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,5,,1,minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,minutes
57,9,1,8,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,24,1,minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md,minutes
58,10,1,1,to approve the minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,5,11,1,minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
59,10,1,2,to approve the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,5,7,1,minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
60,10,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,11,1,minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
61,10,1,4,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,5,1,minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
62,10,1,5,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,5,1,minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
63,10,1,6,"to leave the comment period open and continue the public hearing and Council consideration on the final 2020-2021 Fiscal Year Budget until June 16, 2020",Public Hearing Action,Motion passed 5-0,Pass,council_vote,,procedural,keyword,medium,,,,5,24,1,minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
64,10,1,7,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
65,10,1,8,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,11,1,minutes/2020/2020-06-01/2020-06-02_city-council-meeting.md,minutes
66,11,1,1,to approve the minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,11,7,1,minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
67,11,1,2,to approve the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,7,5,1,minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
68,11,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
69,11,1,4,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,24,1,minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
70,11,1,5,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,7,1,minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
71,11,1,6,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
72,11,1,7,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,24,1,minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
73,11,1,8,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,5,1,minutes/2020/2020-06-15/2020-06-16_city-council-meeting.md,minutes
74,12,1,1,to approve the minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,7,5,1,minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
75,12,1,2,to adopt the Joint Resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,3,1,minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
76,12,1,3,to approve the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,3,7,1,minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
77,12,1,4,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,24,1,minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
78,12,1,5,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,5,1,minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
79,12,1,6,Diane Turner for City Council Vice-Chair. No other nominations were given,Appointment,5-0,Pass,council_vote,,,unclassified,low,,,,3,,1,minutes/2020/2020-07-06/2020-07-07_city-council-meeting.md,minutes
80,13,1,1,to approve the minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,7,3,1,minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
81,13,1,2,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
82,13,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,5,1,minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
83,13,1,4,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,3,1,minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
84,13,1,5,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,5,1,minutes/2020/2020-07-20/2020-07-21_city-council-meeting.md,minutes
85,14,1,1,to approve the minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,7,,1,minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
86,14,1,2,to adopt the ordinance,Ordinance,Motion passed 4-0 (1 Abstention),Pass,council_vote,,approve,keyword,high,,,,3,,1,minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
87,14,1,3,to adopt the ordinance,Ordinance,Motion passed 4-1,Pass,council_vote,,approve,keyword,high,,,,24,,1,minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
88,14,1,4,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,,1,minutes/2020/2020-08-03/2020-08-04_city-council-meeting.md,minutes
89,15,1,1,to approve the minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,3,,1,minutes/2020/2020-08-24/2020-08-25_city-council-meeting.md,minutes
90,15,1,2,to approve the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,7,24,1,minutes/2020/2020-08-24/2020-08-25_city-council-meeting.md,minutes
91,15,1,3,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,,1,minutes/2020/2020-08-24/2020-08-25_city-council-meeting.md,minutes
92,15,1,4,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,,1,minutes/2020/2020-08-24/2020-08-25_city-council-meeting.md,minutes
93,15,1,5,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,,1,minutes/2020/2020-08-24/2020-08-25_city-council-meeting.md,minutes
94,16,1,1,to adopt the ordinance,Ordinance,Motion passed 4-0,Pass,council_vote,,approve,keyword,high,,,,3,,1,minutes/2020/2020-08-31/2020-09-01_city-council-meeting.md,minutes
95,17,1,1,to approve both sets of minutes,Procedural/Administrative,Motion passed 4-0,Pass,council_vote,,procedural,keyword,high,,,,3,11,1,minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,minutes
96,17,1,2,to adopt the resolution,Resolution,Motion passed 4-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,minutes
97,17,1,3,to adopt the ordinance,Ordinance,Motion passed 4-0,Pass,council_vote,,approve,keyword,high,,,,3,,1,minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,minutes
98,17,1,4,to adopt the resolution,Resolution,Motion passed 4-0,Pass,council_vote,,approve,keyword,high,,,,3,,1,minutes/2020/2020-09-14/2020-09-15_city-council-meeting.md,minutes
99,18,1,1,to approve the minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,24,,1,minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
100,18,1,2,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
101,18,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,,1,minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
102,18,1,4,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
103,18,1,5,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,,1,minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
104,18,1,6,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,3,,1,minutes/2020/2020-10-05/2020-10-06_city-council-meeting.md,minutes
105,19,1,1,to approve the minutes,Procedural/Administrative,"Voice vote taken, all “ayes.”",Pass,council_vote,,procedural,keyword,high,,,,11,,0,minutes/2020/2020-10-19/2020-10-20_city-council-meeting.md,minutes
106,19,1,2,to adopt a resolution approving to withdraw from the UAMPS Carbon Free Power Project,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,24,1,minutes/2020/2020-10-19/2020-10-20_city-council-meeting.md,minutes
107,19,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,,1,minutes/2020/2020-10-19/2020-10-20_city-council-meeting.md,minutes
108,20,1,1,to approve the minutes,Procedural/Administrative,"Voice vote taken, all “ayes.”",Pass,council_vote,,procedural,keyword,high,,,,11,,0,minutes/2020/2020-11-09/2020-11-10_city-council-meeting.md,minutes
109,20,1,2,to approve the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,24,1,minutes/2020/2020-11-09/2020-11-10_city-council-meeting.md,minutes
110,20,1,3,to approve the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,24,7,1,minutes/2020/2020-11-09/2020-11-10_city-council-meeting.md,minutes
111,20,1,4,to approve the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,11,5,1,minutes/2020/2020-11-09/2020-11-10_city-council-meeting.md,minutes
112,20,1,5,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,,1,minutes/2020/2020-11-09/2020-11-10_city-council-meeting.md,minutes
113,21,1,1,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,,1,minutes/2020/2020-11-16/2020-11-17_city-council-meeting.md,minutes
114,22,1,1,to approve both sets of minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,24,7,1,minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,minutes
115,22,1,2,to approve the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,3,5,1,minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,minutes
116,22,1,3,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,minutes
117,22,1,4,to adopt the ordinance,Ordinance,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,5,,1,minutes/2020/2020-11-30/2020-12-01_city-council-meeting.md,minutes
118,23,1,1,to approve the Consent Agenda,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,3,7,1,minutes/2020/2020-12-07/2020-12-08_city-council-meeting.md,minutes
119,23,1,2,to adopt the resolution,Resolution,Motion passed 5-0,Pass,council_vote,,approve,keyword,high,,,,7,,1,minutes/2020/2020-12-07/2020-12-08_city-council-meeting.md,minutes
120,24,1,1,to approve both sets of minutes,Procedural/Administrative,Motion passed 5-0,Pass,council_vote,,procedural,keyword,high,,,,3,24,1,minutes/2021/2021-01-04/2021-01-05_city-council-meeting.md,minutes
