dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,3,0,,roll-call,3-0,crosswalk,high,1
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,2,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,2
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,3,2020-01-07,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,3
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,4,2020-01-07,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,4
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,5,2020-01-07,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,5
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,6,2020-01-07,Council,Appointment,Appointment,,final-action,unknown,,,,voice,"Voice vote taken, all “ayes.”",crosswalk,high,6
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,7,2020-01-07,Council,Appointment,Appointment,,final-action,unknown,,,,voice,"Voice vote taken, all “ayes.”",crosswalk,high,7
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,8,2020-01-07,Council,Appointment,Budget,,final-action,unknown,,,,voice,"Voice vote taken, all “ayes.”",rule:budget,high,8
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,9,2020-01-07,Council,Appointment,Budget,,final-action,unknown,,,,voice,"Voice vote taken, all “ayes.”",rule:budget,high,9
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,10,2020-01-07,Council,Land-Use/Zoning,Appointment,,final-action,pass,5,0,,roll-call,Motion passed 5-0,rule:appoint,high,10
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,11,2020-01-07,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,11
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,1,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,voice,"Voice vote taken, all “ayes.”",crosswalk,high,12
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,2,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,13
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,3,2020-01-21,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,14
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,4,2020-01-21,Council,Resolution,Resolution,,final-action,pass,4,0,,roll-call,Motion passed 4-0-1,crosswalk,high,15
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,5,2020-01-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,16
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,6,2020-01-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,17
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,7,2020-01-21,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,18
meeting_minutes,minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,1,2020-02-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,voice,"Voice vote taken, all “ayes.”",crosswalk,high,19
meeting_minutes,minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md,2,2020-02-18,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,20
meeting_minutes,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,1,2020-03-03,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,voice,"Voice vote taken, all “ayes.”",crosswalk,high,21
meeting_minutes,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,2,2020-03-03,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,roll-call,Motion passed 4-0,crosswalk,high,22
meeting_minutes,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,3,2020-03-03,Council,Ordinance,Ordinance,,final-action,pass,4,0,,roll-call,Motion passed 4-0,crosswalk,high,23
meeting_minutes,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,4,2020-03-03,Council,Ordinance,Ordinance,,final-action,pass,4,0,,roll-call,Motion passed 4-0,crosswalk,high,24
meeting_minutes,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,5,2020-03-03,Council,Resolution,Resolution,,final-action,pass,4,0,,roll-call,Motion passed 4-0,crosswalk,high,25
meeting_minutes,minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md,6,2020-03-03,Council,Ordinance,Ordinance,,final-action,pass,4,0,,roll-call,Motion passed 4-0,crosswalk,high,26
meeting_minutes,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,1,2020-03-17,Council,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,voice,"Voice vote taken, all “ayes.”",crosswalk,high,27
meeting_minutes,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,2,2020-03-17,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,28
meeting_minutes,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,3,2020-03-17,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,29
meeting_minutes,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,4,2020-03-17,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,30
meeting_minutes,minutes/2020/2020-03-16/2020-03-17_city-council-meeting.md,5,2020-03-17,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high,31
