year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2016,municipal general,Council,1,Millcreek City Council District 1,MIL012,DIANE ANGUS,40,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL012,SILVIA CATTEN,38,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL013,DIANE ANGUS,188,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL013,SILVIA CATTEN,217,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL014,DIANE ANGUS,68,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL014,SILVIA CATTEN,53,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL015,DIANE ANGUS,116,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL015,SILVIA CATTEN,203,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL016,DIANE ANGUS,248,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL016,SILVIA CATTEN,355,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL018,DIANE ANGUS,261,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL018,SILVIA CATTEN,213,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL019,DIANE ANGUS,182,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL019,SILVIA CATTEN,273,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL025,DIANE ANGUS,108,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL025,SILVIA CATTEN,134,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL026,DIANE ANGUS,320,False
2016,municipal general,Council,1,Millcreek City Council District 1,MIL026,SILVIA CATTEN,438,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL001,DWAYNE A VANCE,214,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL001,DWIGHT MARCHANT,328,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL004,DWAYNE A VANCE,210,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL004,DWIGHT MARCHANT,418,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL008,DWAYNE A VANCE,206,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL008,DWIGHT MARCHANT,252,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL010,DWAYNE A VANCE,250,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL010,DWIGHT MARCHANT,382,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL011,DWAYNE A VANCE,173,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL011,DWIGHT MARCHANT,219,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL020,DWAYNE A VANCE,143,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL020,DWIGHT MARCHANT,198,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL022,DWAYNE A VANCE,310,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL022,DWIGHT MARCHANT,268,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL024,DWAYNE A VANCE,329,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL024,DWIGHT MARCHANT,285,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL029,DWAYNE A VANCE,324,False
2016,municipal general,Council,2,Millcreek City Council District 2,MIL029,DWIGHT MARCHANT,211,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR001,JEM KELLER,190,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR001,CHERI M. JACKSON,301,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR002,JEM KELLER,234,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR002,CHERI M. JACKSON,247,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR004,JEM KELLER,258,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR004,CHERI M. JACKSON,274,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR005,JEM KELLER,261,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR005,CHERI M. JACKSON,306,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR007,JEM KELLER,253,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR007,CHERI M. JACKSON,297,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR008,JEM KELLER,166,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR008,CHERI M. JACKSON,325,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR009,JEM KELLER,159,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR009,CHERI M. JACKSON,279,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR010,JEM KELLER,248,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR010,CHERI M. JACKSON,503,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR011,JEM KELLER,146,False
2016,municipal general,Council,3,Millcreek City Council District 3,CNR011,CHERI M. JACKSON,492,False
2016,municipal general,Council,3,Millcreek City Council District 3,EMC001,JEM KELLER,235,False
2016,municipal general,Council,3,Millcreek City Council District 3,EMC001,CHERI M. JACKSON,379,False
2016,municipal general,Council,3,Millcreek City Council District 3,MIL007,JEM KELLER,136,False
2016,municipal general,Council,3,Millcreek City Council District 3,MIL007,CHERI M. JACKSON,155,False
2016,municipal general,Council,3,Millcreek City Council District 3,MOL001,JEM KELLER,301,False
2016,municipal general,Council,3,Millcreek City Council District 3,MOL001,CHERI M. JACKSON,223,False
2016,municipal general,Council,3,Millcreek City Council District 3,MOL002,JEM KELLER,334,False
2016,municipal general,Council,3,Millcreek City Council District 3,MOL002,CHERI M. JACKSON,252,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC003,BEV UIPI,313,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC003,SERAYA AMIRTHALINGAM,202,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC004,BEV UIPI,474,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC004,SERAYA AMIRTHALINGAM,264,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC005,BEV UIPI,419,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC005,SERAYA AMIRTHALINGAM,164,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC006,BEV UIPI,535,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC006,SERAYA AMIRTHALINGAM,134,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC007,BEV UIPI,500,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC007,SERAYA AMIRTHALINGAM,120,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC008,BEV UIPI,508,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC008,SERAYA AMIRTHALINGAM,318,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC010,BEV UIPI,467,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC010,SERAYA AMIRTHALINGAM,145,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC011,BEV UIPI,341,False
2016,municipal general,Council,4,Millcreek City Council District 4,EMC011,SERAYA AMIRTHALINGAM,126,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL003,BEV UIPI,217,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL003,SERAYA AMIRTHALINGAM,292,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL004,BEV UIPI,180,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL004,SERAYA AMIRTHALINGAM,204,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL005,BEV UIPI,189,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL005,SERAYA AMIRTHALINGAM,267,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL006,BEV UIPI,260,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL006,SERAYA AMIRTHALINGAM,422,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL007,BEV UIPI,152,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL007,SERAYA AMIRTHALINGAM,202,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL008,BEV UIPI,189,False
2016,municipal general,Council,4,Millcreek City Council District 4,MOL008,SERAYA AMIRTHALINGAM,260,False
2016,municipal general,Mayor,,Millcreek City Mayor,CNR001,JEFF SILVESTRINI,474,False
2016,municipal general,Mayor,,Millcreek City Mayor,CNR002,JEFF SILVESTRINI,418,False
2016,municipal general,Mayor,,Millcreek City Mayor,CNR004,JEFF SILVESTRINI,465,False
2016,municipal general,Mayor,,Millcreek City Mayor,CNR005,JEFF SILVESTRINI,496,False
2016,municipal general,Mayor,,Millcreek City Mayor,CNR007,JEFF SILVESTRINI,508,False
2016,municipal general,Mayor,,Millcreek City Mayor,CNR008,JEFF SILVESTRINI,444,False
2016,municipal general,Mayor,,Millcreek City Mayor,CNR009,JEFF SILVESTRINI,386,False
2016,municipal general,Mayor,,Millcreek City Mayor,CNR010,JEFF SILVESTRINI,666,False
2016,municipal general,Mayor,,Millcreek City Mayor,CNR011,JEFF SILVESTRINI,560,False
2016,municipal general,Mayor,,Millcreek City Mayor,EMC001,JEFF SILVESTRINI,562,False
2016,municipal general,Mayor,,Millcreek City Mayor,EMC003,JEFF SILVESTRINI,471,False
2016,municipal general,Mayor,,Millcreek City Mayor,EMC004,JEFF SILVESTRINI,677,False
2016,municipal general,Mayor,,Millcreek City Mayor,EMC005,JEFF SILVESTRINI,525,False
2016,municipal general,Mayor,,Millcreek City Mayor,EMC006,JEFF SILVESTRINI,578,False
2016,municipal general,Mayor,,Millcreek City Mayor,EMC007,JEFF SILVESTRINI,566,False
2016,municipal general,Mayor,,Millcreek City Mayor,EMC008,JEFF SILVESTRINI,738,False
2016,municipal general,Mayor,,Millcreek City Mayor,EMC010,JEFF SILVESTRINI,541,False
2016,municipal general,Mayor,,Millcreek City Mayor,EMC011,JEFF SILVESTRINI,423,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL001,JEFF SILVESTRINI,540,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL004,JEFF SILVESTRINI,599,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL007,JEFF SILVESTRINI,272,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL008,JEFF SILVESTRINI,484,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL010,JEFF SILVESTRINI,613,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL011,JEFF SILVESTRINI,413,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL012,JEFF SILVESTRINI,84,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL013,JEFF SILVESTRINI,397,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL014,JEFF SILVESTRINI,122,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL015,JEFF SILVESTRINI,294,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL016,JEFF SILVESTRINI,603,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL018,JEFF SILVESTRINI,435,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL019,JEFF SILVESTRINI,436,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL020,JEFF SILVESTRINI,334,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL022,JEFF SILVESTRINI,608,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL024,JEFF SILVESTRINI,631,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL025,JEFF SILVESTRINI,229,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL026,JEFF SILVESTRINI,742,False
2016,municipal general,Mayor,,Millcreek City Mayor,MIL029,JEFF SILVESTRINI,508,False
2016,municipal general,Mayor,,Millcreek City Mayor,MOL001,JEFF SILVESTRINI,440,False
2016,municipal general,Mayor,,Millcreek City Mayor,MOL002,JEFF SILVESTRINI,577,False
2016,municipal general,Mayor,,Millcreek City Mayor,MOL003,JEFF SILVESTRINI,427,False
2016,municipal general,Mayor,,Millcreek City Mayor,MOL004,JEFF SILVESTRINI,338,False
2016,municipal general,Mayor,,Millcreek City Mayor,MOL005,JEFF SILVESTRINI,396,False
2016,municipal general,Mayor,,Millcreek City Mayor,MOL006,JEFF SILVESTRINI,571,False
2016,municipal general,Mayor,,Millcreek City Mayor,MOL007,JEFF SILVESTRINI,302,False
2016,municipal general,Mayor,,Millcreek City Mayor,MOL008,JEFF SILVESTRINI,395,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL012,GARLYN (GAR) HENDRY,1,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL012,DIANE ANGUS,3,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL012,THOMAS RICHARDS,5,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL012,SILVIA CATTEN,3,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL012,LORRIN P. COLBY JR,1,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL013,GARLYN (GAR) HENDRY,23,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL013,DIANE ANGUS,31,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL013,THOMAS RICHARDS,12,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL013,SILVIA CATTEN,56,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL013,LORRIN P. COLBY JR,2,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL014,GARLYN (GAR) HENDRY,5,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL014,DIANE ANGUS,7,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL014,THOMAS RICHARDS,5,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL014,SILVIA CATTEN,15,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL014,LORRIN P. COLBY JR,6,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL015,GARLYN (GAR) HENDRY,8,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL015,DIANE ANGUS,18,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL015,THOMAS RICHARDS,58,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL015,SILVIA CATTEN,27,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL015,LORRIN P. COLBY JR,10,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL016,GARLYN (GAR) HENDRY,39,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL016,DIANE ANGUS,89,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL016,THOMAS RICHARDS,23,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL016,SILVIA CATTEN,121,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL016,LORRIN P. COLBY JR,11,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL018,GARLYN (GAR) HENDRY,24,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL018,DIANE ANGUS,102,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL018,THOMAS RICHARDS,18,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL018,SILVIA CATTEN,47,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL018,LORRIN P. COLBY JR,10,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL019,GARLYN (GAR) HENDRY,13,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL019,DIANE ANGUS,51,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL019,THOMAS RICHARDS,20,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL019,SILVIA CATTEN,94,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL019,LORRIN P. COLBY JR,14,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL025,GARLYN (GAR) HENDRY,21,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL025,DIANE ANGUS,26,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL025,THOMAS RICHARDS,12,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL025,SILVIA CATTEN,19,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL025,LORRIN P. COLBY JR,6,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL026,GARLYN (GAR) HENDRY,72,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL026,DIANE ANGUS,90,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL026,THOMAS RICHARDS,43,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL026,SILVIA CATTEN,143,False
2016,municipal primary,Council,1,Millcreek City Council District 1,MIL026,LORRIN P. COLBY JR,22,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL001,JOHN DOUGLAS,9,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL001,RIVKA RICHMAN,47,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL001,DWAYNE A VANCE,31,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL001,DWIGHT MARCHANT,96,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL004,JOHN DOUGLAS,15,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL004,RIVKA RICHMAN,53,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL004,DWAYNE A VANCE,30,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL004,DWIGHT MARCHANT,150,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL008,JOHN DOUGLAS,20,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL008,RIVKA RICHMAN,46,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL008,DWAYNE A VANCE,28,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL008,DWIGHT MARCHANT,52,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL010,JOHN DOUGLAS,25,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL010,RIVKA RICHMAN,43,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL010,DWAYNE A VANCE,63,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL010,DWIGHT MARCHANT,129,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL011,JOHN DOUGLAS,25,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL011,RIVKA RICHMAN,32,False
2016,municipal primary,Council,2,Millcreek City Council District 2,MIL011,DWAYNE A VANCE,44,False
