city,candidate,election_year,office,seat,raised,spent,n_filings,n_live,basis,review_flag
west_valley,Donald Christensen,2019,Council,At-Large,25.0,25.0,1,1,summary,
west_valley,Tom Huynh,2021,Council,,18654.47,15901.63,2,2,sum-interim,
west_valley,Arnold Jones,2021,Council,,264.95,164.95,2,2,summary,
west_valley,Philip Wayman,2021,Council,,150.0,74.5,2,2,max-mixed,
west_valley,Chris Bell,2021,Council,2,5990.47,5852.86,3,3,sum-interim,
west_valley,Scott Harmon,2021,Council,2,4192.47,3442.75,3,3,sum-interim,
west_valley,Darrell Curtis,2021,Council,4,3107.3,3107.3,2,2,sum-interim,
west_valley,Jake Fitisemanu,2021,Council,4,3204.87,2678.68,2,2,sum-interim,
west_valley,Jim Vesock,2021,Council,At-Large,11370.74,11370.74,2,2,sum-interim,
west_valley,Lindie Sue Beaudoin,2021,Council,At-Large,3300.0,3285.9,2,2,sum-interim,
west_valley,Lars Nordfelt,2021,Council,At-Large,1388.24,682.04,2,2,sum-interim,
west_valley,Steve Buhler,2021,Mayor,,27584.45,26717.47,3,3,summary,
west_valley,Karen Lang,2021,Mayor,,19761.48,19114.07,3,3,sum-interim,
west_valley,Jim Vesock,2023,Council,,6486.07,6486.07,2,2,sum-interim,
west_valley,Darrell Curtis,2023,Council,,1304.68,1304.68,2,2,summary,
west_valley,Richard Nowak,2023,Council,,0.0,717.91,2,2,sum-interim,
west_valley,Jesus Jimenez-Vivanco,2023,Council,,200.0,200.0,2,2,summary,
west_valley,James (Jack) Fenn,2023,Council,,125.0,125.0,2,2,summary,
west_valley,Jacob Gonzalez,2023,Council,,100.0,74.37,2,2,sum-interim,
west_valley,Steven J Rose,2023,Council,,0.0,0.0,2,2,summary,
west_valley,Marni LeFevre,2023,Council,1,20748.0,10703.21,4,4,sum-interim,
west_valley,Tom Huynh,2023,Council,1,6328.2,3952.3,2,2,sum-interim,
west_valley,Heidi Roggenbuck,2023,Council,3,0.0,0.0,4,4,summary,
west_valley,Don Christensen,2023,Council,At-Large,12921.5,12921.5,4,4,summary,
west_valley,Sophia Hawes-Tingey,2023,Council,At-Large,3945.0,3776.0,4,4,sum-interim,
west_valley,Jim M Vesock,2025,Council,,7816.4,6335.55,2,2,sum-interim,
west_valley,Justin Turcsanski,2025,Council,,3250.62,882.58,2,2,summary,
west_valley,Geovani Salazar,2025,Council,,545.0,542.15,2,1,single,
west_valley,Rocky Thomas,2025,Council,,5000.0,156.98,1,1,single,
west_valley,Rocky A Thomas,2025,Council,,0.0,0.0,1,1,summary,
west_valley,Scott Harmon,2025,Council,2,1570.97,198.99,4,4,summary,
west_valley,Danny George HR,2025,Council,2,0.0,25.0,1,1,single,
west_valley,Danny George JR,2025,Council,2,0.0,25.0,2,2,summary,
west_valley,Danny George Jr,2025,Council,2,0.0,0.0,1,1,single,
west_valley,Cindy Wood,2025,Council,4,9345.96,9151.72,4,4,sum-interim,
west_valley,Amitonu Wesley Amosa,2025,Council,4,402.0,2556.47,4,4,max-mixed,
west_valley,Heidi Roggenbuck,2025,Council,At-Large,3278.47,3278.47,4,4,sum-interim,
west_valley,Lars Nordfelt,2025,Council,At-Large,1825.92,1032.51,4,4,max-mixed,
west_valley,Ryan Mahoney,2025,Council,At-Large,212.3,212.3,5,4,sum-interim,
west_valley,Karen Lang,2025,Mayor,,10244.85,10244.85,4,4,override,"OVERRIDE: BALANCE-CARRY final (page-verified from all 4 raw PDFs, 2026-07-20): her Post-Primary (signed 10/6/2025) is CUMULATIVE - cover prints Total contributions $10,244.85 / Total campaign expenses $10,189.88 / Balance $54.97, and its Form A re-lists all 7 primary rows ($6,544.85) + 3 new (Barton's $300 + Usana $500 + Lang loan $2,900), sums exact. The General (rec'd 10/21) and Final (rec'd 11/24) print $54.97 on the 'Total contributions' line with Form A EMPTY - $54.97 is the CARRIED BALANCE (10,244.85-10,189.88), not new money; the Final's Form B itemizes one NEW period item, 11/15/2025 'Repay loan' Karen Lang $54.97, closing the chain to line-3 $0.00 exactly. Cycle = raised $10,244.85 / spent $10,189.88 + $54.97 = $10,244.85; the generic rule's summary figure ($54.97/$54.97) mistook the balance-carry final for the cycle"
west_valley,June Freeman Hesleph,2025,Mayor,,1380.0,345.96,3,3,sum-interim,
