candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Donald Christensen,Council,2019,2019-11-30,final,summary,25.00,25.00,,0.00,25.00,25.00,True,True,0.00,0.00,0.00,1,1,raw/2019_9949_Donald-Christensen-Finance-Statement-Final.pdf,DocumentCenter9949,medium,vision-transcribed(claude-sonnet-5),
Arnold Jones,Council,2021,2021-08-05,primary,interim,128.44,127.46,,46.00,127.98,134.96,False,False,-0.46,7.50,127.98,1,6,raw/2021_3496_Arnold-Jones-Primary-Financial-Disclosure.pdf,ADID3496,low,incremental(per-period); cover-total anchor; contrib!=stated; expend!=stated,
Arnold Jones,Council,2021,2021-11-30,final,summary,264.95,164.95,,100.00,264.95,164.95,True,True,0.00,0.00,0.00,8,7,raw/2021_3495_Arnold-Jones-Final-Campaign-Financial-Disclosure.pdf,ADID3495,high,incremental(per-period); cover-total anchor,
Chris Bell,Council,2021,2021-08-05,primary,interim,4703.25,4533.18,,70.07,4703.25,4533.18,True,True,0.00,0.00,3145.00,34,14,raw/2021_3499_Chris-Bell-Primary-Financial-Disclosure.pdf,ADID3499,medium,vision-transcribed(claude-sonnet-5),
Chris Bell,Council,2021,2021-10-27,general,interim,1287.22,1319.68,,37.61,1287.22,1319.68,True,True,0.00,0.00,0.00,16,4,raw/2021_3498_Chris-Bell-General-Financial-Disclosure.pdf,ADID3498,medium,vision-transcribed(claude-sonnet-5),
Chris Bell,Council,2021,2021-11-30,final,summary,0.00,37.61,,0.00,0.00,37.61,True,True,0.00,0.00,0.00,0,1,raw/2021_3497_Chris-Bell-Final-Campaign-Financial-Disclosure.pdf,ADID3497,medium,vision-transcribed(claude-sonnet-5),
Darrell Curtis,Council,2021,2021-10-27,general,interim,3107.30,3107.30,,0.00,3107.30,3112.12,True,False,0.00,4.82,0.00,2,6,raw/2021_3501_Darrell-Curtis-General-Financial-Disclosure.pdf,ADID3501,low,vision-transcribed(claude-sonnet-5); expend!=stated,
Darrell Curtis,Council,2021,2021-11-30,final,summary,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021_3500_Darrell-Curtis-Final-Campaign-Financial-Disclosure.pdf,ADID3500,medium,incremental(per-period); cover-total anchor; scanned: no dated rows recovered (handwriting/OCR floor),
Jake Fitisemanu,Council,2021,2021-10-27,general,interim,3204.87,2678.68,,526.19,3204.87,2678.68,True,True,0.00,0.00,0.00,27,18,raw/2021_3503_Jake-Fitisemanu-General-Financial-Disclosure.pdf,ADID3503,high,incremental(per-period); cover-total anchor,
Jake Fitisemanu,Council,2021,2021-11-30,final,summary,1026.19,958.28,,67.91,1026.19,958.28,True,True,0.00,0.00,0.00,2,1,raw/2021_3502_Jake-Fitisemanu-Final-Campaign-Financial-Disclosure.pdf,ADID3502,high,incremental(per-period); cover-total anchor,
Jim Vesock,Council,2021,2021-10-27,general,interim,11370.74,11370.74,,0.00,11370.74,11364.70,True,False,0.00,-6.04,11180.74,12,51,raw/2021_3505_Jim-Vesock-General-Financial-Disclosure.pdf,ADID3505,low,vision-transcribed(claude-sonnet-5); expend!=stated,
Jim Vesock,Council,2021,2021-11-30,final,summary,0.00,0.00,,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2021_3504_Jim-Vesock-Final-Campaign-Financial-Disclosure.pdf,ADID3504,medium,vision-transcribed(claude-sonnet-5),
Karen Lang,Mayor,2021,2021-08-05,primary,interim,4756.38,4311.28,,445.10,4686.38,4311.28,False,True,-70.00,0.00,3356.38,26,7,raw/2021_3508_Karen-Lang-Primary-Financial-Disclosure.pdf,ADID3508,low,vision-transcribed(claude-sonnet-5); contrib!=stated,
Karen Lang,Mayor,2021,2021-10-27,general,interim,15005.10,14802.79,,202.31,15005.10,14802.79,True,True,0.00,0.00,11500.00,11,7,raw/2021_3507_Karen-Lang-General-Financial-Disclosure.pdf,ADID3507,medium,incremental(per-period); cover-total anchor,
Karen Lang,Mayor,2021,2021-11-30,final,summary,202.31,190.00,,12.31,202.31,190.00,True,True,0.00,0.00,0.00,1,2,raw/2021_3506_Karen-Lang-Final-Campaign-Financial-Disclosure.pdf,ADID3506,medium,vision-transcribed(claude-sonnet-5),
Lars Nordfelt,Council,2021,2021-10-27,general,interim,1388.24,682.04,,706.20,1388.24,682.04,True,True,0.00,0.00,552.55,5,54,raw/2021_3510_Lars-Nordfelt-General-Financial-Disclosure.pdf,ADID3510,medium,vision-transcribed(claude-sonnet-5),
Lars Nordfelt,Council,2021,2021-11-30,final,summary,0.00,130.28,,575.92,0.00,130.28,True,True,0.00,0.00,0.00,0,3,raw/2021_3509_Lars-Nordfelt-Final-Campaign-Financial-Disclosure.pdf,ADID3509,medium,incremental(per-period); cover-total anchor,
Lindie Sue Beaudoin,Council,2021,2021-10-27,general,interim,3300.00,3285.90,,14.10,3300.00,3285.90,True,True,0.00,0.00,2800.00,8,10,raw/2021_3512_Lindie-Sue-Beaudoin-General-Financial-Disclosure.pdf,ADID3512,medium,vision-transcribed(claude-sonnet-5),
Lindie Sue Beaudoin,Council,2021,2021-11-30,final,summary,14.10,14.10,,0.00,,18.10,,False,,4.00,0.00,0,2,raw/2021_3511_Lindie-Sue-Beaudoin-Final-Campaign-Financial-Disclosure.pdf,ADID3511,low,vision-transcribed(claude-sonnet-5); totals-only(no itemization); expend!=stated,
Philip Wayman,Council,2021,2021-08-05,primary,interim,150.00,8.03,,11.97,150.00,8.03,True,True,0.00,0.00,0.00,2,3,raw/2021_3514_Philip-Wayman-Primary-Financial-Disclosure.pdf,ADID3514,medium,vision-transcribed(claude-sonnet-5),
Philip Wayman,Council,2021,2021-11-30,final,summary,,,,,,74.50,,,,,0.00,0,3,raw/2021_3513_Philip-Wayman-Final-Campaign-Financial-Disclosure.pdf,ADID3513,low,vision-transcribed(claude-sonnet-5),
Scott Harmon,Council,2021,2021-08-05,primary,interim,4142.47,1168.73,,2973.74,,,,,,,0.00,0,0,raw/2021_3517_Scott-Harmon-Primary-Financial-Disclosure.pdf,ADID3517,low,incremental(per-period); cover-total anchor; totals-only(no itemization); totals-only(no itemization),
Scott Harmon,Council,2021,2021-10-27,general,interim,50.00,2274.02,,735.77,3009.79,-2595.17,False,False,2959.79,-4869.19,0.00,2,12,raw/2021_3516_Scott-Harmon-General-Financial-Disclosure.pdf,ADID3516,low,vision-transcribed(claude-sonnet-5); contrib!=stated; expend!=stated,
Scott Harmon,Council,2021,2021-11-30,final,summary,100.00,138.91,,696.86,100.00,138.91,True,True,0.00,0.00,0.00,1,1,raw/2021_3515_Scott-Harmon-Final-Campaign-Financial-Disclosure.pdf,ADID3515,medium,incremental(per-period); cover-total anchor,
Steve Buhler,Mayor,2021,2021-08-05,primary,interim,18030.00,12311.13,,5718.87,18030.00,12311.13,True,True,0.00,0.00,0.00,90,23,raw/2021_3520_Steve-Buhler-Primary-Financial-Disclosure.pdf,ADID3520,medium,vision-transcribed(claude-sonnet-5),
Steve Buhler,Mayor,2021,2021-10-27,general,interim,27584.45,26608.30,,976.15,27659.45,26608.30,False,True,75.00,0.00,0.00,147,41,raw/2021_3519_Steve-Buhler-General-Financial-Disclosure.pdf,ADID3519,low,vision-transcribed(claude-sonnet-5); contrib!=stated,
Steve Buhler,Mayor,2021,2021-11-30,final,summary,27584.45,26717.47,,866.98,27609.45,26717.47,False,True,25.00,0.00,0.00,147,43,raw/2021_3518_Steve-Buhler-Final-Campaign-Financial-Disclosure.pdf,ADID3518,low,vision-transcribed(claude-sonnet-5); contrib!=stated,
