dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,1
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,2,2020-01-07,Council,Ceremonial,Ceremonial,,final-action,pass,5,0,,roll-call,Passed unanimously,crosswalk,high,2
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,3,2020-01-07,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Passed unanimously,crosswalk,high,3
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,4,2020-01-07,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,Passed unanimously,crosswalk,high,4
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,5,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,5
meeting_minutes,minutes/2020/2020-01-06/2020-01-07_work-session-and-business-meeting.md,6,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,6
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_work-session-and-business-meeting.md,1,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,7
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_work-session-and-business-meeting.md,2,2020-01-21,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Passed unanimously,crosswalk,high,8
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_work-session-and-business-meeting.md,3,2020-01-21,Council,Ordinance,Ordinance,,final-action,pass,5,0,,roll-call,Passed unanimously,crosswalk,high,9
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_work-session-and-business-meeting.md,4,2020-01-21,Council,Resolution,Resolution,,final-action,pass,5,0,,roll-call,Passed unanimously,crosswalk,high,10
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_work-session-and-business-meeting.md,5,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,5,0,,roll-call,Passed unanimously,crosswalk,high,11
meeting_minutes,minutes/2020/2020-01-20/2020-01-21_work-session-and-business-meeting.md,6,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,12
meeting_minutes,minutes/2020/2020-02-03/2020-02-04_work-session-and-business-meeting.md,1,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,13
meeting_minutes,minutes/2020/2020-02-03/2020-02-04_work-session-and-business-meeting.md,2,2020-02-04,Council,Ordinance,Ordinance,,final-action,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,14
meeting_minutes,minutes/2020/2020-02-03/2020-02-04_work-session-and-business-meeting.md,3,2020-02-04,Council,Resolution,Resolution,,final-action,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,15
meeting_minutes,minutes/2020/2020-02-03/2020-02-04_work-session-and-business-meeting.md,4,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,16
meeting_minutes,minutes/2020/2020-02-03/2020-02-04_work-session-and-business-meeting.md,5,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,17
meeting_minutes,minutes/2020/2020-02-17/2020-02-18_work-session-and-business-meeting.md,1,2020-02-18,Council,Appointment,Procedural-Administrative,,procedural,pass,3,0,,roll-call,Passed unanimously,rule:proc-session,high,18
meeting_minutes,minutes/2020/2020-02-17/2020-02-18_work-session-and-business-meeting.md,2,2020-02-18,Council,Appointment,Appointment,,final-action,pass,3,0,,roll-call,Passed unanimously,crosswalk,medium,19
meeting_minutes,minutes/2020/2020-02-17/2020-02-18_work-session-and-business-meeting.md,3,2020-02-18,Council,Appointment,Appointment,,final-action,pass,3,0,,roll-call,Passed unanimously,crosswalk,high,20
meeting_minutes,minutes/2020/2020-02-17/2020-02-18_work-session-and-business-meeting.md,4,2020-02-18,Council,Appointment,Appointment,,final-action,pass,3,0,,roll-call,Passed unanimously,crosswalk,medium,21
meeting_minutes,minutes/2020/2020-02-17/2020-02-18_work-session-and-business-meeting.md,5,2020-02-18,Council,Appointment,Appointment,,final-action,pass,3,0,,roll-call,Passed unanimously,crosswalk,medium,22
meeting_minutes,minutes/2020/2020-02-17/2020-02-18_work-session-and-business-meeting.md,6,2020-02-18,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,unanimous-declared,Passed (unanimous consent),crosswalk,high,23
