week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2018-07-17,2018-07-11,0,1,8,0,council_459615
2018-08-14,2018-08-08,0,1,9,0,council_459617
2018-08-28,2018-08-22,0,1,8,0,council_459619
2018-09-18,2018-09-12,0,1,1,0,council_459621
2018-09-25,2018-09-19,0,1,9,0,council_459623
2018-10-09,2018-10-03,0,1,3,0,council_459625
2018-10-23,2018-10-17,0,1,10,0,council_459627
2018-10-30,2018-10-24,0,1,0,0,council_459629
2018-11-13,2018-11-07,0,1,4,0,council_459631
2018-11-27,2018-11-21,0,1,3,0,council_459633
2018-12-11,2018-12-05,0,1,5,0,council_459635
2018-12-18,2018-12-12,0,1,9,0,council_466815
2019-01-08,2019-01-02,0,1,6,0,council_522725
2019-01-22,2019-01-16,0,1,8,0,council_522727
2019-02-12,2019-02-06,0,1,5,0,council_522729
2019-02-26,2019-02-20,0,1,4,0,council_522731
2019-03-12,2019-03-06,0,1,3,0,council_522733
2019-03-26,2019-03-20,0,1,7,0,council_522735
2019-04-09,2019-04-03,0,1,5,0,council_522737
2019-05-14,2019-05-08,0,1,4,0,council_522739
2019-05-28,2019-05-22,0,1,9,0,council_522741
2019-06-11,2019-06-05,0,1,6,0,council_522743
2019-06-25,2019-06-19,0,1,4,0,council_522745
2019-07-09,2019-07-03,0,1,10,1,council_522751
2019-08-13,2019-08-07,0,1,9,0,council_568105
2019-08-27,2019-08-21,0,1,12,0,council_568113
2019-09-10,2019-09-04,0,1,5,0,council_568117
2019-09-24,2019-09-18,0,1,6,0,council_568119
2019-10-08,2019-10-02,0,1,2,0,council_568123
2019-10-22,2019-10-16,0,1,2,1,council_568125
2019-11-12,2019-11-06,0,1,7,0,council_568127
2019-11-19,2019-11-13,0,1,0,0,canvassers_568129
2019-11-26,2019-11-20,0,1,10,0,council_568133
2020-01-14,2020-01-08,0,1,9,1,council_612093
2020-01-28,2020-01-22,0,1,10,1,council_612095
2020-02-11,2020-02-05,0,1,7,1,council_612097
2020-02-25,2020-02-19,0,1,5,0,council_612115
2020-03-24,2020-03-18,0,1,1,0,council_612117
2020-04-14,2020-04-08,0,1,5,0,council_612119
2020-04-28,2020-04-22,0,1,3,0,council_612121
2020-05-12,2020-05-06,0,1,5,0,council_612125
2020-05-26,2020-05-20,0,1,10,0,council_613989
2020-06-09,2020-06-03,0,1,15,0,council_620093
2020-06-23,2020-06-17,0,1,13,0,council_620091
2020-07-14,2020-07-08,0,1,9,1,council_627895
2020-08-11,2020-08-05,0,0,5,0,
2020-08-25,2020-08-19,0,0,4,0,
2020-09-08,2020-09-02,0,0,5,0,
2020-10-27,2020-10-21,0,0,2,0,
2020-11-10,2020-11-04,0,1,3,0,council_665985
2021-01-12,2021-01-06,0,1,5,0,council_679759
2021-01-26,2021-01-20,0,1,4,0,council_692051
