year,election_type,source_file,sheet,contest,vote_for,precinct,candidate,votes,suppressed,vote_method,times_cast,registered_voters
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,COALVILLE NO,NO,95,False,Total,165,265
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,COALVILLE NO,YES,56,False,Total,165,265
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,COALVILLE SO,NO,196,False,Total,331,549
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,COALVILLE SO,YES,120,False,Total,331,549
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,DEER VALLEY,NO,126,False,Total,459,1207
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,DEER VALLEY,YES,266,False,Total,459,1207
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,ECHO,NO,22,False,Total,33,65
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,ECHO,YES,9,False,Total,33,65
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,FRANCIS 19,NO,165,False,Total,306,629
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,FRANCIS 19,YES,120,False,Total,306,629
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,FRANCIS 26,NO,8,False,Total,22,46
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,FRANCIS 26,YES,10,False,Total,22,46
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,HENEFER,NO,206,False,Total,382,611
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,HENEFER,YES,156,False,Total,382,611
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,HIGHLAND ESTATES,NO,231,False,Total,658,1399
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,HIGHLAND ESTATES,YES,349,False,Total,658,1399
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,HOYTSVILLE,NO,191,False,Total,372,587
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,HOYTSVILLE,YES,163,False,Total,372,587
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,JEREMY EAST,NO,221,False,Total,671,1293
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,JEREMY EAST,YES,382,False,Total,671,1293
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,JEREMY WEST,NO,191,False,Total,547,1177
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,JEREMY WEST,YES,316,False,Total,547,1177
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,KAMAS EAST,NO,151,False,Total,283,598
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,KAMAS EAST,YES,115,False,Total,283,598
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,KAMAS WEST 19,NO,117,False,Total,217,448
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,KAMAS WEST 19,YES,85,False,Total,217,448
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,KAMAS WEST 26,NO,34,False,Total,64,119
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,KAMAS WEST 26,YES,29,False,Total,64,119
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,MARION 19,NO,63,False,Total,130,230
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,MARION 19,YES,64,False,Total,130,230
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,MARION 26,NO,43,False,Total,90,141
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,MARION 26,YES,41,False,Total,90,141
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,OAKLEY,NO,239,False,Total,559,1003
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,OAKLEY,YES,286,False,Total,559,1003
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,OLD TOWN NO,NO,47,False,Total,153,579
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,OLD TOWN NO,YES,87,False,Total,153,579
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,OLD TOWN SO,NO,39,False,Total,119,434
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,OLD TOWN SO,YES,69,False,Total,119,434
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PARK MEADOWS NO,NO,126,False,Total,394,857
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PARK MEADOWS NO,YES,238,False,Total,394,857
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PARK MEADOWS SO,NO,61,False,Total,227,639
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PARK MEADOWS SO,YES,122,False,Total,227,639
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PARK WEST,NO,111,False,Total,393,1149
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PARK WEST,YES,247,False,Total,393,1149
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PEOA 19,NO,10,False,Total,34,76
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PEOA 19,YES,22,False,Total,34,76
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PEOA 26,NO,56,False,Total,113,195
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PEOA 26,YES,47,False,Total,113,195
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PINEBROOK NO,NO,153,False,Total,476,1214
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PINEBROOK NO,YES,287,False,Total,476,1214
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PINEBROOK SO,NO,155,False,Total,417,1052
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PINEBROOK SO,YES,236,False,Total,417,1052
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PROSPECTOR,NO,44,False,Total,118,370
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,PROSPECTOR,YES,64,False,Total,118,370
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,QUARRY MOUNTAIN,NO,130,False,Total,447,926
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,QUARRY MOUNTAIN,YES,269,False,Total,447,926
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,RANCH PLAC/SNYDER MILL,NO,157,False,Total,535,1199
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,RANCH PLAC/SNYDER MILL,YES,322,False,Total,535,1199
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,RANCH ROAD SO,NO,24,False,Total,107,223
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,RANCH ROAD SO,YES,71,False,Total,107,223
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,SIDEWINDER,NO,67,False,Total,189,637
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,SIDEWINDER,YES,106,False,Total,189,637
2006,general,raw/2006_general_precinct.pdf,CONST AMENDMENT 1,CONST AMENDMENT 1,,SILVER CREEK,NO,119,False,Total,364,818
