candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Allan Perry,Mayor,2025,2025-10-07,Report Prior to General Election (Oct 7),interim,7705.50,7633.57,0.00,71.93,7705.50,7633.57,True,True,0.00,0.00,7705.50,9,12,raw/2025_perry_cf_10-07.pdf,8ac27d07,medium,vision-transcribed(read-tool),
Allan Perry,Mayor,2025,2025-10-28,Report Prior to General Election (Oct 28),interim,0.00,10.00,71.93,61.93,0.00,10.00,True,True,0.00,0.00,0.00,0,1,raw/2025_perry_cf_10-28.pdf,44ab85be,medium,vision-transcribed(read-tool),
Allan Perry,Mayor,2025,2025-12-04,Final Report (Dec 4),summary,25.00,62.90,61.93,24.03,25.00,62.90,True,True,0.00,0.00,25.00,1,2,raw/2025_perry_cf_12-04_final.pdf,beff02b4,medium,vision-transcribed(read-tool),
Paulina Flint,Mayor,2025,2025-10-07,Report Prior to General Election (Oct 7),interim,3550.00,1723.35,34.40,,3550.00,1723.35,True,True,0.00,0.00,820.00,9,6,raw/2025_flint_cf_10-07.pdf,fd5027e6,high,"text-transcribed(born-digital layer, not vision); superseded (cumulative snapshot; cycle total = latest report)",
Paulina Flint,Mayor,2025,2025-10-28,Report Prior to General Election (Oct 28),interim,3550.00,1723.35,34.40,,3550.00,1723.35,True,True,0.00,0.00,820.00,9,6,raw/2025_flint_cf_10-28.pdf,e2c3836e,high,"text-transcribed(born-digital layer, not vision); superseded (cumulative snapshot; cycle total = latest report)",
Paulina Flint,Mayor,2025,2025-12-04,Final Report (Dec 4),summary,3550.00,2627.08,34.40,,3550.00,2627.08,True,True,0.00,0.00,820.00,9,7,raw/2025_flint_cf_12-04_final.pdf,85b2d372,high,"text-transcribed(born-digital layer, not vision)",
Linda Price,Council At-Large B,2025,2025-10-07,Report Prior to General Election (Oct 7),interim,695.82,695.82,0.00,0.00,695.82,695.82,True,True,0.00,0.00,695.82,2,2,raw/2025_price_cf_10-07.pdf,45c975d4,medium,vision-transcribed(read-tool),
Linda Price,Council At-Large B,2025,2025-10-28,Report Prior to General Election (Oct 28),interim,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025_price_cf_10-28.pdf,70712ff5,medium,vision-transcribed(read-tool),
Linda Price,Council At-Large B,2025,2025-12-04,Final Report (Dec 4),summary,695.82,695.82,0.00,0.00,,,,,,,0.00,0,0,raw/2025_price_cf_12-04_final.pdf,fb956a4c,low,vision-transcribed(read-tool); totals-only(no itemization); totals-only(no itemization),
Douglas Denning,Council At-Large B,2025,2025-10-07,Report Prior to General Election (Oct 7),interim,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025_denning_cf_10-07.pdf,eb4650b8,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Douglas Denning,Council At-Large B,2025,2025-10-28,Report Prior to General Election (Oct 28),interim,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025_denning_cf_10-28.pdf,a2be5a0b,high,"text-transcribed(born-digital layer, not vision); superseded (cumulative snapshot; cycle total = latest report)",
Douglas Denning,Council At-Large B,2025,2025-12-04,Final Report (Dec 4),summary,978.73,978.73,,,978.73,,True,,0.00,,978.73,3,0,raw/2025_denning_cf_12-04_final.pdf,169143e5,low,"text-transcribed(born-digital layer, not vision); totals-only(no itemization)",
Neil Mahoney,Council At-Large C,2025,2025-10-07,Report Prior to General Election (Oct 7),interim,1543.03,1543.03,0.00,0.00,1543.03,1543.03,True,True,0.00,0.00,1543.03,1,6,raw/2025_mahoney_cf_10-07.pdf,ca694971,medium,vision-transcribed(read-tool),
Neil Mahoney,Council At-Large C,2025,2025-10-28,Report Prior to General Election (Oct 28),interim,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025_mahoney_cf_10-28.pdf,6cf5f8d4,medium,vision-transcribed(read-tool),
Neil Mahoney,Council At-Large C,2025,2025-12-04,Final Report (Dec 4),summary,1543.03,1543.03,0.00,0.00,,,,,,,0.00,0,0,raw/2025_mahoney_cf_12-04_final.pdf,804a3811,low,vision-transcribed(read-tool); totals-only(no itemization); totals-only(no itemization),
Phillip Cardenaz,Council At-Large C,2025,2025-10-07,Report Prior to General Election (Oct 7),interim,1050.00,859.78,1050.00,190.22,1050.00,859.78,True,True,0.00,0.00,0.00,5,5,raw/2025_cardenaz_cf_10-07.pdf,c97d31cb,high,"text-transcribed(born-digital layer, not vision)",
Phillip Cardenaz,Council At-Large C,2025,2025-10-28,Report Prior to General Election (Oct 28),interim,1050.00,859.78,1050.00,190.22,,,,,,,0.00,0,0,raw/2025_cardenaz_cf_10-28.pdf,137e60e8,low,vision-transcribed(read-tool); totals-only(no itemization); totals-only(no itemization),
Phillip Cardenaz,Council At-Large C,2025,2025-12-04,Final Report (Dec 4),summary,0.00,0.00,149.12,0.00,0.00,903.73,True,False,0.00,903.73,0.00,0,1,raw/2025_cardenaz_cf_12-04_final.pdf,2d3d5bd7,low,"text-transcribed(born-digital layer, not vision); expend!=stated",
