referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,3922,Council,3906,PlanningCommission,subject,medium,,1.0,2020-06-02,2020-05-21,12,
2,3956,Council,3905,PlanningCommission,subject,medium,,1.0,2020-06-16,2020-05-21,26,
3,3975,Council,3928,PlanningCommission,subject,medium,,1.0,2020-07-07,2020-06-04,33,
4,4002,Council,3988,PlanningCommission,address+subject,high,9270 s state,1.0,2020-07-28,2020-07-16,12,
5,4023,Council,3988,PlanningCommission,address+subject,high,9270 s state,1.0,2020-08-11,2020-07-16,26,
6,4054,Council,4013,PlanningCommission,subject,medium,,1.0,2020-09-01,2020-08-06,26,
7,4064,Council,4043,PlanningCommission,address+subject,high,2566 e barcelona; 8511 s escalante,1.0,2020-09-22,2020-09-17,5,
8,4065,Council,4044,PlanningCommission,address+subject,high,2140 e creek; 8265 s rossett green,1.0,2020-09-22,2020-09-17,5,
9,4070,Council,4047,PlanningCommission,address+subject,high,1368 e copper creek,0.709,2020-09-22,2020-09-03,19,
10,4103,Council,4061,PlanningCommission,subject,medium,,1.0,2020-10-20,2020-09-17,33,
11,4125,Council,4108,PlanningCommission,address+subject,high,2533 e robidoux; 8337 s escalante,1.0,2020-10-27,2020-10-15,12,
12,4126,Council,4109,PlanningCommission,address+subject,high,2343 e germania; 8391 s sublette; 8504 s treasure mountain,1.0,2020-10-27,2020-10-15,12,
13,4175,Council,4172,PlanningCommission,subject,medium,,0.722,2021-01-05,2020-12-03,33,
14,4269,Council,4235,PlanningCommission,address+subject,high,1170 e 8600 s,1.0,2021-02-16,2021-01-21,26,
15,4270,Council,4237,PlanningCommission,address+subject,high,9565 s wasatch,1.0,2021-02-16,2021-01-21,26,
16,4284,Council,4283,PlanningCommission,address+subject,high,1368 e coppercreek,0.258,2021-03-09,2021-02-18,19,
17,4315,Council,4288,PlanningCommission,subject,medium,,1.0,2021-03-09,2021-02-18,19,
18,4317,Council,4236,PlanningCommission,address+subject,high,10118 s alta villa,1.0,2021-03-16,2021-01-21,54,
19,4317,Council,4274,PlanningCommission,address+subject,high,10118 s alta villa; 2590 e 10000 s,1.0,2021-03-16,2021-02-18,26,
20,4352,Council,4330,PlanningCommission,subject,medium,,1.0,2021-04-06,2021-03-18,19,
21,4380,Council,4378,PlanningCommission,address+subject,high,137 e 11000 s,1.0,2021-06-01,2021-05-06,26,
22,4380,Council,4456,PlanningCommission,address+subject,high,137 e 11000 s,0.938,2021-06-01,2021-06-17,-16,
23,4436,Council,4415,PlanningCommission,subject,medium,,1.0,2021-06-15,2021-05-20,26,
24,4447,Council,4283,PlanningCommission,address,low,1368 e coppercreek,0.16,2021-06-15,2021-02-18,117,
25,4481,Council,4465,PlanningCommission,subject,medium,,1.0,2021-06-29,2021-06-17,12,
26,4547,Council,4539,PlanningCommission,address+subject,high,1834 e creek,1.0,2021-09-07,2021-08-19,19,
