role_id,person_id,body_id,first_seen,last_seen,n_votes
1,1,1,2024-01-09,2026-06-23,210
2,2,1,2020-01-07,2026-06-23,563
3,2,3,2020-06-25,2020-06-25,2
4,3,1,2020-01-07,2026-06-23,240
5,3,3,2020-06-25,2020-06-25,2
6,4,1,2022-01-04,2026-06-23,374
7,5,2,2020-01-16,2026-06-18,537
8,6,2,2024-03-07,2026-06-18,162
9,7,1,2020-01-07,2026-06-23,560
10,7,3,2020-06-25,2020-06-25,2
11,8,2,2020-02-06,2026-06-18,502
12,9,2,2020-01-16,2026-06-18,536
13,10,2,2023-03-16,2026-06-18,276
14,11,2,2020-01-16,2024-05-16,381
15,12,2,2020-01-16,2022-03-17,204
16,13,2,2024-03-07,2026-06-18,173
17,14,1,2020-01-07,2026-06-23,241
18,14,3,2020-06-25,2020-06-25,2
19,15,2,2024-11-21,2026-06-18,152
20,16,1,2020-01-07,2026-06-23,553
21,16,3,2020-06-25,2020-06-25,2
22,17,2,2020-01-16,2023-03-30,275
23,18,2,2020-01-16,2024-02-15,355
24,19,1,2020-01-07,2025-11-18,183
25,19,3,2020-06-25,2020-06-25,2
26,20,2,2020-01-16,2020-12-03,60
27,21,2,2020-01-16,2026-06-18,546
28,22,1,2022-01-04,2025-11-18,319
29,23,1,2022-01-25,2023-12-19,156
30,24,2,2023-03-16,2026-06-18,262
31,25,1,2020-01-07,2025-11-18,497
32,25,3,2020-06-25,2020-06-25,2
