dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Unanimous (voice),crosswalk,high,1
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,2,2020-01-07,Council,Resolution,Resolution,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,medium,2
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,3,2020-01-07,Council,Appointment,Appointment,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,medium,3
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md,4,2020-01-07,Council,Other,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,rule:proc-agenda,high,4
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,1,2020-01-21,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Unanimous (voice),crosswalk,high,8
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,2,2020-01-21,Council,Appointment,Appointment,,final-action,pass,,,,voice,Unanimous (voice),crosswalk,high,9
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,3,2020-01-21,Council,Other,Other,,final-action,unknown,,,,voice,Voice,rule:no-signal,low,10
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,4,2020-01-21,Council,Public Hearing Action,Land-Use,Site-Plan-Design-Review,final-action,unknown,,,,voice,Voice,rule:lu-site,high,11
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,5,2020-01-21,Council,Other,Other,,final-action,pass,4,3,,roll-call,4-3 Pass,rule:no-signal,low,12
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,6,2020-01-21,Council,Other,Other,,final-action,pass,6,1,,roll-call,6-1 Pass,rule:no-signal,low,13
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md,7,2020-01-21,Council,Contract/Purchase,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,rule:proc-session,high,14
meeting_minutes,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,1,2020-02-04,Council,Ceremonial,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,rule:proc-agenda,high,15
meeting_minutes,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,2,2020-02-04,Council,Resolution,Resolution,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,16
meeting_minutes,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,3,2020-02-04,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,,,,voice,Unanimous (voice),crosswalk,high,17
meeting_minutes,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md,4,2020-02-04,Council,Other,Other,,final-action,pass,,,,voice,Unanimous (voice),rule:no-signal,low,18
