application_id,app_key,body_id,name,rep_title
3771,PlanningCommission|SPR-10-19-5747,2,,Waterford School West Parking Lot (Preliminary Site Plan Review) 9461 S. 1400 E. [Community #17 - Willow Canyon]
3776,PlanningCommission|CUP-12-19-5780,2,,Exercise Coach (CUP for Recreation Center) 9730 S. 700 E. Suite #110 [Community #5]
3794,PlanningCommission|SPR-08-19-5704,2,,Jolley Pharmacy (Preliminary Site Plan Review) 984 E. 10600 S. [Community #12]
3795,PlanningCommission|SUB-08-19-5705,2,,Jolley Pharmacy Subdivision (Preliminary Subdivision Review) 984 E. 10600 S. [Community #12]
3801,PlanningCommission|CUP-12-19-5781,2,,Berg Accessory Apartment (Conditional Use Permit) 1850 E. 10980 S. [Community #26]
3806,PlanningCommission|SPR-11-19-5758,2,,Enterprise Rent-A-Car (Preliminary Site Plan Review) 10710 S. State St. [Community #9 - Commercial Area]
3807,PlanningCommission|CUP-11-19-5759,2,,Enterprise Rent-A-Car (Conditional Use Permit) 10710 S. State St. [Community #9 - Commercial Area]
3810,PlanningCommission|SUB-01-20-5786,2,,Gailey Subdivision (Preliminary Subdivision Review) 657 E. 8680 S. [Community 4 - Historic Sandy]
3824,PlanningCommission|CUP-01-20-5788,2,,Haddadin Accessory Apartment (Conditional Use Permit) 11457 S. Gracey Ln. [Community #25 - The Bluff]
3835,PlanningCommission|SUB-11-19-5754,2,,Tannenbaum Cove Subdivision (Preliminary Review) 2888 E. Little Cottonwood Rd [Community #9 - Granite]
3836,PlanningCommission|SPEX-02-20-5815,2,,Tannenbaum Cove Subdivision (Special Exceptions) 2888 E. Little Cottonwood Rd [Community #30 - Granite]
3837,PlanningCommission|SUB-02-20-5802,2,,Windcroft Subdivision (Amended Plat Review) 11778 S. Windcroft Ct [Community #27 - Lone Peak]
3840,PlanningCommission|CUP-01-20-5790,2,,"Wright Accessory Structure (Conditional Use Permit) (Increased square footage, height, and setback waiver) 88 E. 11000 S. [Community #11 - Crescent]"
3864,Council|20-107,1,,"Public Utilities Department recommending the Council: 1. Approve Resolution 20-09C amending an existing agreement with Salt Lake County Flood Control resulting in additional $250,000 reimbursement for the Dry Creek Improvements project, and 2. Approve Resolution 20-08C amending the existing Storm Drainage and Flood Control Agreement between Sandy City and Salt Lake County Flood Control providing an additional $50,000 for the Sandy Canal Trail project, and to relieve Sandy Public Utilities and Salt Lake County Flood Control of future liability and expense responsibilities within that right of way corridor."
3872,Council|20-115,1,,"Council Member Stroud recommending adoption of Ordinance 20-01, amending the Sandy City Animal Services Code to increase from two to three the number of dogs allowed per residence, clarify leash requirements, expand the definition of qualified rescue organizations, and making minor nonsubstantive changes."
