vote_id,motion_id,person_id,vote_value
1,2,3,Aye
2,2,14,Aye
3,2,25,Aye
4,2,16,Aye
5,2,2,Aye
6,2,7,Aye
7,2,19,Aye
8,3,3,Aye
9,3,14,Aye
10,3,25,Aye
11,3,16,Aye
12,3,2,Aye
13,3,7,Aye
14,3,19,Aye
15,4,3,Aye
16,4,14,Aye
17,4,25,Aye
18,4,16,Aye
19,4,2,Aye
20,4,7,Aye
21,4,19,Aye
22,5,9,Aye
23,5,18,Aye
24,5,21,Aye
25,5,11,Absent
26,5,17,Aye
27,5,12,Aye
28,5,5,Aye
29,5,20,Aye
30,6,9,Aye
31,6,18,Aye
32,6,21,Aye
33,6,11,Absent
34,6,17,Aye
35,6,12,Aye
36,6,5,Aye
37,6,20,Aye
38,7,9,Aye
39,7,18,Aye
40,7,21,Aye
41,7,11,Absent
42,7,17,Aye
43,7,12,Aye
44,7,5,Aye
45,7,20,Aye
46,12,2,Aye
47,12,14,Aye
48,12,16,Aye
49,12,7,Aye
50,12,25,Nay
51,12,19,Nay
52,12,3,Nay
53,13,2,Aye
54,13,14,Aye
55,13,25,Aye
56,13,19,Aye
57,13,16,Aye
58,13,3,Aye
59,13,7,Nay
60,14,2,Aye
61,14,14,Aye
62,14,25,Aye
63,14,19,Aye
64,14,16,Aye
65,14,7,Aye
66,14,3,Aye
67,15,2,Aye
68,15,14,Aye
69,15,25,Aye
70,15,19,Aye
71,15,16,Aye
72,15,7,Aye
73,15,3,Aye
74,16,2,Aye
75,16,14,Aye
76,16,25,Aye
77,16,19,Aye
78,16,16,Aye
79,16,7,Aye
80,16,3,Aye
81,20,9,Aye
82,20,18,Absent
83,20,21,Absent
84,20,11,Aye
85,20,17,Aye
86,20,12,Absent
87,20,5,Aye
88,20,20,Absent
89,20,8,Aye
90,21,9,Aye
91,21,18,Absent
92,21,21,Absent
93,21,11,Aye
94,21,17,Aye
95,21,12,Absent
96,21,5,Aye
97,21,20,Absent
98,21,8,Aye
99,22,9,Aye
100,22,18,Absent
101,22,21,Absent
102,22,11,Aye
103,22,17,Aye
104,22,12,Absent
105,22,5,Aye
106,22,20,Absent
107,22,8,Aye
108,23,9,Aye
109,23,18,Absent
110,23,21,Absent
111,23,11,Aye
112,23,17,Aye
113,23,12,Absent
114,23,5,Aye
115,23,20,Absent
116,23,8,Aye
117,24,9,Aye
118,24,18,Absent
119,24,21,Absent
120,24,11,Aye
121,24,17,Aye
122,24,12,Absent
123,24,5,Aye
124,24,20,Absent
125,24,8,Aye
126,25,9,Aye
127,25,18,Absent
128,25,21,Absent
129,25,11,Aye
130,25,17,Aye
131,25,12,Absent
132,25,5,Aye
133,25,20,Absent
134,25,8,Aye
135,26,2,Aye
136,26,25,Aye
137,26,19,Aye
138,26,16,Aye
139,26,7,Aye
140,26,3,Aye
141,26,14,Absent
142,27,2,Aye
143,27,14,Aye
144,27,25,Aye
145,27,19,Aye
146,27,16,Aye
147,27,7,Aye
148,27,3,Aye
149,28,9,Aye
150,28,18,Absent
151,28,21,Aye
152,28,11,Aye
153,28,17,Aye
154,28,12,Aye
155,28,5,Absent
156,28,20,Aye
157,28,8,Aye
158,29,9,Aye
159,29,18,Absent
160,29,21,Aye
161,29,11,Aye
162,29,17,Aye
163,29,12,Aye
