meeting_id,body_id,meeting_date,title,source_file
1,1,2020-01-07,City Council Meeting,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_city-council-meeting.md
2,2,2020-01-16,Planning Commission,https://webapi.legistar.com/v1/sandyutah/events/1393
3,1,2020-01-21,City Council Meeting,meeting_minutes/minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
4,1,2020-02-04,City Council Meeting,meeting_minutes/minutes/2020/2020-02-03/2020-02-04_city-council-meeting.md
5,2,2020-02-06,Planning Commission,https://webapi.legistar.com/v1/sandyutah/events/1456
6,1,2020-02-18,City Council Meeting,meeting_minutes/minutes/2020/2020-02-17/2020-02-18_city-council-meeting.md
7,1,2020-02-19,City Council Meeting,meeting_minutes/minutes/2020/2020-02-17/2020-02-19_city-council-meeting.md
8,2,2020-02-20,Planning Commission,https://webapi.legistar.com/v1/sandyutah/events/1457
9,1,2020-02-25,City Council Meeting,meeting_minutes/minutes/2020/2020-02-24/2020-02-25_city-council-meeting.md
10,1,2020-03-03,City Council Meeting,meeting_minutes/minutes/2020/2020-03-02/2020-03-03_city-council-meeting.md
11,2,2020-03-05,Planning Commission,https://webapi.legistar.com/v1/sandyutah/events/1458
12,1,2020-04-07,City Council Meeting,meeting_minutes/minutes/2020/2020-04-06/2020-04-07_city-council-meeting.md
13,1,2020-04-21,City Council Meeting,meeting_minutes/minutes/2020/2020-04-20/2020-04-21_city-council-meeting.md
14,1,2020-04-28,City Council Meeting,meeting_minutes/minutes/2020/2020-04-27/2020-04-28_city-council-meeting.md
15,1,2020-05-05,City Council Meeting,meeting_minutes/minutes/2020/2020-05-04/2020-05-05_city-council-meeting.md
16,2,2020-05-07,Planning Commission,https://webapi.legistar.com/v1/sandyutah/events/1469
17,1,2020-05-12,City Council Meeting,meeting_minutes/minutes/2020/2020-05-11/2020-05-12_city-council-meeting.md
18,1,2020-05-19,City Council Meeting,meeting_minutes/minutes/2020/2020-05-18/2020-05-19_city-council-meeting.md
