stem,bytes,chars,status
pc_2026-01-14_agenda_Meeting-Agenda-01_14_2026,190193,6871,extracted
pc_2026-01-28_agenda_Meeting-Agenda-01_28_2026,188037,6664,extracted
pc_2026-03-25_agenda_PC03.25.2026Agenda,196404,3333,extracted
pc_2026-04-08_agenda_PC04.08.2026AgendaAmended,173113,5860,extracted
pc_2026-04-08_motion_sheet_4_8_2026-Planning-Commission-Motion-Sheet,88626,1770,extracted
pc_2026-04-08_staff_report_4_8_2026-Planning-Commission-Staff-Report-1,126084,6186,extracted
pc_2026-04-22_agenda_PC04.22.2026Agenda,175805,4724,extracted
pc_2026-04-22_motion_sheet_Motion_Sheet_-_PLNPCM2026-00073,69053,467,extracted
pc_2026-04-22_motion_sheet_4_22_2026_Planning_Commission_Motion_Sheet,99731,953,extracted
pc_2026-04-22_staff_report_4_22_2026_Planning_Commission_Staff_Report,4366304,25544,extracted
pc_2026-04-22_staff_report_4_22_2026_Planning_Commission_Staff_Report_1_,7292949,90837,extracted
pc_2026-05-13_agenda_PC05.13.2026AgendaAMENDED_2_,189484,8644,extracted
pc_2026-05-13_motion_sheet_Motion_Sheet_Extension_PLNPCM2023-00891,76744,1136,extracted
pc_2026-05-13_motion_sheet_Motion_Sheet_Extension_PLNPCM2023-00567_PLNSUB2024-0106,86148,986,extracted
pc_2026-05-13_motion_sheet_Motion_Sheet_Zoning_Map_Amendment_PLNPCM2026-00091,75846,926,extracted
pc_2026-05-13_staff_report_Staff_Report_Extension_PLNPCM2023-00891,6249667,299074,extracted
pc_2026-05-13_staff_report_Staff_Report_PLNPCM2026-00091,6817556,77039,extracted
pc_2026-05-13_staff_report_Staff_Report_Addendum_PLNPCM2026-00091,178733,4524,extracted
pc_2026-05-27_agenda_PC05.27.2026Agenda,166370,7926,extracted
pc_2026-05-27_motion_sheet_5_27_2026_PC_Motion_Sheet,80641,2125,extracted
pc_2026-05-27_motion_sheet_5_27_2026_Planning_Commission_Motion_Sheet,72023,869,extracted
pc_2026-05-27_motion_sheet_Avenues_Motion_Sheet,73665,219,extracted
pc_2026-05-27_staff_report_Water_Use_Staff_Report,595719,19398,extracted
pc_2026-06-10_agenda_PC06.10.2026Agenda,146728,6266,extracted
pc_2026-06-10_motion_sheet_6_10_2026_Planning_Commission_Motion_Sheet_PLNPCM2024-00384_PLNPCM2024-00385,76957,1143,extracted
pc_2026-06-10_motion_sheet_6_10_2026_Planning_Commission_Motion_Sheet_PLNPCM2023-00818_PLNPCM2024-00383,78301,1192,extracted
pc_2026-06-24_agenda_PC06.24.2026Agenda,154160,8121,extracted
pc_2026-06-24_motion_sheet_2_Motion_Sheet,70946,585,extracted
pc_2026-06-24_motion_sheet_3_Motion_Sheet,70992,582,extracted
pc_2026-06-24_motion_sheet_4_Motion_Sheet,82650,1826,extracted
pc_2026-06-24_motion_sheet_5_Motion_Sheet,72435,877,extracted
pc_2026-06-24_motion_sheet_6_Motion_Sheet,71112,841,extracted
pc_2026-06-24_staff_report_2_Staff_Report,9716856,241243,extracted
pc_2026-06-24_staff_report_3_Staff_Report,8646103,383951,extracted
pc_2026-06-24_staff_report_6_Staff_Report,1048923,21128,extracted
pc_2026-07-08_agenda_PC07.08.2026Agenda,145402,5648,extracted
pc_2026-07-08_motion_sheet_7_8_2026_Planning_Commission_Motion_Sheet_CY,79875,912,extracted
pc_2026-07-08_motion_sheet_7_8_2026_Planning_Commission_Motion_Sheet_BB,76080,970,extracted
pc_2026-07-08_staff_report_7_8_2026_Planning_Commission_Staff_Report_CY,1930477,40097,extracted
